fips,state,county,county,med_ re_taxes_paid,med_ re_taxes_paid_real,Location 
47147, Tennessee,Robertson ,Robertson County,1262,1262,11
47149, Tennessee,Rutherford ,Rutherford County,1355,1355,12
47151, Tennessee,Scott ,Scott County,594,594,7
47153, Tennessee,Sequatchie ,Sequatchie County,825,825,12
47155, Tennessee,Sevier ,Sevier County,685,685,8
47157, Tennessee,Shelby ,Shelby County,2026,2026,8
47159, Tennessee,Smith ,Smith County,743,743,7
47161, Tennessee,Stewart ,Stewart County,784,784,9
47163, Tennessee,Sullivan ,Sullivan County,928,928,10
47165, Tennessee,Sumner ,Sumner County,1399,1399,8
47167, Tennessee,Tipton ,Tipton County,984,984,8
47169, Tennessee,Trousdale ,Trousdale County,1014,1014,11
47171, Tennessee,Unicoi ,Unicoi County,778,778,8
47173, Tennessee,Union ,Union County,581,581,7
47175, Tennessee,Van Buren ,Van Buren County,446,446,11
47177, Tennessee,Warren ,Warren County,644,644,8
47179, Tennessee,Washington ,Washington County,1060,1060,12
47181, Tennessee,Wayne ,Wayne County,588,588,7
47183, Tennessee,Weakley ,Weakley County,665,665,9
47185, Tennessee,White ,White County,570,570,7
47187, Tennessee,Williamson ,Williamson County,2301,2301,12
47189, Tennessee,Wilson ,Wilson County,1399,1399,8
48001, Texas,Anderson ,Anderson County,1309,1309,10
48003, Texas,Andrews ,Andrews County,1461,1461,9
48005, Texas,Angelina ,Angelina County,1445,1445,10
48007, Texas,Aransas ,Aransas County,1826,1826,9
48009, Texas,Archer ,Archer County,1916,1916,8
48011, Texas,Armstrong ,Armstrong County,1548,1548,11
48013, Texas,Atascosa ,Atascosa County,1482,1482,10
48015, Texas,Austin ,Austin County,2544,2544,8
48017, Texas,Bailey ,Bailey County,1532,1532,8
48019, Texas,Bandera ,Bandera County,2298,2298,9
48021, Texas,Bastrop ,Bastrop County,2770,2770,9
48023, Texas,Baylor ,Baylor County,1023,1023,8
48025, Texas,Bee ,Bee County,1117,1117,5
48027, Texas,Bell ,Bell County,2580,2580,6
48029, Texas,Bexar ,Bexar County,2996,2996,7
48031, Texas,Blanco ,Blanco County,2584,2584,8
48033, Texas,Borden ,Borden County,382,382,8
48035, Texas,Bosque ,Bosque County,1262,1262,8
48037, Texas,Bowie ,Bowie County,1699,1699,7
48039, Texas,Brazoria ,Brazoria County,3480,3480,10
48041, Texas,Brazos ,Brazos County,3372,3372,8
48043, Texas,Brewster ,Brewster County,1826,1826,10
48045, Texas,Briscoe ,Briscoe County,780,780,9
48047, Texas,Brooks ,Brooks County,719,719,8
48049, Texas,Brown ,Brown County,1403,1403,7
48051, Texas,Burleson ,Burleson County,1229,1229,10
48053, Texas,Burnet ,Burnet County,2463,2463,8
48055, Texas,Caldwell ,Caldwell County,2189,2189,10
48057, Texas,Calhoun ,Calhoun County,1497,1497,9
48059, Texas,Callahan ,Callahan County,1013,1013,10
48061, Texas,Cameron ,Cameron County,1468,1468,9
48063, Texas,Camp ,Camp County,1184,1184,6
48065, Texas,Carson ,Carson County,1605,1605,8
48067, Texas,Cass ,Cass County,1099,1099,6
48069, Texas,Castro ,Castro County,1025,1025,8
48071, Texas,Chambers ,Chambers County,2631,2631,10
48073, Texas,Cherokee ,Cherokee County,1367,1367,10
48075, Texas,Childress ,Childress County,1176,1176,11
48077, Texas,Clay ,Clay County,1408,1408,6
48079, Texas,Cochran ,Cochran County,541,541,9
48081, Texas,Coke ,Coke County,1082,1082,6
48083, Texas,Coleman ,Coleman County,892,892,9
48085, Texas,Collin ,Collin County,5594,5594,8
48087, Texas,Collingsworth ,Collingsworth County,753,753,15
48089, Texas,Colorado ,Colorado County,1498,1498,10
48091, Texas,Comal ,Comal County,3511,3511,7
48093, Texas,Comanche ,Comanche County,1492,1492,10
48095, Texas,Concho ,Concho County,1269,1269,8
48097, Texas,Cooke ,Cooke County,2341,2341,7
48099, Texas,Coryell ,Coryell County,1905,1905,9
48101, Texas,Cottle ,Cottle County,735,735,8
48103, Texas,Crane ,Crane County,991,991,7
48105, Texas,Crockett ,Crockett County,638,638,10
48107, Texas,Crosby ,Crosby County,1041,1041,8
48109, Texas,Culberson ,Culberson County,905,905,11
48111, Texas,Dallam ,Dallam County,1223,1223,8
48113, Texas,Dallas ,Dallas County,3124,3124,8
48115, Texas,Dawson ,Dawson County,1233,1233,8
48117, Texas,Deaf Smith ,Deaf Smith County,1763,1763,12
48119, Texas,Delta ,Delta County,1428,1428,7
48121, Texas,Denton ,Denton County,4863,4863,8
48123, Texas,DeWitt ,DeWitt County,1134,1134,8
48125, Texas,Dickens ,Dickens County,634,634,9
48127, Texas,Dimmit ,Dimmit County,737,737,8
48129, Texas,Donley ,Donley County,1200,1200,8
48131, Texas,Duval ,Duval County,468,468,7
48133, Texas,Eastland ,Eastland County,788,788,10
48135, Texas,Ector ,Ector County,1725,1725,7
48137, Texas,Edwards ,Edwards County,670,670,9
48139, Texas,Ellis ,Ellis County,2888,2888,7
48141, Texas,El Paso ,El Paso County,2665,2665,9
48143, Texas,Erath ,Erath County,2207,2207,7
48145, Texas,Falls ,Falls County,928,928,7
48147, Texas,Fannin ,Fannin County,1511,1511,8
48149, Texas,Fayette ,Fayette County,1848,1848,9
48151, Texas,Fisher ,Fisher County,771,771,8
48153, Texas,Floyd ,Floyd County,807,807,7
48155, Texas,Foard ,Foard County,767,767,7
48157, Texas,Fort Bend ,Fort Bend County,5563,5563,11
48159, Texas,Franklin ,Franklin County,1785,1785,10
48161, Texas,Freestone ,Freestone County,1277,1277,11
48163, Texas,Frio ,Frio County,1181,1181,6
48165, Texas,Gaines ,Gaines County,1802,1802,8
48167, Texas,Galveston ,Galveston County,3314,3314,11
48169, Texas,Garza ,Garza County,803,803,7
48171, Texas,Gillespie ,Gillespie County,2788,2788,11
48173, Texas,Glasscock ,Glasscock County,1224,1224,11
48175, Texas,Goliad ,Goliad County,1270,1270,8
48177, Texas,Gonzales ,Gonzales County,1355,1355,10
48179, Texas,Gray ,Gray County,1100,1100,6
48181, Texas,Grayson ,Grayson County,1907,1907,9
48183, Texas,Gregg ,Gregg County,1914,1914,7
48185, Texas,Grimes ,Grimes County,1436,1436,8
48187, Texas,Guadalupe ,Guadalupe County,3079,3079,11
48189, Texas,Hale ,Hale County,1218,1218,6
48191, Texas,Hall ,Hall County,685,685,6
48193, Texas,Hamilton ,Hamilton County,1638,1638,10
48195, Texas,Hansford ,Hansford County,1407,1407,10
48197, Texas,Hardeman ,Hardeman County,696,696,10
48199, Texas,Hardin ,Hardin County,1412,1412,8
48201, Texas,Harris ,Harris County,3356,3356,8
48203, Texas,Harrison ,Harrison County,1440,1440,10
48205, Texas,Hartley ,Hartley County,2426,2426,9
48207, Texas,Haskell ,Haskell County,592,592,9
48209, Texas,Hays ,Hays County,4375,4375,6
48211, Texas,Hemphill ,Hemphill County,1810,1810,10
48213, Texas,Henderson ,Henderson County,1297,1297,11
48215, Texas,Hidalgo ,Hidalgo County,1722,1722,9
48217, Texas,Hill ,Hill County,1489,1489,6
48219, Texas,Hockley ,Hockley County,1517,1517,9
48221, Texas,Hood ,Hood County,2302,2302,6
48223, Texas,Hopkins ,Hopkins County,1480,1480,9
48225, Texas,Houston ,Houston County,1004,1004,9
48227, Texas,Howard ,Howard County,1134,1134,8
48229, Texas,Hudspeth ,Hudspeth County,422,422,10
48231, Texas,Hunt ,Hunt County,1872,1872,6
48233, Texas,Hutchinson ,Hutchinson County,1235,1235,12
48235, Texas,Irion ,Irion County,1359,1359,7
48237, Texas,Jack ,Jack County,1323,1323,6
48239, Texas,Jackson ,Jackson County,1346,1346,9
48241, Texas,Jasper ,Jasper County,1117,1117,8
48243, Texas,Jeff Davis ,Jeff Davis County,1449,1449,12
48245, Texas,Jefferson ,Jefferson County,1875,1875,11
48247, Texas,Jim Hogg ,Jim Hogg County,910,910,10
48249, Texas,Jim Wells ,Jim Wells County,1023,1023,11
48251, Texas,Johnson ,Johnson County,2267,2267,9
48253, Texas,Jones ,Jones County,1168,1168,7
48255, Texas,Karnes ,Karnes County,905,905,8
48257, Texas,Kaufman ,Kaufman County,3036,3036,9
48259, Texas,Kendall ,Kendall County,4761,4761,9
48261, Texas,Kenedy ,Kenedy County,228,228,8
48263, Texas,Kent ,Kent County,517,517,6
48265, Texas,Kerr ,Kerr County,2149,2149,6
48267, Texas,Kimble ,Kimble County,1707,1707,8
48269, Texas,King ,King County,618,618,6
48271, Texas,Kinney ,Kinney County,805,805,8
48273, Texas,Kleberg ,Kleberg County,1632,1632,9
48275, Texas,Knox ,Knox County,753,753,6
48277, Texas,Lamar ,Lamar County,1351,1351,7
48279, Texas,Lamb ,Lamb County,810,810,6
48281, Texas,Lampasas ,Lampasas County,1961,1961,10
48283, Texas,La Salle ,La Salle County,894,894,10
48285, Texas,Lavaca ,Lavaca County,1431,1431,8
48287, Texas,Lee ,Lee County,1796,1796,5
48289, Texas,Leon ,Leon County,893,893,6
48291, Texas,Liberty ,Liberty County,1556,1556,9
48293, Texas,Limestone ,Limestone County,1281,1281,11
48295, Texas,Lipscomb ,Lipscomb County,1088,1088,10
48297, Texas,Live Oak ,Live Oak County,828,828,10
48299, Texas,Llano ,Llano County,1816,1816,7
48301, Texas,Loving ,Loving County,,-,8
48303, Texas,Lubbock ,Lubbock County,2323,2323,9
48305, Texas,Lynn ,Lynn County,1410,1410,6
48307, Texas,McCulloch ,McCulloch County,1034,1034,11
48309, Texas,McLennan ,McLennan County,2364,2364,10
48311, Texas,McMullen ,McMullen County,1184,1184,10
48313, Texas,Madison ,Madison County,1477,1477,9
48315, Texas,Marion ,Marion County,775,775,8
48317, Texas,Martin ,Martin County,1388,1388,8
48319, Texas,Mason ,Mason County,1533,1533,7
48321, Texas,Matagorda ,Matagorda County,1416,1416,11
48323, Texas,Maverick ,Maverick County,1359,1359,10
48325, Texas,Medina ,Medina County,1953,1953,8
48327, Texas,Menard ,Menard County,1182,1182,8
48329, Texas,Midland ,Midland County,2884,2884,9
48331, Texas,Milam ,Milam County,1312,1312,7
48333, Texas,Mills ,Mills County,1384,1384,7
48335, Texas,Mitchell ,Mitchell County,1260,1260,10
48337, Texas,Montague ,Montague County,1433,1433,10
48339, Texas,Montgomery ,Montgomery County,4026,4026,12
48341, Texas,Moore ,Moore County,1413,1413,7
48343, Texas,Morris ,Morris County,995,995,8
48345, Texas,Motley ,Motley County,666,666,8
48347, Texas,Nacogdoches ,Nacogdoches County,1194,1194,13
48349, Texas,Navarro ,Navarro County,1481,1481,9
48351, Texas,Newton ,Newton County,702,702,8
48353, Texas,Nolan ,Nolan County,1206,1206,7
48355, Texas,Nueces ,Nueces County,2442,2442,8
48357, Texas,Ochiltree ,Ochiltree County,1420,1420,11
48359, Texas,Oldham ,Oldham County,1539,1539,8
48361, Texas,Orange ,Orange County,1446,1446,8
48363, Texas,Palo Pinto ,Palo Pinto County,1415,1415,12
48365, Texas,Panola ,Panola County,1019,1019,8
48367, Texas,Parker ,Parker County,3191,3191,8
48369, Texas,Parmer ,Parmer County,1328,1328,8
48371, Texas,Pecos ,Pecos County,664,664,7
48373, Texas,Polk ,Polk County,1143,1143,6
48375, Texas,Potter ,Potter County,1609,1609,8
48377, Texas,Presidio ,Presidio County,954,954,10
48379, Texas,Rains ,Rains County,1465,1465,7
48381, Texas,Randall ,Randall County,2751,2751,9
48383, Texas,Reagan ,Reagan County,1336,1336,8
48385, Texas,Real ,Real County,1112,1112,6
48387, Texas,Red River ,Red River County,818,818,11
48389, Texas,Reeves ,Reeves County,691,691,8
48391, Texas,Refugio ,Refugio County,1191,1191,9
48393, Texas,Roberts ,Roberts County,1175,1175,9
48395, Texas,Robertson ,Robertson County,1212,1212,11
48397, Texas,Rockwall ,Rockwall County,4762,4762,10
48399, Texas,Runnels ,Runnels County,1344,1344,9
48401, Texas,Rusk ,Rusk County,1294,1294,6
48403, Texas,Sabine ,Sabine County,887,887,8
48405, Texas,San Augustine ,San Augustine County,743,743,15
48407, Texas,San Jacinto ,San Jacinto County,1240,1240,13
48409, Texas,San Patricio ,San Patricio County,2099,2099,14
48411, Texas,San Saba ,San Saba County,1282,1282,10
48413, Texas,Schleicher ,Schleicher County,935,935,12
48415, Texas,Scurry ,Scurry County,1415,1415,8
48417, Texas,Shackelford ,Shackelford County,1212,1212,13
48419, Texas,Shelby ,Shelby County,693,693,8
48421, Texas,Sherman ,Sherman County,1426,1426,9
48423, Texas,Smith ,Smith County,2106,2106,7
48425, Texas,Somervell ,Somervell County,2011,2011,11
48427, Texas,Starr ,Starr County,696,696,7
48429, Texas,Stephens ,Stephens County,1121,1121,10
48431, Texas,Sterling ,Sterling County,649,649,10
48433, Texas,Stonewall ,Stonewall County,827,827,11
48435, Texas,Sutton ,Sutton County,1471,1471,8
48437, Texas,Swisher ,Swisher County,1190,1190,9
48439, Texas,Tarrant ,Tarrant County,3581,3581,9
48441, Texas,Taylor ,Taylor County,1808,1808,8
48443, Texas,Terrell ,Terrell County,644,644,9
48445, Texas,Terry ,Terry County,996,996,7
48447, Texas,Throckmorton ,Throckmorton County,919,919,14
48449, Texas,Titus ,Titus County,1316,1316,7
48451, Texas,Tom Green ,Tom Green County,1911,1911,11
48453, Texas,Travis ,Travis County,5439,5439,8
48455, Texas,Trinity ,Trinity County,920,920,9
48457, Texas,Tyler ,Tyler County,936,936,7
48459, Texas,Upshur ,Upshur County,1487,1487,8
48461, Texas,Upton ,Upton County,557,557,7
48463, Texas,Uvalde ,Uvalde County,1209,1209,8
48465, Texas,Val Verde ,Val Verde County,1396,1396,11
48467, Texas,Van Zandt ,Van Zandt County,1522,1522,11
48469, Texas,Victoria ,Victoria County,2406,2406,10
48471, Texas,Walker ,Walker County,1916,1916,8
48473, Texas,Waller ,Waller County,2691,2691,8
48475, Texas,Ward ,Ward County,439,439,6
48477, Texas,Washington ,Washington County,2227,2227,12
48479, Texas,Webb ,Webb County,2623,2623,6
48481, Texas,Wharton ,Wharton County,1839,1839,9
48483, Texas,Wheeler ,Wheeler County,1268,1268,9
48485, Texas,Wichita ,Wichita County,1864,1864,9
48487, Texas,Wilbarger ,Wilbarger County,1276,1276,11
48489, Texas,Willacy ,Willacy County,812,812,9
48491, Texas,Williamson ,Williamson County,4934,4934,12
48493, Texas,Wilson ,Wilson County,2687,2687,8
48495, Texas,Winkler ,Winkler County,701,701,9
48497, Texas,Wise ,Wise County,2366,2366,6
48499, Texas,Wood ,Wood County,1528,1528,6
48501, Texas,Yoakum ,Yoakum County,1264,1264,8
48503, Texas,Young ,Young County,1369,1369,7
48505, Texas,Zapata ,Zapata County,584,584,8
48507, Texas,Zavala ,Zavala County,655,655,8
49001, Utah,Beaver ,Beaver County,751,751,8
49003, Utah,Box Elder ,Box Elder County,1253,1253,11
49005, Utah,Cache ,Cache County,1328,1328,7
49007, Utah,Carbon ,Carbon County,908,908,8
49009, Utah,Daggett ,Daggett County,1053,1053,9
49011, Utah,Davis ,Davis County,1767,1767,7
49013, Utah,Duchesne ,Duchesne County,1255,1255,10
49015, Utah,Emery ,Emery County,911,911,7
49017, Utah,Garfield ,Garfield County,814,814,10
49019, Utah,Grand ,Grand County,1283,1283,7
49021, Utah,Iron ,Iron County,1152,1152,6
49023, Utah,Juab ,Juab County,1217,1217,6
49025, Utah,Kane ,Kane County,1202,1202,6
49027, Utah,Millard ,Millard County,845,845,9
49029, Utah,Morgan ,Morgan County,2009,2009,8
49031, Utah,Piute ,Piute County,822,822,7
49033, Utah,Rich ,Rich County,815,815,6
49035, Utah,Salt Lake ,Salt Lake County,1928,1928,11
49037, Utah,San Juan ,San Juan County,1327,1327,10
49039, Utah,Sanpete ,Sanpete County,1166,1166,9
49041, Utah,Sevier ,Sevier County,984,984,8
49043, Utah,Summit ,Summit County,2469,2469,8
49045, Utah,Tooele ,Tooele County,1414,1414,8
49047, Utah,Uintah ,Uintah County,1173,1173,8
49049, Utah,Utah ,Utah County,1517,1517,6
49051, Utah,Wasatch ,Wasatch County,2001,2001,9
49053, Utah,Washington ,Washington County,1467,1467,12
49055, Utah,Wayne ,Wayne County,791,791,7
49057, Utah,Weber ,Weber County,1489,1489,7
50001, Vermont,Addison ,Addison County,4624,4624,9
50003, Vermont,Bennington ,Bennington County,3757,3757,12
50005, Vermont,Caledonia ,Caledonia County,3304,3304,11
50007, Vermont,Chittenden ,Chittenden County,5353,5353,12
50009, Vermont,Essex ,Essex County,2344,2344,7
50011, Vermont,Franklin ,Franklin County,3637,3637,10
50013, Vermont,Grand Isle ,Grand Isle County,4506,4506,12
50015, Vermont,Lamoille ,Lamoille County,4106,4106,10
50017, Vermont,Orange ,Orange County,3788,3788,8
50019, Vermont,Orleans ,Orleans County,2854,2854,9
50021, Vermont,Rutland ,Rutland County,3607,3607,9
50023, Vermont,Washington ,Washington County,4491,4491,12
50025, Vermont,Windham ,Windham County,4377,4377,9
50027, Vermont,Windsor ,Windsor County,4480,4480,9
51001, Virginia,Accomack ,Accomack County,906,906,10
51003, Virginia,Albemarle ,Albemarle County,2506,2506,11
51005, Virginia,Alleghany ,Alleghany County,821,821,11
51007, Virginia,Amelia ,Amelia County,825,825,8
51009, Virginia,Amherst ,Amherst County,843,843,9
51011, Virginia,Appomattox ,Appomattox County,901,901,12
51013, Virginia,Arlington ,Arlington County,6001,6001,11
51015, Virginia,Augusta ,Augusta County,1140,1140,9
51017, Virginia,Bath ,Bath County,677,677,6
51019, Virginia,Bedford ,Bedford County,1032,1032,9
51021, Virginia,Bland ,Bland County,734,734,7
51023, Virginia,Botetourt ,Botetourt County,1491,1491,11
51025, Virginia,Brunswick ,Brunswick County,549,549,11
51027, Virginia,Buchanan ,Buchanan County,339,339,10
51029, Virginia,Buckingham ,Buckingham County,689,689,12
51031, Virginia,Campbell ,Campbell County,802,802,10
51033, Virginia,Caroline ,Caroline County,1377,1377,10
51035, Virginia,Carroll ,Carroll County,792,792,9
51036, Virginia,Charles City ,Charles City County,1057,1057,14
51037, Virginia,Charlotte ,Charlotte County,586,586,11
51041, Virginia,Chesterfield ,Chesterfield County,2040,2040,14
51043, Virginia,Clarke ,Clarke County,2161,2161,8
51045, Virginia,Craig ,Craig County,936,936,7
51047, Virginia,Culpeper ,Culpeper County,1860,1860,10
51049, Virginia,Cumberland ,Cumberland County,985,985,12
51051, Virginia,Dickenson ,Dickenson County,465,465,11
51053, Virginia,Dinwiddie ,Dinwiddie County,1150,1150,11
51057, Virginia,Essex ,Essex County,1398,1398,7
51059, Virginia,Fairfax ,Fairfax County,5641,5641,9
51061, Virginia,Fauquier ,Fauquier County,3231,3231,10
51063, Virginia,Floyd ,Floyd County,1045,1045,7
51065, Virginia,Fluvanna ,Fluvanna County,1657,1657,10
51067, Virginia,Franklin ,Franklin County,985,985,10
51069, Virginia,Frederick ,Frederick County,1294,1294,11
51071, Virginia,Giles ,Giles County,863,863,7
51073, Virginia,Gloucester ,Gloucester County,1410,1410,12
51075, Virginia,Goochland ,Goochland County,1749,1749,11
51077, Virginia,Grayson ,Grayson County,624,624,9
51079, Virginia,Greene ,Greene County,1622,1622,8
51081, Virginia,Greensville ,Greensville County,734,734,13
51083, Virginia,Halifax ,Halifax County,589,589,9
51085, Virginia,Hanover ,Hanover County,1930,1930,9
51087, Virginia,Henrico ,Henrico County,1880,1880,9
51089, Virginia,Henry ,Henry County,511,511,7
51091, Virginia,Highland ,Highland County,889,889,10
51093, Virginia,Isle of Wight ,Isle of Wight County,1861,1861,15
51095, Virginia,James City ,James City County,2509,2509,12
51097, Virginia,King and Queen ,King and Queen County,906,906,16
51099, Virginia,King George ,King George County,1633,1633,13
51101, Virginia,King William ,King William County,1633,1633,14
51103, Virginia,Lancaster ,Lancaster County,1201,1201,11
51105, Virginia,Lee ,Lee County,549,549,5
51107, Virginia,Loudoun ,Loudoun County,5340,5340,9
51109, Virginia,Louisa ,Louisa County,1381,1381,8
51111, Virginia,Lunenburg ,Lunenburg County,634,634,11
51113, Virginia,Madison ,Madison County,1660,1660,9
51115, Virginia,Mathews ,Mathews County,1395,1395,9
51117, Virginia,Mecklenburg ,Mecklenburg County,687,687,13
51119, Virginia,Middlesex ,Middlesex County,1386,1386,11
51121, Virginia,Montgomery ,Montgomery County,1866,1866,12
51125, Virginia,Nelson ,Nelson County,1420,1420,8
51127, Virginia,New Kent ,New Kent County,1910,1910,10
51131, Virginia,Northampton ,Northampton County,1241,1241,13
51133, Virginia,Northumberland ,Northumberland County,1248,1248,16
51135, Virginia,Nottoway ,Nottoway County,700,700,10
51137, Virginia,Orange ,Orange County,1593,1593,8
51139, Virginia,Page ,Page County,1229,1229,6
51141, Virginia,Patrick ,Patrick County,682,682,9
51143, Virginia,Pittsylvania ,Pittsylvania County,706,706,14
51145, Virginia,Powhatan ,Powhatan County,2044,2044,10
51147, Virginia,Prince Edward ,Prince Edward County,790,790,15
51149, Virginia,Prince George ,Prince George County,1603,1603,15
51153, Virginia,Prince William ,Prince William County,3873,3873,16
51155, Virginia,Pulaski ,Pulaski County,931,931,9
51157, Virginia,Rappahannock ,Rappahannock County,2319,2319,14
51159, Virginia,Richmond ,Richmond County,1131,1131,10
51161, Virginia,Roanoke ,Roanoke County,1876,1876,9
51163, Virginia,Rockbridge ,Rockbridge County,1375,1375,12
51165, Virginia,Rockingham ,Rockingham County,1244,1244,12
51167, Virginia,Russell ,Russell County,604,604,9
51169, Virginia,Scott ,Scott County,697,697,7
51171, Virginia,Shenandoah ,Shenandoah County,1183,1183,12
51173, Virginia,Smyth ,Smyth County,674,674,7
51175, Virginia,Southampton ,Southampton County,1211,1211,13
51177, Virginia,Spotsylvania ,Spotsylvania County,1850,1850,14
51179, Virginia,Stafford ,Stafford County,2704,2704,10
51181, Virginia,Surry ,Surry County,1399,1399,7
51183, Virginia,Sussex ,Sussex County,751,751,8
51185, Virginia,Tazewell ,Tazewell County,639,639,10
51187, Virginia,Warren ,Warren County,1480,1480,8
51191, Virginia,Washington ,Washington County,857,857,12
51193, Virginia,Westmoreland ,Westmoreland County,1226,1226,14
51195, Virginia,Wise ,Wise County,579,579,6
51197, Virginia,Wythe ,Wythe County,658,658,7
51199, Virginia,York ,York County,2315,2315,6
51510, Virginia,Alexandria ,Alexandria city,5485,5485,12
51520, Virginia,Bristol ,Bristol city,1046,1046,9
51530, Virginia,Buena Vista ,Buena Vista city,1185,1185,13
51540, Virginia,Charlottesville ,Charlottesville city,2500,2500,17
51550, Virginia,Chesapeake ,Chesapeake city,2538,2538,12
51570, Virginia,Colonial Heights ,Colonial Heights city,1800,1800,18
51580, Virginia,Covington ,Covington city,473,473,11
51590, Virginia,Danville ,Danville city,651,651,10
51595, Virginia,Emporia ,Emporia city,842,842,9
51600, Virginia,Fairfax ,Fairfax city,4900,4900,9
51610, Virginia,Falls Church ,Falls Church city,9050,9050,14
51620, Virginia,Franklin ,Franklin city,1280,1280,10
51630, Virginia,Fredericksburg ,Fredericksburg city,2319,2319,16
51640, Virginia,Galax ,Galax city,733,733,7
51650, Virginia,Hampton ,Hampton city,2013,2013,9
51660, Virginia,Harrisonburg ,Harrisonburg city,1334,1334,14
51670, Virginia,Hopewell ,Hopewell city,1224,1224,10
51678, Virginia,Lexington ,Lexington city,1957,1957,11
51680, Virginia,Lynchburg ,Lynchburg city,1506,1506,11
51683, Virginia,Manassas ,Manassas city,3552,3552,10
51685, Virginia,Manassas Park ,Manassas Park city,3588,3588,15
51690, Virginia,Martinsville ,Martinsville city,760,760,14
51700, Virginia,Newport News ,Newport News city,2194,2194,14
51710, Virginia,Norfolk ,Norfolk city,2205,2205,9
51720, Virginia,Norton ,Norton city,681,681,8
51730, Virginia,Petersburg ,Petersburg city,1299,1299,12
51735, Virginia,Poquoson ,Poquoson city,2971,2971,10
51740, Virginia,Portsmouth ,Portsmouth city,2139,2139,12
51750, Virginia,Radford ,Radford city,1091,1091,9
51760, Virginia,Richmond ,Richmond city,2222,2222,10
51770, Virginia,Roanoke ,Roanoke city,1361,1361,9
51775, Virginia,Salem ,Salem city,1836,1836,7
51790, Virginia,Staunton ,Staunton city,1439,1439,10
51800, Virginia,Suffolk ,Suffolk city,2393,2393,9
51810, Virginia,Virginia Beach ,Virginia Beach city,2418,2418,16
51820, Virginia,Waynesboro ,Waynesboro city,1261,1261,12
51830, Virginia,Williamsburg ,Williamsburg city,1712,1712,14
51840, Virginia,Winchester ,Winchester city,1941,1941,12
53001, Washington,Adams ,Adams County,1618,1618,7
53003, Washington,Asotin ,Asotin County,1853,1853,8
53005, Washington,Benton ,Benton County,2177,2177,8
53007, Washington,Chelan ,Chelan County,2389,2389,8
53009, Washington,Clallam ,Clallam County,2179,2179,9
53011, Washington,Clark ,Clark County,3023,3023,7
53013, Washington,Columbia ,Columbia County,1671,1671,10
53015, Washington,Cowlitz ,Cowlitz County,2070,2070,9
53017, Washington,Douglas ,Douglas County,2270,2270,9
53019, Washington,Ferry ,Ferry County,1341,1341,7
53021, Washington,Franklin ,Franklin County,2118,2118,10
53023, Washington,Garfield ,Garfield County,1417,1417,10
53025, Washington,Grant ,Grant County,1854,1854,7
53027, Washington,Grays Harbor ,Grays Harbor County,1755,1755,14
53029, Washington,Island ,Island County,2747,2747,8
53031, Washington,Jefferson ,Jefferson County,2536,2536,11
53033, Washington,King ,King County,4611,4611,6
53035, Washington,Kitsap ,Kitsap County,2940,2940,8
53037, Washington,Kittitas ,Kittitas County,2233,2233,10
53039, Washington,Klickitat ,Klickitat County,1650,1650,11
53041, Washington,Lewis ,Lewis County,1689,1689,7
53043, Washington,Lincoln ,Lincoln County,1273,1273,9
53045, Washington,Mason ,Mason County,2061,2061,7
53047, Washington,Okanogan ,Okanogan County,1494,1494,10
53049, Washington,Pacific ,Pacific County,1773,1773,9
53051, Washington,Pend Oreille ,Pend Oreille County,1463,1463,14
53053, Washington,Pierce ,Pierce County,3297,3297,8
53055, Washington,San Juan ,San Juan County,2890,2890,10
53057, Washington,Skagit ,Skagit County,2874,2874,8
53059, Washington,Skamania ,Skamania County,2193,2193,10
53061, Washington,Snohomish ,Snohomish County,3615,3615,11
53063, Washington,Spokane ,Spokane County,2404,2404,9
53065, Washington,Stevens ,Stevens County,1521,1521,9
53067, Washington,Thurston ,Thurston County,2939,2939,10
53069, Washington,Wahkiakum ,Wahkiakum County,1716,1716,11
53071, Washington,Walla Walla ,Walla Walla County,2390,2390,13
53073, Washington,Whatcom ,Whatcom County,2691,2691,9
53075, Washington,Whitman ,Whitman County,2074,2074,9
53077, Washington,Yakima ,Yakima County,1768,1768,8
54001, West Virginia,Barbour ,Barbour County,434,434,9
54003, West Virginia,Berkeley ,Berkeley County,1176,1176,10
54005, West Virginia,Boone ,Boone County,480,480,7
54007, West Virginia,Braxton ,Braxton County,468,468,9
54009, West Virginia,Brooke ,Brooke County,580,580,8
54011, West Virginia,Cabell ,Cabell County,790,790,8
54013, West Virginia,Calhoun ,Calhoun County,332,332,9
54015, West Virginia,Clay ,Clay County,305,305,6
54017, West Virginia,Doddridge ,Doddridge County,711,711,11
54019, West Virginia,Fayette ,Fayette County,595,595,9
54021, West Virginia,Gilmer ,Gilmer County,450,450,8
54023, West Virginia,Grant ,Grant County,473,473,7
54025, West Virginia,Greenbrier ,Greenbrier County,525,525,12
54027, West Virginia,Hampshire ,Hampshire County,590,590,11
54029, West Virginia,Hancock ,Hancock County,638,638,9
54031, West Virginia,Hardy ,Hardy County,578,578,7
54033, West Virginia,Harrison ,Harrison County,718,718,10
54035, West Virginia,Jackson ,Jackson County,705,705,9
54037, West Virginia,Jefferson ,Jefferson County,1460,1460,11
54039, West Virginia,Kanawha ,Kanawha County,764,764,9
54041, West Virginia,Lewis ,Lewis County,543,543,7
54043, West Virginia,Lincoln ,Lincoln County,426,426,9
54045, West Virginia,Logan ,Logan County,506,506,7
