,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
01017,Alabama,Chambers,72.5,71.5,73.4,,,,,,,,,,72.0,70.6,73.5,,,,,,,72.5,71.2,73.9,767,581,537,625,,,,,,,,,,644,570,718,,,,,,,563,505,621,31,102,69,144,,,,,,,,,,,,,,,,,,,,,,25,9,6,14,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,22,13,12,15,106,360,4630,13,2772,8,15,15,8,25,,,,,,,,,,,,,,,,,,,,,,43,42,45,3140,16,13,18,282,4,3,5,26,3788:1,290,87,17,8,26,2.6,,,2.4,2.1,3.1,2.5,,,2.2,2.1,2.9,0.13,11037,-26351,36279,47206,0.77,0.68,0.85,45563,39172,51954,,,,28274,16381,40167,43419,35494,51344,81152,68679,93625,53852,44738,62966,66,31,33,12,6,11,7,16,,,,,,,,,,17,10,28,,,,,,,8,4,14,33,19,13,27,20,,,,,,,,,,,,,,,,,,,,,,40,24,17,32,,,,,,,,,,19,10,33,,,,,,,29,19,42,65,28,21,35,,,,,,,,,,20,12,32,,,,,,,34,24,45,1-4,37,3000,,58.5,58.3,37,9486,72,70,75,1254,10,8,12,78,10273,75,81,34088,20.7,20.7,13388,39.3,143,0.4,299,0.9,32,0.1,1225,3.6,18561,54.5,88,0,0,1,52.3,17645,50.7
01019,Alabama,Cherokee,72.7,71.6,73.8,,,,,,,,,,,,,,,,,,,,,,702,627,576,678,,,,,,,,,,609,390,906,,,,,,,645,590,699,19,88,53,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,23,11,10,13,29,133,3660,15,1302,5,16,21,12,34,,,,,,,,,,,,,,,,,,,,,,38,37,40,2270,16,14,18,219,4,3,6,99,1012:1,256,92,,,,2.8,,,,,,2.6,,,,,,0.06,10914,-1664,42386,48257,0.88,0.64,1.12,52613,46834,58392,28558,27361,29755,,,,56518,15586,97450,40883,38660,43106,46777,42273,51281,54,48,22,6,6,8,5,14,,,,,,,,,,,,,,,,,,,,,,32,23,15,34,25,,,,,,,,,,,,,,,,,,,,,,33,26,18,36,,,,,,,,,,,,,,,,,,,,,,58,32,24,41,,,,,,,,,,,,,,,,,,,,,,5,49,2300,23,59.5,45.7,4,7972,80,77,82,815,9,7,11,78,7780,75,81,25302,18.6,24.4,1009,4.0,205,0.8,111,0.4,18,0.1,527,2.1,23034,91.0,227,1,0,2,49.6,24971,100.0
01021,Alabama,Chilton,73.5,72.7,74.3,92.0,68.9,115.1,,,,,,,72.1,69.7,74.5,,,,,,,73.3,72.4,74.1,950,574,536,612,259,153,409,,,,,,,637,513,782,,,,,,,586,544,628,27,58,38,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,23,12,10,13,64,169,6890,15,1907,4,27,20,13,29,,,,,,,,,,,,,,,,,,,,,,41,39,42,4839,18,16,21,605,5,4,7,37,2699:1,556,89,,,,2.8,,,2.4,2.6,3.0,2.7,,,2.1,2.7,2.8,0.07,9645,-3360,40348,54135,0.75,0.64,0.85,61823,56535,67111,88635,88475,88795,,,,33072,26849,39295,62073,40331,83815,64409,59731,69087,55,42,23,11,4,5,3,8,,,,,,,,,,,,,,,,,,,,,,36,16,11,23,16,,,,,,,,,,,,,,,,,,,,,,36,16,11,22,,,,,,,,,,,,,,,,,,,,,,80,26,20,32,,,,,,,,,,,,,,,,,,,,,,0,41,4900,8,59.5,60.6,18,12700,75,72,78,1367,9,6,11,81,13734,78,85,45884,23.6,17.5,4462,9.7,290,0.6,217,0.5,79,0.2,3888,8.5,36557,79.7,908,2,1,3,50.8,38507,85.5
01023,Alabama,Choctaw,73.8,72.1,75.6,,,,,,,,,,70.9,68.1,73.6,,,,,,,75.8,73.5,78.1,298,585,511,659,,,,,,,,,,698,568,828,,,,,,,511,422,600,10,91,43,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,17,21,18,23,14,12,16,30,279,2010,16,1808,13,,,,,,,,,,,,,,,,,,,,,,,,,,43,42,45,1072,16,13,18,132,5,3,7,48,2073:1,95,93,,,,2.5,,,2.5,,2.6,2.1,,,2.2,,2.1,0.14,13153,-22099,36443,65041,0.56,0.43,0.69,44458,38014,50902,,,,,,,32434,24316,40552,,,,51022,45921,56123,76,35,30,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,44,31,60,,,,,,,,,,57,35,86,,,,,,,36,21,56,0,17,1100,15,73.3,51.2,2,4286,82,78,86,515,11,7,14,69,3625,64,75,12439,19.8,24.5,5072,40.8,29,0.2,35,0.3,0,0.0,155,1.2,7028,56.5,38,0,0,1,52.4,12665,100.0
01025,Alabama,Clarke,71.0,69.8,72.2,,,,,,,,,,68.4,66.8,70.1,,,,,,,72.5,70.7,74.3,593,690,630,749,,,,,,,,,,866,768,965,,,,,,,589,511,666,27,121,80,177,,,,,,,,,,129,70,216,,,,,,,108,54,193,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,17,20,17,23,14,12,17,39,202,3810,16,4740,18,,,,,,,,,,,,,,,,,,,,,,,,,,41,40,42,1961,15,13,17,225,5,3,6,89,1126:1,264,93,23,12,34,3.0,,,2.8,,3.3,2.8,,,2.6,,3.0,0.03,11286,-14396,34554,52872,0.65,0.54,0.76,44906,38299,51513,,,,,,,34358,22136,46580,,,,58722,51088,66356,70,19,33,10,7,11,6,17,,,,,,,,,,,,,,,,,,,,,,19,18,10,28,16,,,,,,,,,,,,,,,,,,,,,,26,22,14,32,,,,,,,,,,21,10,37,,,,,,,24,14,40,47,28,21,37,,,,,,,,,,32,21,48,,,,,,,26,17,40,0,33,2300,14,70.3,52.0,13,5916,72,69,76,681,10,7,13,71,5796,67,75,22515,21.6,21.0,10102,44.9,143,0.6,104,0.5,7,0.0,359,1.6,11592,51.5,21,0,0,1,52.4,23087,100.0
01027,Alabama,Clay,71.8,70.2,73.4,,,,,,,,,,70.4,65.9,75.0,,,,,,,72.0,70.3,73.7,322,625,551,698,,,,,,,,,,731,529,985,,,,,,,624,543,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,23,12,10,14,21,173,2130,15,414,3,,,,,,,,,,,,,,,,,,,,,,,,,,39,37,40,1318,16,14,19,162,5,4,7,35,2840:1,109,83,,,,2.8,,,2.1,,3.0,2.5,,,2.0,,2.6,0.02,10305,-6581,43565,51620,0.84,0.62,1.06,49599,43139,56059,,,,,,,33075,24617,41533,96250,10507,181993,51026,46401,55651,53,26,25,6,8,,,,,,,,,,,,,,,,,,,,,,,,,18,29,17,47,27,,,,,,,,,,,,,,,,,,,,,,16,24,14,39,,,,,,,,,,,,,,,,,,,,,,36,38,27,53,,,,,,,,,,,,,,,,,,,,,,0,8,1200,7,66.4,55.3,3,4297,78,75,82,445,8,5,12,75,4096,69,80,14198,20.9,21.4,1925,13.6,88,0.6,39,0.3,0,0.0,452,3.2,11408,80.3,6,0,0,1,50.9,14236,100.0
01029,Alabama,Cleburne,72.0,70.6,73.5,,,,,,,,,,,,,,,,,,,,,,354,621,552,690,,,,,,,,,,,,,,,,,,,,,,13,87,46,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,23,11,9,13,11,87,2330,16,303,2,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,39,1304,15,13,18,194,5,4,7,13,7673:1,169,98,,,,3.1,,,,,,3.1,,,,,,0.11,10170,-223,41008,51769,0.79,0.70,0.89,49248,43056,55440,,,,,,,40240,23932,56548,50913,22572,79254,53798,48486,59110,46,46,25,7,8,10,5,18,,,,,,,,,,,,,,,,,,,,,,15,19,10,32,20,,,,,,,,,,,,,,,,,,,,,,21,28,17,43,,,,,,,,,,,,,,,,,,,,,,36,34,24,48,,,,,,,,,,,,,,,,,,,,,,1-4,5,1600,,63.1,56.7,11,4496,78,74,82,357,7,4,9,74,4255,69,79,15346,22.9,19.4,440,2.9,68,0.4,35,0.2,13,0.1,401,2.6,14160,92.3,53,0,0,1,50.1,15056,100.0
01031,Alabama,Coffee,74.2,73.4,75.0,84.5,77.4,91.7,,,,,,,70.8,68.8,72.7,,,,,,,74.0,73.1,74.9,994,523,490,557,247,155,373,,,,,,,690,594,785,,,,,,,525,485,564,35,64,45,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,15,19,16,21,11,10,13,81,180,7770,15,4491,9,20,13,8,19,,,,,,,,,,,,,,,,,,,,,,40,38,41,4890,15,13,17,743,6,4,7,80,1246:1,690,92,12,6,19,3.0,,,2.5,2.6,3.3,2.9,,,2.3,2.6,3.1,0.08,10616,-6093,39391,59824,0.66,0.56,0.75,62429,56389,68469,,,,,,,37083,24383,49783,52742,14256,91228,70622,66838,74406,46,42,17,16,5,7,5,10,,,,,,,,,,22,12,37,,,,,,,4,2,7,42,15,11,20,16,,,,,,,,,,,,,,,,,,,,,,60,23,17,29,,,,,,,,,,29,15,50,,,,,,,24,17,32,77,21,17,26,,,,,,,,,,19,10,33,,,,,,,22,17,29,46,72,5800,20,57.2,58.7,37,14145,69,67,72,2116,11,9,13,85,17281,83,86,54805,23.7,17.4,8973,16.4,788,1.4,1005,1.8,238,0.4,4962,9.1,37619,68.6,839,2,1,2,50.2,25412,47.5
01033,Alabama,Colbert,73.5,72.8,74.3,,,,,,,,,,69.7,67.7,71.8,,,,,,,73.8,73.0,74.7,1238,570,537,604,,,,,,,,,,735,639,831,,,,,,,557,519,594,38,74,52,102,,,,,,,,,,153,81,261,,,,,,,62,39,93,39,9,6,12,,,,,,,,,,,,,,,,,,,,,,13,11,15,19,17,22,11,9,13,67,137,8480,15,4806,9,29,17,12,25,,,,,,,,,,,,,,,,,,,,,,37,36,39,4415,13,11,15,513,4,3,5,160,624:1,529,91,,,,3.0,,,2.6,2.7,3.2,2.9,,,2.5,2.9,3.0,0.07,11803,-5103,37964,54239,0.70,0.61,0.79,54593,47865,61321,95463,26459,164467,,,,32984,29479,36489,35234,12535,57933,63913,58535,69291,41,26,29,23,7,5,3,8,,,,,,,,,,,,,,,,,,,,,,52,18,14,24,19,,,,,,,,,,,,,,,,,,,,,,57,21,16,27,,,,,,,,,,23,11,41,,,,,,,22,16,29,93,24,19,30,,,,,,,,,,19,10,34,,,,,,,27,21,33,8,77,5300,16,64.8,66.2,65,16520,71,68,74,2353,11,8,13,76,17657,74,78,58033,21.1,20.7,8997,15.5,398,0.7,436,0.8,39,0.1,2044,3.5,44952,77.5,495,1,0,2,51.8,23060,40.3
01035,Alabama,Conecuh,69.5,67.5,71.4,,,,,,,,,,66.8,64.0,69.7,,,,,,,70.9,68.0,73.7,370,784,696,872,,,,,,,,,,928,785,1071,,,,,,,698,580,815,15,140,79,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,20,17,23,15,13,17,29,299,1490,13,1758,13,,,,,,,,,,,,,,,,,,,,,,,,,,43,42,45,884,14,12,16,93,4,3,5,45,2241:1,154,93,,,,2.3,,,2.2,,3.1,2.3,,,2.1,,3.0,0.16,12535,-20956,32587,45978,0.71,0.40,1.01,36106,30730,41482,,,,,,,36496,29343,43649,,,,51672,45284,58060,71,19,41,2,4,19,11,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,33,20,51,,,,,,,,,,,,,,,,,,,,,,24,28,18,42,,,,,,,,,,31,16,54,,,,,,,26,13,46,0,1-4,1100,,66.6,47.4,11,3326,75,70,79,405,10,6,14,67,2969,60,73,11206,20.2,24.7,4982,44.5,75,0.7,42,0.4,5,0.0,374,3.3,5540,49.4,0,0,0,1,51.8,11597,100.0
01037,Alabama,Coosa,73.1,71.0,75.1,,,,,,,,,,69.1,64.1,74.1,,,,,,,75.2,73.3,77.2,269,613,529,696,,,,,,,,,,829,640,1056,,,,,,,521,434,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,15,19,17,22,12,10,14,19,205,1320,13,890,8,,,,,,,,,,,,,,,,,,,,,,,,,,42,40,43,800,13,11,16,78,4,3,6,39,2542:1,,,,,,2.5,,,2.3,,2.8,2.3,,,2.2,,2.4,0.01,11911,-14097,28891,55496,0.52,0.39,0.65,49485,42394,56576,,,,,,,34764,27646,41882,,,,66026,54986,77066,63,53,25,2,4,17,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26,14,44,,,,,,,,,,,,,,,,,,,,,,28,38,25,54,,,,,,,,,,44,21,82,,,,,,,37,22,58,0,7,800,9,61.7,37.6,7,3249,81,77,85,95,3,0,5,78,3138,73,84,10166,16.6,25.9,2880,28.3,82,0.8,21,0.2,21,0.2,285,2.8,6765,66.5,0,0,0,1,49.7,10387,100.0
01039,Alabama,Covington,71.3,70.4,72.3,,,,,,,,,,66.8,64.4,69.2,,,,,,,71.6,70.5,72.6,1026,700,654,746,,,,,,,,,,978,816,1141,,,,,,,683,633,732,28,79,52,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,23,12,10,14,52,164,5960,16,2070,5,20,18,11,28,,,,,,,,,,,,,,,,,,,,,,38,36,39,3433,16,14,19,446,5,4,7,120,836:1,397,95,,,,2.9,,,2.5,,3.1,2.7,,,2.1,,2.8,0.08,10529,-8223,37385,49938,0.75,0.66,0.84,46958,42529,51387,30536,25052,36020,,,,29645,20621,38669,46898,43196,50600,53916,49692,58140,48,39,29,12,6,6,4,10,,,,,,,,,,,,,,,,,,,,,,37,20,14,28,20,,,,,,,,,,,,,,,,,,,,,,42,23,16,31,,,,,,,,,,,,,,,,,,,,,,64,25,19,31,,,,,,,,,,,,,,,,,,,,,,6,35,3700,11,60.3,57.2,18,10642,75,72,78,1352,10,8,12,78,11033,75,80,37602,22.0,22.5,4700,12.5,300,0.8,202,0.5,9,0.0,806,2.1,30971,82.4,27,0,0,0,51.4,25854,68.8
01041,Alabama,Crenshaw,70.9,69.4,72.4,,,,,,,,,,69.6,66.5,72.7,,,,,,,70.7,69.0,72.5,375,699,623,775,,,,,,,,,,798,636,988,,,,,,,700,611,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,22,12,10,14,27,246,1770,13,1878,14,,,,,,,,,,,,,,,,,,,,,,,,,,41,39,42,1262,17,14,19,179,6,4,8,100,1002:1,165,88,19,6,32,2.8,,,2.6,,2.9,2.6,,,2.4,,2.6,0.03,9984,-8255,36537,47140,0.78,0.68,0.87,49161,43144,55178,,,,175221,90599,259843,25502,22225,28779,51462,39009,63915,58327,51014,65640,64,24,22,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,22,12,36,,,,,,,,,,,,,,,,,,,,,,30,31,21,45,,,,,,,,,,,,,,,,,,,,,,0,11,1500,7,62.5,54.1,15,3609,75,71,78,461,10,7,14,65,3155,61,69,13025,23.2,19.8,2996,23.0,101,0.8,189,1.5,11,0.1,373,2.9,9055,69.5,66,1,0,1,51.1,13194,100.0
01043,Alabama,Cullman,72.9,72.4,73.5,92.6,67.0,118.3,,,,,,,,,,,,,,,,72.7,72.1,73.3,1873,582,554,610,370,242,542,,,,,,,,,,,,,,,,596,567,625,43,51,37,69,,,,,,,,,,,,,,,,,,,,,,35,5,4,7,,,,,,,,,,,,,,,,,,,,,,13,11,15,19,16,22,10,9,12,82,109,12570,14,2287,3,64,25,19,32,,,,,,,,,,,,,,,,,,,,,,36,34,37,7900,15,13,17,997,5,3,6,110,907:1,893,95,10,5,14,3.1,,,,2.6,3.2,3.0,,,,2.7,3.0,0.05,10666,204,36651,53292,0.69,0.63,0.74,61774,56607,66941,51563,41415,61711,,,,63594,27529,99659,52172,24508,79836,57943,55369,60517,36,80,27,25,5,4,2,6,,,,,,,,,,,,,,,,,,,,,,92,22,17,27,22,,,,,,,,,,,,,,,,,,,,,,74,17,14,22,,,,,,,,,,,,,,,,,,,,,,143,24,20,28,,,,,,,,,,,,,,,,,,,,,,12,79,8500,11,65.8,64.5,24,25640,76,74,78,2796,9,7,10,85,28440,83,86,90665,22.2,19.1,1138,1.3,610,0.7,637,0.7,84,0.1,4351,4.8,82863,91.4,649,1,0,1,50.1,66426,75.6
01045,Alabama,Dale,73.3,72.5,74.1,88.4,77.4,99.4,,,,,,,71.3,69.6,73.0,,,,,,,72.9,71.9,73.9,1004,581,543,618,259,156,404,,,,,,,673,582,764,,,,,,,600,554,645,32,65,44,92,,,,,,,,,,,,,,,,,,,,,,36,8,5,11,,,,,,,,,,,,,,,,,,,,,,13,11,15,19,17,22,12,11,14,137,334,7970,16,4420,9,19,13,8,20,,,,,,,,,,,,,,,,,,,,,,38,36,39,4163,15,12,17,445,4,3,5,79,1270:1,460,94,11,6,16,2.9,,,2.4,2.5,3.2,2.7,,,2.4,2.3,3.0,0.09,10540,-7531,36031,49518,0.73,0.66,0.79,50567,44442,56692,45598,17084,74112,,,,36777,31869,41685,59620,34495,84745,58898,54929,62867,60,32,21,13,4,6,4,10,,,,,,,,,,16,8,28,,,,,,,4,2,8,56,23,17,30,23,,,,,,,,,,,,,,,,,,,,,,63,26,20,33,,,,,,,,,,24,12,42,,,,,,,28,21,37,82,24,19,30,,,,,,,,,,29,17,44,,,,,,,23,18,30,1-4,36,4800,,52.9,58.0,25,11669,60,58,63,2001,11,9,13,83,16047,80,85,49544,23.2,18.2,10356,20.9,449,0.9,673,1.4,92,0.2,3634,7.3,33136,66.9,420,1,0,1,51.0,24886,50.5
01047,Alabama,Dallas,69.3,68.3,70.3,,,,,,,,,,67.9,66.6,69.1,,,,,,,72.4,70.5,74.2,1046,777,726,828,,,,,,,,,,855,790,919,,,,,,,633,547,718,25,64,42,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,20,18,23,16,14,19,131,415,6320,16,3842,9,10,9,4,17,,,,,,,,,,,,,,,,,,,,,,45,43,46,2857,14,12,16,288,3,2,5,84,1186:1,379,80,17,8,27,2.5,,,2.4,,2.8,2.2,,,2.2,,2.7,0.22,12628,-30630,32150,45873,0.70,0.61,0.80,35258,30566,39950,22227,3216,41238,,,,30015,26819,33211,43456,7049,79863,61397,54837,67957,81,54,39,18,8,39,31,46,,,,,,,,,,,,,,,,,,,,,,25,14,9,21,13,,,,,,,,,,,,,,,,,,,,,,86,46,37,56,,,,,,,,,,53,41,67,,,,,,,32,18,51,94,35,28,43,,,,,,,,,,38,30,48,,,,,,,29,18,44,9,57,4000,17,62.2,51.8,34,9060,61,58,64,2289,17,13,20,76,11201,72,80,36767,23.4,20.4,25873,70.4,115,0.3,206,0.6,18,0.0,448,1.2,9825,26.7,86,0,0,1,53.3,17255,44.9
01049,Alabama,DeKalb,72.6,72.0,73.3,82.6,74.5,90.6,,,,,,,,,,,,,,,,71.6,70.8,72.3,1551,595,564,626,357,254,488,,,,,,,832,557,1195,,,,,,,645,610,681,51,68,50,89,,,,,,,,,,,,,,,,,,,,,,44,8,6,10,,,,,,,,,,,,,,,,,,,,,,15,13,17,21,18,24,13,11,15,66,110,11500,16,,,52,24,18,32,,,,,,,,,,,,,,,,,,,,,,37,35,38,10550,25,22,28,1065,6,4,8,96,1043:1,829,93,11,6,16,2.7,,,,2.0,2.9,2.7,,,,2.4,2.8,0.17,10530,-4148,32409,43829,0.74,0.68,0.80,50037,46043,54031,50476,46445,54507,69688,44540,94836,,,,36992,25831,48153,50266,46605,53927,66,76,23,12,3,4,2,6,,,,,,,,,,,,,,,,,,,,,,84,24,19,29,23,,,,,,,,,,,,,,,,,,,,,,63,18,14,23,,,,,,,,,,,,,,,,,,,,,,121,24,20,29,16,8,28,,,,,,,,,,,,,,,,27,22,32,0,63,8300,8,58.9,52.5,13,18974,74,71,76,2447,10,8,12,83,21286,81,85,71998,23.7,18.1,1057,1.5,1515,2.1,382,0.5,435,0.6,11514,16.0,56728,78.8,3148,5,4,5,50.0,63228,88.3
01051,Alabama,Elmore,74.6,74.0,75.2,95.3,74.6,116.1,,,,,,,71.8,70.3,73.3,,,,,,,74.9,74.2,75.6,1491,488,463,514,,,,,,,,,,646,575,716,,,,,,,472,443,500,58,71,54,92,,,,,,,,,,117,73,178,,,,,,,64,44,89,48,7,5,10,,,,,,,,,,14,9,22,,,,,,,6,4,8,12,10,14,18,16,21,11,9,12,212,280,10140,12,3953,5,28,11,7,16,,,,,,,,,,,,,,,,,,,,,,38,36,39,7452,15,13,17,874,4,3,6,42,2357:1,930,89,14,9,19,3.0,,,2.6,2.8,3.2,3.0,,,2.5,3.0,3.1,0.08,9568,-7385,44084,55637,0.79,0.72,0.86,71463,66884,76042,78359,74984,81734,63333,42580,84086,47751,43546,51956,54044,29698,78390,80159,76471,83847,42,31,19,28,6,9,7,12,,,,,,,,,,25,17,35,,,,,,,4,3,7,82,18,14,23,20,,,,,,,,,,,,,,,,,,,,,,89,21,17,26,,,,,,,,,,22,13,34,,,,,,,23,18,29,101,17,14,21,,,,,,,,,,19,12,28,,,,,,,18,14,22,1-4,92,8400,,65.7,65.2,25,24812,77,75,79,2631,8,7,10,88,28361,86,90,89563,21.4,16.7,19548,21.8,432,0.5,658,0.7,99,0.1,2848,3.2,64652,72.2,621,1,0,1,51.2,62672,71.2
01053,Alabama,Escambia,70.8,69.9,71.7,,,,,,,,,,68.9,67.1,70.6,,,,,,,71.5,70.4,72.7,922,700,653,747,,,,876,629,1189,,,,828,732,923,,,,,,,654,597,712,35,98,68,136,,,,,,,,,,131,73,216,,,,,,,71,39,119,30,10,7,14,,,,,,,,,,,,,,,,,,,,,,16,14,18,21,18,24,14,12,16,71,230,6310,17,2175,6,49,45,33,59,,,,,,,,,,,,,,,,,,,,,,43,41,44,3328,17,15,20,392,5,3,6,71,1410:1,345,89,26,10,42,2.9,,,2.7,,3.0,2.7,,,2.4,,3.0,0.17,10912,-9384,35211,46057,0.76,0.69,0.83,47792,41686,53898,63451,43513,83389,,,,29818,26080,33556,,,,48125,40071,56179,65,34,30,13,6,14,10,19,,,,,,,,,,22,13,35,,,,,,,11,6,17,47,24,17,32,26,,,,,,,,,,,,,,,,,,,,,,41,22,16,30,,,,,,,,,,21,11,36,,,,,,,24,15,34,63,24,19,31,,,,,,,,,,15,8,26,,,,,,,28,20,38,1-4,59,3700,,55.9,58.0,25,8744,67,64,70,1329,11,8,14,71,9289,68,75,36666,22.6,18.8,11157,30.4,1386,3.8,130,0.4,29,0.1,973,2.7,22180,60.5,124,0,0,1,49.9,23996,65.3
01055,Alabama,Etowah,71.2,70.7,71.8,88.1,73.8,102.5,,,,,,,68.1,66.7,69.6,,,,,,,71.4,70.8,72.0,2607,661,634,688,267,163,412,,,,,,,848,769,927,,,,,,,651,622,681,80,82,65,103,,,,,,,,,,125,77,191,,,,,,,80,60,104,59,7,5,9,,,,,,,,,,14,9,21,,,,,,,5,3,7,13,11,15,20,17,23,11,10,13,194,222,15490,15,13991,13,68,22,17,28,,,,,,,,,,,,,,,,,,,,,,40,38,41,9847,16,14,18,968,4,3,6,113,881:1,1054,91,6,3,8,3.0,,,2.8,2.4,3.1,2.8,,,2.5,2.3,2.9,0.23,10330,-9222,36857,47737,0.77,0.69,0.85,55487,51541,59433,,,,108214,6644,209784,36149,32395,39903,51487,47498,55476,55335,52294,58376,51,66,20,33,5,7,5,9,,,,,,,,,,17,10,27,,,,,,,5,4,8,101,20,16,24,20,,,,,,,,,,,,,,,,,,,,,,109,21,17,25,,,,,,,,,,23,13,36,,,,,,,22,18,28,155,22,18,25,,,,,,,,,,21,13,31,,,,,,,23,19,27,1-4,112,10000,,60.3,65.8,60,28454,73,72,75,4121,11,10,13,84,32406,82,85,103088,21.4,19.9,15581,15.1,727,0.7,888,0.9,346,0.3,4921,4.8,79486,77.1,880,1,1,1,51.3,44653,43.2
01057,Alabama,Fayette,71.3,69.8,72.8,,,,,,,,,,68.1,63.6,72.5,,,,,,,71.3,69.7,72.9,416,669,599,738,,,,,,,,,,868,640,1151,,,,,,,664,589,738,13,86,46,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,21,18,24,12,11,14,13,95,2840,17,74,0,20,41,25,63,,,,,,,,,,,,,,,,,,,,,,41,39,43,1380,15,13,18,148,4,3,6,62,1612:1,147,98,,,,2.9,,,2.0,,3.1,2.7,,,2.2,,2.8,0.11,10387,-3384,34834,53784,0.65,0.50,0.80,49205,42951,55459,,,,,,,30568,13767,47369,,,,50268,41557,58979,56,53,27,3,3,,,,,,,,,,,,,,,,,,,,,,,,,18,22,13,36,22,,,,,,,,,,,,,,,,,,,,,,15,18,10,30,,,,,,,,,,,,,,,,,,,,,,27,23,15,34,,,,,,,,,,,,,,,,,,,,,,0,8,1600,5,68.0,58.4,5,4659,76,72,79,595,10,7,14,73,4502,69,78,16118,21.2,22.0,1782,11.1,76,0.5,87,0.5,0,0.0,328,2.0,13587,84.3,9,0,0,1,50.8,16321,100.0
