"","FIPS","State","Life.Expectancy","Residential.Segregation.Index","Percent.Limited.Access.Healthy.Foods","Percent.Uninsured.Adults","School.Funding.Adequacy","Median.Household.Income","School.Funding.Cat","Median.Prop.Tax","Region","Division"
"748",18091,"Indiana",74.794252297,61.740253992,8.3313222868,8.6299752551,-1178.17094,66336,"0",1175,"Midwest","East North Central"
"749",18093,"Indiana",74.594261414,NA,2.9283344738,9.6803792629,-823.34375,60141,"0",860,"Midwest","East North Central"
"750",18095,"Indiana",73.814395666,59.696604287,14.696919513,10.822194233,-1877.80458,58926,"0",894,"Midwest","East North Central"
"751",18097,"Indiana",73.835046555,51.330409896,12.234346326,12.006636766,-6721.799014,62776,"0",1335,"Midwest","East North Central"
"752",18099,"Indiana",76.795319403,NA,4.9324803653,14.140019937,287.6712,70938,"1",957,"Midwest","East North Central"
"753",18101,"Indiana",76.240627266,NA,3.140867701,9.6257646635,-3227.27855,64216,"0",624,"Midwest","East North Central"
"754",18103,"Indiana",74.477822364,61.671196511,9.7807079893,9.8743930758,-1188.430467,60835,"0",441,"Midwest","East North Central"
"755",18105,"Indiana",78.454688328,51.479007148,5.3460591327,9.5886910362,2242.873,64299,"1",1324,"Midwest","East North Central"
"756",18107,"Indiana",76.759133053,54.860359986,3.7659388809,9.4114921223,-153.0596,66283,"0",490,"Midwest","East North Central"
"757",18109,"Indiana",75.809248744,77.36565633,6.0714305299,9.8538622129,523.72775,75542,"1",776,"Midwest","East North Central"
"758",18111,"Indiana",74.386373574,84.271967187,5.404391458,12.822093453,-2162.1335,66837,"0",942,"Midwest","East North Central"
"759",18113,"Indiana",75.75589849,68.109079033,3.7111791691,13.751591198,-911.0511,69567,"0",791,"Midwest","East North Central"
"760",18115,"Indiana",77.798620447,NA,NA,9.1574019895,-950.3721,70618,"0",830,"Midwest","East North Central"
"761",18117,"Indiana",73.753381873,88.161976814,0.3938804896,11.162583519,-2210.162667,54128,"0",568,"Midwest","East North Central"
"762",18119,"Indiana",73.489943473,NA,0.2655701839,12.325839139,789.4824,62460,"1",873,"Midwest","East North Central"
"763",18121,"Indiana",78.241471306,63.989765569,6.474342215,13.337400854,-1344.083,64700,"0",447,"Midwest","East North Central"
"764",18123,"Indiana",77.116980049,NA,7.0656382658,8.0649868664,-5305.316721,55503,"0",824,"Midwest","East North Central"
"765",18125,"Indiana",75.389832011,NA,0.8508719481,10.069044879,1673.274,63487,"1",800,"Midwest","East North Central"
"766",18127,"Indiana",77.454100269,53.285634908,7.9451650842,7.109911018,645.31909571,84352,"1",1740,"Midwest","East North Central"
"767",18129,"Indiana",79.009776455,58.448263562,8.3932994279,6.7991414526,40.9761,75907,"1",969,"Midwest","East North Central"
"768",18131,"Indiana",72.498612987,NA,3.5631765937,10.345317607,1845.52785,60487,"1",425,"Midwest","East North Central"
"769",18133,"Indiana",76.442394007,67.060536747,3.5391195263,9.3093093093,-1909.806275,68301,"0",771,"Midwest","East North Central"
"770",18135,"Indiana",74.109315381,NA,7.8572297424,10.292313244,-4250.4578,56920,"0",666,"Midwest","East North Central"
"771",18137,"Indiana",75.657338341,NA,0.8124976246,9.5093485769,-467.87592,63571,"0",909,"Midwest","East North Central"
"772",18139,"Indiana",75.44981886,NA,4.433562457,10.450819672,1085.753,61653,"1",748,"Midwest","East North Central"
"773",18141,"Indiana",75.483516209,52.104850263,8.1587166949,10.039938517,-1616.7132,61028,"0",1234,"Midwest","East North Central"
"774",18143,"Indiana",69.507565798,NA,9.8410760504,10.274344696,-2106.03765,57837,"0",869,"Midwest","East North Central"
"775",18145,"Indiana",75.579420189,62.662149204,4.8564509728,9.4447366444,886.18965,66045,"1",1026,"Midwest","East North Central"
"776",18147,"Indiana",76.529087301,NA,0.0134387288,9.0527787487,-452.6717,70440,"0",762,"Midwest","East North Central"
"777",18149,"Indiana",72.424834046,NA,1.279719355,10.397870138,-930.6592667,58523,"0",765,"Midwest","East North Central"
"778",18151,"Indiana",78.121344941,NA,11.459214662,9.650495566,3311.793,73250,"1",835,"Midwest","East North Central"
"779",18153,"Indiana",75.586404245,NA,5.4341531086,10.211108091,-613.6575,55497,"0",558,"Midwest","East North Central"
"780",18155,"Indiana",75.237696978,NA,3.1143257648,10.874162848,-3743.553,63246,"0",606,"Midwest","East North Central"
"781",18157,"Indiana",78.342559865,36.625361946,17.436907114,10.231049427,61.190233333,56088,"1",1116,"Midwest","East North Central"
"782",18159,"Indiana",76.014243257,NA,7.3218132468,8.2646494298,1040.50745,65025,"1",783,"Midwest","East North Central"
"783",18161,"Indiana",75.487560096,NA,NA,10.544217687,379.1094,61171,"1",867,"Midwest","East North Central"
"784",18163,"Indiana",74.624056518,55.514877336,11.614011952,9.6266426301,-522.3193,57997,"0",1160,"Midwest","East North Central"
"785",18165,"Indiana",74.178918908,NA,1.6978974342,9.0063851238,-135.28077,58280,"0",612,"Midwest","East North Central"
"786",18167,"Indiana",74.315698939,51.790644139,19.991167757,10.60446468,-591.999,52286,"0",934,"Midwest","East North Central"
"787",18169,"Indiana",74.333703894,NA,7.1773438359,9.8927013324,1519.1089,64025,"1",444,"Midwest","East North Central"
"788",18171,"Indiana",77.978218338,NA,1.7045909608,6.9259567388,168.9287,73539,"1",647,"Midwest","East North Central"
"789",18173,"Indiana",77.065215026,62.212649451,6.8950995264,7.0710535342,1399.717,84567,"1",1185,"Midwest","East North Central"
"790",18175,"Indiana",73.820903221,NA,3.1299811234,11.169861203,-2093.775667,65342,"0",753,"Midwest","East North Central"
"791",18177,"Indiana",72.611440809,50.465038672,16.629869846,10.288866386,-1451.43398,51622,"0",872,"Midwest","East North Central"
"792",18179,"Indiana",76.7018016,64.807416314,12.674878804,9.1957645279,1850.9328067,68879,"1",643,"Midwest","East North Central"
"793",18181,"Indiana",75.440287883,84.615214315,0.3984322371,12.96821587,-324.186975,66167,"0",664,"Midwest","East North Central"
"794",18183,"Indiana",77.916383782,NA,1.2148594736,8.2429392652,1208.7803333,72448,"1",1069,"Midwest","East North Central"
"795",19001,"Iowa",76.354774759,NA,2.305078824,6.4167267484,-2664.9785,66997,"0",1378,"Midwest","West North Central"
"796",19003,"Iowa",78.395132985,NA,2.0076700462,7.08143652,2120.465,58973,"1",1165,"Midwest","West North Central"
"797",19005,"Iowa",76.920161625,69.462345265,3.4786026731,9.0487238979,-3920.022333,60743,"0",1562,"Midwest","West North Central"
"798",19007,"Iowa",76.122489139,NA,5.4893048905,7.346078579,-1604.6378,53589,"0",1248,"Midwest","West North Central"
"799",19009,"Iowa",79.021020384,NA,2.354763485,7.9734219269,833.8799,60504,"1",995,"Midwest","West North Central"
"800",19011,"Iowa",79.744603472,NA,4.2801148324,5.7213763499,2121.467,82762,"1",2107,"Midwest","West North Central"
"801",19013,"Iowa",77.096225581,55.33194921,9.4668403417,7.5186791368,499.4273,62020,"1",2359,"Midwest","West North Central"
"802",19015,"Iowa",77.842351166,72.673612487,2.3645556938,5.5856529049,1124.1347555,74896,"1",2011,"Midwest","West North Central"
"803",19017,"Iowa",79.98265543,NA,1.2981711949,4.4484520589,1927.7260167,83797,"1",2388,"Midwest","West North Central"
"804",19019,"Iowa",79.38185922,78.469059814,3.3805459138,6.33240805,612.39313333,70498,"1",1987,"Midwest","West North Central"
"805",19021,"Iowa",79.958498391,34.509824393,5.6174031439,13.741205806,-2421.5734,67552,"0",1510,"Midwest","West North Central"
"806",19023,"Iowa",78.293849114,NA,1.9074136187,6.7820512821,1597.4538,67233,"1",1690,"Midwest","West North Central"
"807",19025,"Iowa",78.053542392,NA,8.8495476301,6.7404426559,1388.2001,64634,"1",1128,"Midwest","West North Central"
"808",19027,"Iowa",78.591743519,50.879546041,1.9916404897,5.9534387773,771.9505,73643,"1",1361,"Midwest","West North Central"
"809",19029,"Iowa",75.783627107,NA,9.12736186,8.4232954545,-932.7925333,61204,"0",1594,"Midwest","West North Central"
"810",19031,"Iowa",80.213700627,NA,4.8358729431,5.072192012,1939.651475,71563,"1",1898,"Midwest","West North Central"
"811",19033,"Iowa",76.410605481,56.260528918,5.4731594156,6.2468322352,2521.4856667,63279,"1",1725,"Midwest","West North Central"
"812",19035,"Iowa",77.883564737,NA,6.0338979221,6.8787475017,971.5214,65985,"1",1166,"Midwest","West North Central"
"813",19037,"Iowa",78.478530971,NA,3.1657151986,7.3126142596,1843.715,74077,"1",1345,"Midwest","West North Central"
"814",19039,"Iowa",74.753759669,NA,3.0609641369,8.9505024191,-3244.1775,65129,"0",1689,"Midwest","West North Central"
"815",19041,"Iowa",78.149677293,NA,4.5675752376,6.8786573921,2445.024,68542,"1",1542,"Midwest","West North Central"
"816",19043,"Iowa",79.397071812,NA,1.0644948021,8.4275772075,1762.0385,64486,"1",1710,"Midwest","West North Central"
"817",19045,"Iowa",77.050769458,64.509038692,8.3519334885,6.5682990176,2022.3847467,61136,"1",1891,"Midwest","West North Central"
"818",19047,"Iowa",78.815693348,58.660600255,11.377491575,13.596443673,-4789.57425,67363,"0",1343,"Midwest","West North Central"
"819",19049,"Iowa",82.054584073,48.840383812,2.3994582713,4.9677122503,2063.6278333,109138,"1",3564,"Midwest","West North Central"
"820",19051,"Iowa",78.387542693,NA,3.3285946226,13.917417732,2213.01,65201,"1",1841,"Midwest","West North Central"
"821",19053,"Iowa",77.659501488,NA,3.5352155959,9.0370751802,-2097.00315,51749,"0",1353,"Midwest","West North Central"
"822",19055,"Iowa",79.074470517,NA,2.5898846972,6.428644085,2441.03,74017,"1",1846,"Midwest","West North Central"
"823",19057,"Iowa",76.352809234,49.509758364,7.8354964635,6.3219992568,178.3115,59688,"1",1698,"Midwest","West North Central"
"824",19059,"Iowa",80.665408021,NA,1.8840215449,6.2271062271,1844.5092667,75406,"1",1817,"Midwest","West North Central"
"825",19061,"Iowa",79.325157561,53.913467201,5.6440551971,5.8002632386,2794.1495,73492,"1",2376,"Midwest","West North Central"
"826",19063,"Iowa",76.971541369,67.718991764,11.070435899,8.3874665648,-1875.187,56834,"0",1360,"Midwest","West North Central"
"827",19065,"Iowa",77.291876985,68.407849259,1.7186703325,6.923960927,-347.27925,56599,"0",1370,"Midwest","West North Central"
"828",19067,"Iowa",78.258024378,50.339577424,6.2916793543,7.2647546812,80.8585,64553,"1",1423,"Midwest","West North Central"
"829",19069,"Iowa",75.835783702,NA,5.7082347771,9.780587579,-5220.7075,63775,"0",1288,"Midwest","West North Central"
"830",19071,"Iowa",75.670850043,NA,25.566635486,6.3782584581,-2372.546883,69018,"0",1436,"Midwest","West North Central"
"831",19073,"Iowa",77.828111466,NA,4.5487570426,6.8239258635,396.6325,63562,"1",1230,"Midwest","West North Central"
"832",19075,"Iowa",78.827001429,NA,NA,5.3372008702,1603.72725,79386,"1",1629,"Midwest","West North Central"
"833",19077,"Iowa",79.420327987,NA,3.1596921126,7.0630081301,325.426025,72701,"1",1567,"Midwest","West North Central"
"834",19079,"Iowa",77.527805773,67.910767911,2.730852361,6.9862683691,1080.31372,68795,"1",1527,"Midwest","West North Central"
"835",19081,"Iowa",80.183172972,NA,3.4610183304,6.6848567531,2087.307,67498,"1",1251,"Midwest","West North Central"
"836",19083,"Iowa",77.334167344,NA,2.3945456877,7.4683000215,1504.69988,59622,"1",1328,"Midwest","West North Central"
"837",19085,"Iowa",75.713338415,NA,5.8333347116,6.5589467385,284.24428,73457,"1",1509,"Midwest","West North Central"
"838",19087,"Iowa",77.745685022,47.305372032,10.449795042,6.5397120297,-180.4724,63702,"0",1672,"Midwest","West North Central"
"839",19089,"Iowa",78.21369622,NA,10.175889877,7.1941050999,684.80365,66979,"1",1407,"Midwest","West North Central"
"840",19091,"Iowa",78.290578902,NA,7.4685004687,6.9291934873,56.5745,71521,"1",1483,"Midwest","West North Central"
"841",19093,"Iowa",77.130933755,NA,0.3765804486,7.1869133816,346.43335,67696,"1",979,"Midwest","West North Central"
"842",19095,"Iowa",78.131955561,NA,1.0261501012,5.3686320008,1637.698135,72948,"1",1810,"Midwest","West North Central"
"843",19097,"Iowa",77.711880315,NA,7.0180294487,6.3814158479,368.1775,64792,"1",1744,"Midwest","West North Central"
"844",19099,"Iowa",78.194951525,55.231939111,3.9277336117,5.8476446321,1911.7078,69047,"1",2013,"Midwest","West North Central"
"845",19101,"Iowa",78.933167547,63.75974237,6.6241783372,9.6322031868,741.15405,59603,"1",1724,"Midwest","West North Central"
"846",19103,"Iowa",82.003347044,54.729205173,2.3619256714,6.4750480239,2119.90175,74909,"1",3552,"Midwest","West North Central"
"847",19105,"Iowa",80.50394552,65.742632424,4.7395727677,6.4322239167,-517.2828333,70671,"0",1801,"Midwest","West North Central"
"848",19107,"Iowa",77.817240359,NA,7.6887620967,7.0697844355,-2651.01226,65653,"0",1340,"Midwest","West North Central"
"849",19109,"Iowa",78.317932662,NA,4.1417600705,6.6520562073,1447.9485,65510,"1",1115,"Midwest","West North Central"
"850",19111,"Iowa",74.520172423,50.856893274,12.790906337,6.0165180769,-1480.272667,59017,"0",1436,"Midwest","West North Central"
"851",19113,"Iowa",79.185905392,41.684662872,6.2545663362,5.6393905109,2095.4318,74134,"1",2754,"Midwest","West North Central"
"852",19115,"Iowa",77.711786878,NA,0.3247159186,10.06700702,-2033.33675,70953,"0",1537,"Midwest","West North Central"
"853",19117,"Iowa",76.778340735,NA,9.6064058322,7.2536687631,-1852.481,60245,"0",1459,"Midwest","West North Central"
"854",19119,"Iowa",82.671419613,NA,2.4777687602,7.3882352941,2130.495,74061,"1",1437,"Midwest","West North Central"
"855",19121,"Iowa",78.90469624,58.581495342,4.0050025828,5.6295837207,2923.343,80887,"1",2641,"Midwest","West North Central"
"856",19123,"Iowa",77.048941668,72.267788323,8.3779244397,6.5950291198,2764.96085,68759,"1",1696,"Midwest","West North Central"
"857",19125,"Iowa",78.400552603,78.603305557,3.2338665397,4.9798628497,1104.61712,73451,"1",2151,"Midwest","West North Central"
"858",19127,"Iowa",75.980712143,70.013139319,9.6158558875,11.470414336,-370.243475,69818,"0",1704,"Midwest","West North Central"
"859",19129,"Iowa",77.92738004,NA,3.8071065269,5.5292652553,1763.546525,75835,"1",2439,"Midwest","West North Central"
"860",19131,"Iowa",79.600749288,NA,8.6051162778,7.4639670556,2073.69,65132,"1",1413,"Midwest","West North Central"
"861",19133,"Iowa",74.946260712,NA,5.0144728219,6.862745098,-905.9846667,60237,"0",1056,"Midwest","West North Central"
"862",19135,"Iowa",76.130892643,NA,2.299612329,6.976744186,860.8701,66176,"1",1451,"Midwest","West North Central"
"863",19137,"Iowa",75.181564596,NA,7.3980609347,7.1278089888,-448.2293433,58895,"0",1445,"Midwest","West North Central"
"864",19139,"Iowa",76.819220586,53.566189029,5.5627270442,7.0588235294,403.26366667,69096,"1",2194,"Midwest","West North Central"
"865",19141,"Iowa",76.891930858,34.56727002,4.6807608087,6.9324993484,581.24343333,67470,"1",1319,"Midwest","West North Central"
"866",19143,"Iowa",77.158493749,NA,8.1812768611,8.0893450045,-24.58496,64993,"0",933,"Midwest","West North Central"
"867",19145,"Iowa",78.033175083,NA,3.2964157178,6.4125446201,-2595.914725,60567,"0",1388,"Midwest","West North Central"
"868",19147,"Iowa",76.53816477,79.185628743,7.1429821853,6.368221942,-440.44835,65438,"0",1266,"Midwest","West North Central"
"869",19149,"Iowa",79.780358613,61.222007861,3.1826978731,6.7400850352,2648.7134,79431,"1",1875,"Midwest","West North Central"
"870",19151,"Iowa",77.283045189,NA,8.1161903144,9.5112285337,-8261.6985,61927,"0",842,"Midwest","West North Central"
"871",19153,"Iowa",77.548063112,51.031293853,4.8296917083,6.5612895782,1759.259,77369,"1",3384,"Midwest","West North Central"
"872",19155,"Iowa",76.003475818,54.608892546,9.3213367754,7.9141666199,2099.9527429,68712,"1",2511,"Midwest","West North Central"
"873",19157,"Iowa",78.46953652,60.660776166,1.2758050773,6.1023622047,1224.1140667,69566,"1",1975,"Midwest","West North Central"
"874",19159,"Iowa",75.563629784,NA,3.1907016279,7.4327038971,565.25255,60061,"1",1358,"Midwest","West North Central"
"875",19161,"Iowa",78.355678748,NA,3.7578331974,7.2480397782,1806.3905,72499,"1",1042,"Midwest","West North Central"
"876",19163,"Iowa",77.993968373,48.61781413,3.4530755388,6.2723155331,1936.10525,68576,"1",2635,"Midwest","West North Central"
"877",19165,"Iowa",78.65860059,72.206703911,5.5855284607,7.0569867291,769.88748,71628,"1",1591,"Midwest","West North Central"
"878",19167,"Iowa",83.130945819,NA,0.3804669533,7.5668623614,-120.38544,75994,"0",1902,"Midwest","West North Central"
"879",19169,"Iowa",81.836088389,54.750647681,10.483715173,6.2271961256,2375.1968143,68720,"1",2783,"Midwest","West North Central"
"880",19171,"Iowa",76.271039793,NA,6.6647578678,9.7094718652,-1932.718435,66295,"0",1566,"Midwest","West North Central"
"881",19173,"Iowa",76.695351883,NA,1.0726016958,9.5177664975,-763.337435,56021,"0",1118,"Midwest","West North Central"
"882",19175,"Iowa",76.247058195,NA,5.8998986473,7.5700227101,940.03495,55812,"1",1696,"Midwest","West North Central"
"883",19177,"Iowa",77.771630404,NA,8.4002660205,10.058124842,-494.1689,64550,"0",1269,"Midwest","West North Central"
"884",19179,"Iowa",75.046472235,38.862035297,23.132379585,8.9308050233,46.352666667,61555,"1",1446,"Midwest","West North Central"
"885",19181,"Iowa",78.721225366,74.778166721,3.9845836074,4.4579533941,2581.9706,90943,"1",2982,"Midwest","West North Central"
"886",19183,"Iowa",78.826948984,NA,3.0008834986,9.1077021926,1096.8678,70539,"1",2100,"Midwest","West North Central"
"887",19185,"Iowa",76.752771951,NA,16.897055361,9.2884787139,-5429.563167,58000,"0",1119,"Midwest","West North Central"
"888",19187,"Iowa",74.831146257,48.332891658,11.997605061,7.1086501048,1031.7370667,67110,"1",1526,"Midwest","West North Central"
"889",19189,"Iowa",79.671690311,NA,2.845559141,6.856634016,1447.9869333,66776,"1",1358,"Midwest","West North Central"
"890",19191,"Iowa",82.354593889,NA,1.6771827367,4.5684273115,1692.6192667,72032,"1",2110,"Midwest","West North Central"
"891",19193,"Iowa",75.806442913,47.912663158,5.366591304,11.147415909,75.273353333,66830,"1",1941,"Midwest","West North Central"
"892",19195,"Iowa",79.01140088,NA,1.9926415612,6.8111455108,1142.43665,71329,"1",1286,"Midwest","West North Central"
"893",19197,"Iowa",78.115299936,NA,3.92117557,7.4966332485,-3114.733333,67291,"0",1340,"Midwest","West North Central"
"894",20001,"Kansas",75.761484616,70.881496515,4.1826122851,14.041195242,795.25966667,50995,"1",1296,"Midwest","West North Central"
"895",20003,"Kansas",77.168054223,NA,5.6260320729,14.50454763,689.4448,59683,"1",1688,"Midwest","West North Central"
"896",20005,"Kansas",76.339359462,51.886325424,9.0620070265,11.245212951,312.2755,59085,"1",1668,"Midwest","West North Central"
"897",20007,"Kansas",75.188221719,NA,3.2205164874,15.273909006,-734.9265,59845,"0",1015,"Midwest","West North Central"
"898",20009,"Kansas",75.430608231,53.785840215,12.513001086,16.599539701,1320.3920667,56711,"1",1622,"Midwest","West North Central"
"899",20011,"Kansas",74.827966005,28.083171684,11.182076537,14.189811768,781.7636,44954,"1",1354,"Midwest","West North Central"
"900",20013,"Kansas",73.447927167,21.480525703,13.682884983,15.280853634,-918.3239,56391,"0",1149,"Midwest","West North Central"
"901",20015,"Kansas",76.260144496,72.672677782,6.5182170661,10.728208327,1468.1716111,80214,"1",2380,"Midwest","West North Central"
"902",20017,"Kansas",82.845945638,NA,31.688249923,10.913140312,4776.192,58580,"1",1496,"Midwest","West North Central"
"903",20019,"Kansas",76.005315028,NA,17.573231713,19.372592185,-5818.3195,49457,"0",1110,"Midwest","West North Central"
"904",20021,"Kansas",72.297764903,58.576533725,17.927538844,14.210953713,1066.38585,54965,"1",1077,"Midwest","West North Central"
"905",20023,"Kansas",76.425636244,NA,8.3120766066,18.088235294,-6839.273,56500,"0",1292,"Midwest","West North Central"
"906",20025,"Kansas",73.321175333,NA,33.325710428,11.958568738,1297.22205,58914,"1",1303,"Midwest","West North Central"
"907",20027,"Kansas",79.020269283,43.495349142,8.3594747304,11.36999068,5993.899,59021,"1",1680,"Midwest","West North Central"
"908",20029,"Kansas",74.83148639,NA,13.956364513,10.388782664,4545.722,52483,"1",1377,"Midwest","West North Central"
"909",20031,"Kansas",76.917507369,NA,16.552455987,10.535259133,6438.5736667,69100,"1",1324,"Midwest","West North Central"
"910",20033,"Kansas",72.447869021,NA,3.2214728284,12.019230769,2519.038,53657,"1",1020,"Midwest","West North Central"
"911",20035,"Kansas",74.268234348,54.392982965,9.5652593383,14.369220959,-1085.54106,56416,"0",1473,"Midwest","West North Central"
"912",20037,"Kansas",73.098638586,47.88564853,12.76311371,13.474330548,-158.669,51835,"0",1307,"Midwest","West North Central"
"913",20039,"Kansas",77.717717035,NA,10.318603282,14.460431655,-246.3125,51152,"0",1092,"Midwest","West North Central"
"914",20041,"Kansas",75.877658534,NA,4.9660269509,13.653735907,1412.396,63136,"1",1631,"Midwest","West North Central"
"915",20043,"Kansas",76.442974984,51.900664284,8.8098767571,11.550828593,3231.647,64608,"1",1388,"Midwest","West North Central"
"916",20045,"Kansas",80.016295566,41.632595962,5.3856842362,12.638004246,1935.6446667,67482,"1",2647,"Midwest","West North Central"
"917",20047,"Kansas",64.558019889,NA,4.835866248,17.786308381,-770.0049,55777,"0",1056,"Midwest","West North Central"
"918",20049,"Kansas",76.08268347,NA,18.513463025,16.515276631,-2838.7795,47094,"0",982,"Midwest","West North Central"
"919",20051,"Kansas",79.764718987,78.573107428,7.6202821782,11.985256004,2788.5406667,61675,"1",1989,"Midwest","West North Central"
"920",20053,"Kansas",77.804177841,NA,10.823345121,10.785925682,4648.222,63636,"1",1492,"Midwest","West North Central"
"921",20055,"Kansas",75.933854689,51.014539218,10.702355626,23.181212372,-1251.525,69966,"0",2083,"Midwest","West North Central"
"922",20057,"Kansas",76.762485192,50.257707919,8.255601593,24.993612346,-2231.139333,67714,"0",1756,"Midwest","West North Central"
"923",20059,"Kansas",75.451611133,NA,17.578387327,12.560578902,2423.4385,67263,"1",1919,"Midwest","West North Central"
"924",20061,"Kansas",73.176293137,20.407948058,16.14373166,12.633093525,932.5459,60026,"1",2503,"Midwest","West North Central"
"925",20063,"Kansas",78.655709293,NA,33.050554846,13.437057992,4007.2945,64037,"1",1293,"Midwest","West North Central"
"926",20065,"Kansas",78.577196314,NA,6.5681628659,15.360501567,445.1514,53233,"1",1273,"Midwest","West North Central"
"927",20067,"Kansas",77.96753306,NA,6.4482386136,22.378832839,-5621.982,66022,"0",1259,"Midwest","West North Central"
"928",20069,"Kansas",77.186388311,NA,11.88920072,22.981956315,2953.52875,77761,"1",1810,"Midwest","West North Central"
"929",20071,"Kansas",NA,NA,4.1657349239,17.485549133,-1176.335,72300,"0",1837,"Midwest","West North Central"
"930",20073,"Kansas",74.291091098,NA,17.809990432,13.533591731,2321.1735,52145,"1",1051,"Midwest","West North Central"
"931",20075,"Kansas",73.720535394,NA,7.4315800583,28.611304955,-15279.39,63442,"0",1393,"Midwest","West North Central"
"932",20077,"Kansas",74.727656015,NA,9.9828105759,17.242633685,72.464,52893,"1",1352,"Midwest","West North Central"
"933",20079,"Kansas",76.249787558,76.377973956,0.9787827858,14.028913314,1920.02,73854,"1",1919,"Midwest","West North Central"
"934",20081,"Kansas",79.873399161,NA,7.9428946701,26.496138996,-4672.1396,69971,"0",1635,"Midwest","West North Central"
"935",20083,"Kansas",70.836012465,NA,8.9071185209,15.628299894,1193.098,67478,"1",1498,"Midwest","West North Central"
"936",20085,"Kansas",77.448365148,NA,5.6178876646,12.702554243,5053.5606667,70445,"1",1941,"Midwest","West North Central"
"937",20087,"Kansas",78.221475843,NA,0.339721376,11.601845748,2576.2196667,75774,"1",2164,"Midwest","West North Central"
"938",20089,"Kansas",80.421021433,NA,12.114315852,14.527503526,NA,56144,NA,939,"Midwest","West North Central"
"939",20091,"Kansas",80.850928175,42.742171534,2.2575743984,7.9641843503,4188.696,99174,"1",3018,"Midwest","West North Central"
"940",20093,"Kansas",77.783303204,NA,3.2164873394,22.960867515,-183.484,75773,"0",1435,"Midwest","West North Central"
"941",20095,"Kansas",63.615230274,NA,10.565061412,12.473220662,1214.0165,65597,"1",1553,"Midwest","West North Central"
"942",20097,"Kansas",75.655764585,NA,13.153391584,16.216216216,4840.6205,61700,"1",1876,"Midwest","West North Central"
"943",20099,"Kansas",73.981663691,57.368234936,7.0936944525,13.680518079,1309.09625,52318,"1",1479,"Midwest","West North Central"
"944",20101,"Kansas",NA,NA,6.9363589021,15.492957746,-4419.734,64934,"0",1242,"Midwest","West North Central"
"945",20103,"Kansas",77.29312096,41.75857085,11.012806243,10.12726295,3466.0804667,79117,"1",2317,"Midwest","West North Central"
"946",20105,"Kansas",77.567239706,NA,9.5348516418,13.245901639,678.17,58049,"1",1314,"Midwest","West North Central"
"947",20107,"Kansas",74.492968751,NA,4.8481930582,14.582953094,-59.53466667,59651,"0",1286,"Midwest","West North Central"
"948",20109,"Kansas",76.724212821,NA,4.8834433878,14.829931973,282.0195,63204,"1",1408,"Midwest","West North Central"
"949",20111,"Kansas",77.696902064,52.744570886,5.7929998428,15.982652845,3906.1806667,55863,"1",1651,"Midwest","West North Central"
"950",20113,"Kansas",77.686913612,48.22385106,8.3538466464,11.251557771,3819.5452,73766,"1",1998,"Midwest","West North Central"
"951",20115,"Kansas",76.364999326,NA,10.092269993,13.241560144,1592.7523,64337,"1",1600,"Midwest","West North Central"
"952",20117,"Kansas",77.751268138,NA,12.877396761,11.171713372,4115.0983333,58942,"1",1385,"Midwest","West North Central"
"953",20119,"Kansas",75.643577456,NA,16.495173703,20.961098398,2305.56935,68038,"1",1280,"Midwest","West North Central"
"954",20121,"Kansas",77.789124172,40.422241858,6.6664402167,9.606702117,3987.34025,82606,"1",2485,"Midwest","West North Central"
"955",20123,"Kansas",77.540810214,NA,8.8921329848,13.590263692,6915.799,63929,"1",1503,"Midwest","West North Central"
"956",20125,"Kansas",73.287120084,48.273588701,10.245492145,14.132939439,968.81235,54955,"1",1315,"Midwest","West North Central"
"957",20127,"Kansas",77.116141328,NA,9.9469985178,14.207650273,3011.9425,60741,"1",1717,"Midwest","West North Central"
"958",20129,"Kansas",71.334965346,NA,9.4164019184,20.732550104,-1092.62185,62896,"0",1453,"Midwest","West North Central"
"959",20131,"Kansas",79.27611218,NA,8.8546768431,10.3081438,NA,72719,NA,1541,"Midwest","West North Central"
"960",20133,"Kansas",74.815335762,NA,5.2181477947,12.918379331,-1225.64965,49322,"0",1323,"Midwest","West North Central"
"961",20135,"Kansas",73.464597933,NA,9.7575259856,17.88502484,-2212.84075,61539,"0",1245,"Midwest","West North Central"
"962",20137,"Kansas",76.816015798,NA,7.7475547224,11.601112435,2136.2145,56604,"1",1289,"Midwest","West North Central"
"963",20139,"Kansas",75.052045236,NA,5.0587945286,12.422083704,667.546966,62995,"1",1792,"Midwest","West North Central"
"964",20141,"Kansas",76.685477009,NA,7.9133485482,13.230429989,3501.612,53971,"1",1298,"Midwest","West North Central"
"965",20143,"Kansas",75.379415083,NA,9.920968966,11.138310894,2119.41435,69542,"1",1845,"Midwest","West North Central"
"966",20145,"Kansas",77.365520544,1.6727126159,8.7295068135,11.418575064,3393.904,47939,"1",1384,"Midwest","West North Central"
"967",20147,"Kansas",76.956594405,NA,11.272724081,11.589663273,2994.9745,58834,"1",1258,"Midwest","West North Central"
"968",20149,"Kansas",79.351874202,55.34682382,2.0006426802,10.520833333,4023.5465,85822,"1",1978,"Midwest","West North Central"
"969",20151,"Kansas",76.521243158,NA,9.693501293,14.574731627,362.6202,65812,"1",1607,"Midwest","West North Central"
"970",20153,"Kansas",77.958375293,NA,13.734554551,13.973458236,2043.452,59116,"1",1410,"Midwest","West North Central"
