"","FIPS","State","Life.Expectancy","Residential.Segregation.Index","Percent.Limited.Access.Healthy.Foods","Percent.Uninsured.Adults","School.Funding.Adequacy","Median.Household.Income","School.Funding.Cat","Median.Prop.Tax","Region","Division"
"1702",31085,"Nebraska",NA,NA,44.432661838,13.095238095,8721.111,60141,"1",1094,"Midwest","West North Central"
"1703",31087,"Nebraska",75.056122122,NA,37.601583978,10.173323286,1814.875,54488,"1",972,"Midwest","West North Central"
"1704",31089,"Nebraska",79.34360687,NA,8.5327430896,8.7275535818,5269.7876667,60502,"1",1371,"Midwest","West North Central"
"1705",31091,"Nebraska",NA,NA,32.724505173,9.9173553719,9345.469,53537,"1",1145,"Midwest","West North Central"
"1706",31093,"Nebraska",76.784144474,NA,5.1232445548,7.6139258421,5711.5443333,69423,"1",1963,"Midwest","West North Central"
"1707",31095,"Nebraska",76.333199975,NA,9.8860434734,10.078740157,3965.0976667,59478,"1",1272,"Midwest","West North Central"
"1708",31097,"Nebraska",77.55802525,NA,5.8521852783,9.7103918228,624.8984,60549,"1",1480,"Midwest","West North Central"
"1709",31099,"Nebraska",80.107374633,NA,0.5529431151,7.9714128642,3165.3616667,74686,"1",1950,"Midwest","West North Central"
"1710",31101,"Nebraska",77.474030305,NA,6.8829161857,11.807005335,3138.2775,60608,"1",1912,"Midwest","West North Central"
"1711",31103,"Nebraska",NA,NA,26.484422122,11.194029851,NA,51579,NA,1299,"Midwest","West North Central"
"1712",31105,"Nebraska",74.416355946,NA,3.1444879545,14.200217628,2905.909,55797,"1",1434,"Midwest","West North Central"
"1713",31107,"Nebraska",79.007935941,NA,11.757695911,11.529066927,5937.1476667,54880,"1",1250,"Midwest","West North Central"
"1714",31109,"Nebraska",79.579699351,45.95262497,4.7849073124,8.4662142471,4050.0972,68358,"1",3061,"Midwest","West North Central"
"1715",31111,"Nebraska",76.084329949,62.797124027,3.1350321655,8.3836738982,3732.5013,62442,"1",2403,"Midwest","West North Central"
"1716",31113,"Nebraska",NA,NA,4.92632582,10.18766756,3251.524,68723,"1",1576,"Midwest","West North Central"
"1717",31115,"Nebraska",NA,NA,11.801915662,5.8461538462,NA,60487,NA,1750,"Midwest","West North Central"
"1718",31117,"Nebraska",NA,NA,32.819383436,8.0188679245,NA,52774,NA,1729,"Midwest","West North Central"
"1719",31119,"Nebraska",78.606615218,56.889163928,7.8191688691,11.931212905,2359.2658,63482,"1",2170,"Midwest","West North Central"
"1720",31121,"Nebraska",77.601832763,NA,10.464651003,9.0615632926,5551.652,68754,"1",1446,"Midwest","West North Central"
"1721",31123,"Nebraska",76.059712508,NA,18.034791163,12.873654843,4255.4895,58889,"1",1505,"Midwest","West North Central"
"1722",31125,"Nebraska",75.536377495,NA,1.3202484244,7.5847229693,5978.579,62863,"1",1238,"Midwest","West North Central"
"1723",31127,"Nebraska",75.865606765,NA,1.2583335659,9.5409292035,2669.9305,61933,"1",1719,"Midwest","West North Central"
"1724",31129,"Nebraska",77.244404127,NA,13.555565367,11.033519553,NA,57278,NA,904,"Midwest","West North Central"
"1725",31131,"Nebraska",79.175928328,NA,19.6085386,9.0479405807,1452.8741333,70433,"1",2216,"Midwest","West North Central"
"1726",31133,"Nebraska",76.246900563,NA,5.4235624279,12.916006339,198.8965,55584,"1",1132,"Midwest","West North Central"
"1727",31135,"Nebraska",78.646647758,NA,7.3394660298,12.457684496,NA,67296,NA,1471,"Midwest","West North Central"
"1728",31137,"Nebraska",78.104961553,NA,4.5929504576,9.5597227884,2870.2826667,66287,"1",1840,"Midwest","West North Central"
"1729",31139,"Nebraska",81.021042514,NA,9.7822576776,7.250755287,3726.2213333,70906,"1",1503,"Midwest","West North Central"
"1730",31141,"Nebraska",79.436510556,NA,3.7918019444,11.528277907,1381.3115,67132,"1",2178,"Midwest","West North Central"
"1731",31143,"Nebraska",78.614782258,NA,1.4287958855,12.095339737,5849.8625,70813,"1",1450,"Midwest","West North Central"
"1732",31145,"Nebraska",76.358244279,NA,19.231296663,9.3689914351,4241.808,60108,"1",1448,"Midwest","West North Central"
"1733",31147,"Nebraska",77.846227579,NA,9.7204617421,10.948026949,2504.868,56121,"1",1125,"Midwest","West North Central"
"1734",31149,"Nebraska",NA,NA,8.9836089557,9.5161290323,1563.043,55648,"1",1105,"Midwest","West North Central"
"1735",31151,"Nebraska",78.649236709,NA,11.382110147,14.808938252,2230.534925,72948,"1",1717,"Midwest","West North Central"
"1736",31153,"Nebraska",80.243099109,39.859967057,6.8965001881,6.8876471086,3977.80475,98619,"1",3780,"Midwest","West North Central"
"1737",31155,"Nebraska",78.518209347,NA,6.1871177278,7.518327874,3265.09368,86179,"1",2733,"Midwest","West North Central"
"1738",31157,"Nebraska",74.629190696,NA,1.9702541031,12.264683252,3838.241,56853,"1",2054,"Midwest","West North Central"
"1739",31159,"Nebraska",79.581393778,70.437424827,7.3789734041,7.239184378,4147.3523333,77778,"1",2402,"Midwest","West North Central"
"1740",31161,"Nebraska",77.395216206,NA,10.341645419,14.649190439,3907.616,55388,"1",1183,"Midwest","West North Central"
"1741",31163,"Nebraska",79.234462428,NA,4.9126535825,9.4302554028,8993.214,58456,"1",1296,"Midwest","West North Central"
"1742",31165,"Nebraska",NA,NA,20.533924328,9.0609555189,13063.76,60806,"1",1439,"Midwest","West North Central"
"1743",31167,"Nebraska",80.396194342,NA,1.5867049662,8.4095063985,6032.647,75068,"1",1769,"Midwest","West North Central"
"1744",31169,"Nebraska",77.773254912,NA,5.6066676143,9.3104791586,3705.666,61125,"1",1021,"Midwest","West North Central"
"1745",31171,"Nebraska",NA,NA,34.573643345,8.832807571,5911.931,58818,"1",1233,"Midwest","West North Central"
"1746",31173,"Nebraska",64.220479236,NA,1.3222309033,15.379357485,2793.615,57129,"1",1255,"Midwest","West North Central"
"1747",31175,"Nebraska",78.523115617,NA,4.4412212403,10.974456008,6553.6505,55050,"1",1765,"Midwest","West North Central"
"1748",31177,"Nebraska",80.376512221,NA,4.9702701392,6.723242976,3284.144,87368,"1",2991,"Midwest","West North Central"
"1749",31179,"Nebraska",83.706638358,NA,2.4386893635,8.5488228483,2250.0913333,65664,"1",2159,"Midwest","West North Central"
"1750",31181,"Nebraska",75.053114394,NA,13.640570678,8.5106382979,3301.1273,62679,"1",1385,"Midwest","West North Central"
"1751",31183,"Nebraska",NA,NA,31.321064249,8.6848635236,17942.85,55951,"1",839,"Midwest","West North Central"
"1752",31185,"Nebraska",79.034525282,NA,5.5478641211,7.2346179851,3205.0386667,68440,"1",1785,"Midwest","West North Central"
"1753",32001,"Nevada",73.538223053,47.293890041,5.7778697675,14.039242219,701.1533,70149,"1",1296,"West","Mountain"
"1754",32003,"Nevada",77.194649883,38.692397093,5.1868139744,16.526974024,-6626.145,70838,"0",1550,"West","Mountain"
"1755",32005,"Nevada",79.981805177,87.554105039,12.038822445,10.548697877,2208.895,91960,"1",2091,"West","Mountain"
"1756",32007,"Nevada",76.569337485,84.017085273,4.0856947913,12.259818165,2085.36,88757,"1",1188,"West","Mountain"
"1757",32009,"Nevada",NA,NA,43.740142716,21.464646465,9396.016,57501,"1",361,"West","Mountain"
"1758",32011,"Nevada",75.205020473,NA,6.2523653131,7.8761061947,16767.83,80291,"1",375,"West","Mountain"
"1759",32013,"Nevada",75.337078116,NA,5.1840429057,14.987593052,2605.385,80255,"1",1177,"West","Mountain"
"1760",32015,"Nevada",75.20133016,NA,4.1816889314,13.579109063,1133.412,90190,"1",1393,"West","Mountain"
"1761",32017,"Nevada",79.038162938,NA,14.591519342,12.647058824,3947.352,63978,"1",1080,"West","Mountain"
"1762",32019,"Nevada",74.919958755,74.777910863,9.797793082,14.062323267,1519.414,74741,"1",1273,"West","Mountain"
"1763",32021,"Nevada",67.833219126,5.274839372,32.723600023,12.541254125,-6930.418,55704,"0",896,"West","Mountain"
"1764",32023,"Nevada",73.578366486,43.400557156,34.212160632,14.731331346,-1395.475,51933,"0",1041,"West","Mountain"
"1765",32027,"Nevada",76.376824042,NA,4.4272233968,13.474426808,3207.827,65315,"1",1051,"West","Mountain"
"1766",32029,"Nevada",83.178273778,NA,0.0883248903,13.407079646,6164.99,90171,"1",1456,"West","Mountain"
"1767",32031,"Nevada",77.268173991,53.608583262,6.7953440204,13.742086544,-2096.693,80245,"0",1850,"West","Mountain"
"1768",32033,"Nevada",78.541484591,NA,12.457449331,11.696409374,3509.68,67639,"1",893,"West","Mountain"
"1769",32510,"Nevada",73.570338323,65.457701295,2.7442704051,14.818687909,-1041.918,62859,"0",1488,"West","Mountain"
"1770",33001,"New Hampshire",76.836593557,77.77852304,2.2554230305,7.8591000105,11176.253,77531,"1",4139,"Northeast","New England"
"1771",33003,"New Hampshire",80.142573328,NA,0.4511545364,8.0293244894,12947.48225,71981,"1",3106,"Northeast","New England"
"1772",33005,"New Hampshire",79.253318552,77.608796773,4.2319652449,8.3815819467,8696.2493875,76227,"1",5213,"Northeast","New England"
"1773",33007,"New Hampshire",75.558058997,NA,5.1783094109,9.0967817712,5459.6142,52292,"1",2963,"Northeast","New England"
"1774",33009,"New Hampshire",80.294535995,71.217475579,2.5054491177,7.3480059315,12409.781588,81205,"1",4534,"Northeast","New England"
"1775",33011,"New Hampshire",78.946548429,60.548010118,4.0797322279,7.4845265866,9575.16664,96415,"1",5909,"Northeast","New England"
"1776",33013,"New Hampshire",79.372507332,71.381143654,3.0910014171,7.18884818,9040.3371,84898,"1",5609,"Northeast","New England"
"1777",33015,"New Hampshire",80.545021048,64.498823364,5.2067264292,5.6135757037,13347.907379,107445,"1",6293,"Northeast","New England"
"1778",33017,"New Hampshire",77.658849562,57.891862332,5.6651360705,7.077571774,9271.500875,82845,"1",5487,"Northeast","New England"
"1779",33019,"New Hampshire",78.400532592,76.653129593,8.4695280088,7.8614516443,13504.499714,74700,"1",4715,"Northeast","New England"
"1780",34001,"New Jersey",75.94516097,55.328288857,7.8237577894,12.047168875,8164.5061364,76108,"1",6088,"Northeast","Middle Atlantic"
"1781",34003,"New Jersey",81.855766378,53.633189673,0.8947505719,8.7564436561,11153.677808,113885,"1",NA,"Northeast","Middle Atlantic"
"1782",34005,"New Jersey",78.922400621,53.538124851,5.0324453586,6.2894078819,7438.6516722,100188,"1",6730,"Northeast","Middle Atlantic"
"1783",34007,"New Jersey",76.244417867,58.42989461,4.4522880897,9.0175273103,5123.7309371,81372,"1",6770,"Northeast","Middle Atlantic"
"1784",34009,"New Jersey",76.755283885,65.71594202,8.7437022138,8.8190979356,9907.0198182,80845,"1",4472,"Northeast","Middle Atlantic"
"1785",34011,"New Jersey",73.991074719,39.594789635,11.684321982,13.968554203,4807.1054385,60892,"1",4379,"Northeast","Middle Atlantic"
"1786",34013,"New Jersey",77.801986984,74.533900654,0.748623168,14.620826513,8238.7025238,74747,"1",NA,"Northeast","Middle Atlantic"
"1787",34015,"New Jersey",77.035171768,38.889922652,6.4689417469,6.5829421644,6812.1686565,97851,"1",6767,"Northeast","Middle Atlantic"
"1788",34017,"New Jersey",80.045513463,55.495164716,0.1189329598,13.62972991,3280.0484917,82361,"1",8395,"Northeast","Middle Atlantic"
"1789",34019,"New Jersey",82.866177299,47.409640928,2.6329771146,5.2384553206,15814.368947,137334,"1",9384,"Northeast","Middle Atlantic"
"1790",34021,"New Jersey",78.720736947,63.597052887,3.6696390745,9.1965677582,9183.7187778,94832,"1",7487,"Northeast","Middle Atlantic"
"1791",34023,"New Jersey",80.3047724,45.693402416,3.9025108854,9.3888542248,9097.787087,102073,"1",8050,"Northeast","Middle Atlantic"
"1792",34025,"New Jersey",79.767480928,62.671106942,4.699975507,6.973537651,10924.692367,117699,"1",8450,"Northeast","Middle Atlantic"
"1793",34027,"New Jersey",81.726446486,55.047526674,3.6840019163,6.5754591017,13183.052895,131562,"1",9595,"Northeast","Middle Atlantic"
"1794",34029,"New Jersey",78.090927412,51.705481709,8.8650350703,8.2803180915,9228.2749231,81152,"1",5599,"Northeast","Middle Atlantic"
"1795",34031,"New Jersey",78.572926081,67.000691447,1.8256634299,15.346310986,8505.8307579,78779,"1",9722,"Northeast","Middle Atlantic"
"1796",34033,"New Jersey",73.482337331,61.769553412,8.4271332926,7.9733696792,7203.6023333,76005,"1",5588,"Northeast","Middle Atlantic"
"1797",34035,"New Jersey",81.835576705,62.88725055,3.2042280137,6.3713635142,11753.057441,134735,"1",9260,"Northeast","Middle Atlantic"
"1798",34037,"New Jersey",78.37852475,53.26022676,5.3458590877,6.6421892159,12469.289375,111308,"1",7237,"Northeast","Middle Atlantic"
"1799",34039,"New Jersey",79.443631188,59.478249562,0.9435384474,14.340207962,8741.5267,96483,"1",9788,"Northeast","Middle Atlantic"
"1800",34041,"New Jersey",78.937913685,45.926842835,7.8191010706,7.92359444,12440.602909,97729,"1",7058,"Northeast","Middle Atlantic"
"1801",35001,"New Mexico",75.992843351,44.086989123,6.0333507998,13.492255208,-5150.83,65034,"0",2032,"West","Mountain"
"1802",35003,"New Mexico",79.622157696,NA,44.098763899,11.394658754,-3595.7395,44247,"0",577,"West","Mountain"
"1803",35005,"New Mexico",72.93632088,54.206886603,16.333986217,17.90934472,-10571.508,47855,"0",723,"West","Mountain"
"1804",35006,"New Mexico",71.54690335,84.108946497,21.920997951,14.938169827,-5925.545,45674,"0",644,"West","Mountain"
"1805",35007,"New Mexico",75.325881489,NA,14.63506183,12.204968944,606.08545,49966,"1",550,"West","Mountain"
"1806",35009,"New Mexico",74.181746019,32.135570047,12.932073875,15.651707492,-3543.6828,52463,"0",646,"West","Mountain"
"1807",35011,"New Mexico",71.481427473,NA,7.7929088912,17.228915663,-7027.631,45208,"0",484,"West","Mountain"
"1808",35013,"New Mexico",76.922466913,52.252063315,16.507741703,18.341743653,-11588.546,52011,"0",1043,"West","Mountain"
"1809",35015,"New Mexico",73.004954877,52.303159407,10.171611164,13.65543261,-114.0224333,65063,"0",664,"West","Mountain"
"1810",35017,"New Mexico",75.29336288,56.627011163,10.706927381,11.529680365,228.50345,47099,"1",614,"West","Mountain"
"1811",35019,"New Mexico",73.284276595,NA,14.350893426,9.4223484848,1101.471,43862,"1",474,"West","Mountain"
"1812",35021,"New Mexico",NA,NA,48.148148241,11.881188119,4636.516,45217,"1",267,"West","Mountain"
"1813",35023,"New Mexico",75.788878739,NA,15.944338793,15.625,-3764.2315,43610,"0",425,"West","Mountain"
"1814",35025,"New Mexico",73.125044793,46.341536249,7.1588446184,19.861897931,-5164.235,59194,"0",569,"West","Mountain"
"1815",35027,"New Mexico",76.890923234,80.261092908,15.328200884,15.676519364,-1472.04295,54344,"0",1178,"West","Mountain"
"1816",35028,"New Mexico",83.785840936,49.722016308,5.0383085684,3.2040328093,3232.508,139217,"1",1898,"West","Mountain"
"1817",35029,"New Mexico",72.614205736,51.106407238,23.864665629,19.465852728,-20415.27,38796,"0",511,"West","Mountain"
"1818",35031,"New Mexico",65.176167237,57.490635376,34.099931968,23.150163221,-12766.97,43720,"0",1126,"West","Mountain"
"1819",35033,"New Mexico",77.432177869,NA,59.960352564,9.9909990999,165.6172,45155,"1",532,"West","Mountain"
"1820",35035,"New Mexico",75.554847953,41.332906207,7.9017505315,13.30525659,-2495.610367,52787,"0",634,"West","Mountain"
"1821",35037,"New Mexico",71.607678298,46.149558635,18.203689881,13.60106501,-1556.426067,39885,"0",423,"West","Mountain"
"1822",35039,"New Mexico",70.878849423,64.062626581,0,15.757406632,-5930.2137,56353,"0",756,"West","Mountain"
"1823",35041,"New Mexico",74.731921091,NA,14.749646724,17.902045412,-6169.797825,47854,"0",598,"West","Mountain"
"1824",35043,"New Mexico",77.319612243,31.677883415,18.422167339,10.661010628,-7224.719,82862,"0",1784,"West","Mountain"
"1825",35045,"New Mexico",71.308081177,65.733300335,19.213309867,18.369346935,-6718.88475,51898,"0",968,"West","Mountain"
"1826",35047,"New Mexico",75.01337001,NA,22.67533107,12.179065174,-2758.764,47675,"0",732,"West","Mountain"
"1827",35049,"New Mexico",79.72243295,60.368122974,9.3451555156,14.303899471,-5105.2235,72836,"0",1570,"West","Mountain"
"1828",35051,"New Mexico",70.938406678,NA,14.966966826,12.894736842,-11321.18,40420,"0",574,"West","Mountain"
"1829",35053,"New Mexico",72.837483145,75.665766113,27.283397625,14.636714637,-17386.5855,42280,"0",709,"West","Mountain"
"1830",35055,"New Mexico",77.862893967,NA,13.802364074,13.99440439,-3061.645967,48462,"0",929,"West","Mountain"
"1831",35057,"New Mexico",73.591702898,NA,21.645806289,15.611711821,-6406.925167,48322,"0",772,"West","Mountain"
"1832",35059,"New Mexico",74.595767289,NA,11.009835172,15.189158667,-4148.305,48545,"0",434,"West","Mountain"
"1833",35061,"New Mexico",74.763384422,76.586561841,26.9190215,15.43836185,-4981.3885,53275,"0",1069,"West","Mountain"
"1834",36001,"New York",78.746657529,57.381731496,5.542280913,5.410268523,6993.8170909,76997,"1",4577,"Northeast","Middle Atlantic"
"1835",36003,"New York",77.492546253,NA,1.3248667223,5.8624577227,10400.590917,55466,"1",2420,"Northeast","Middle Atlantic"
"1836",36005,"New York",77.260952133,48.901571689,0.0005496628,10.616603571,NA,45864,NA,3762,"Northeast","Middle Atlantic"
"1837",36007,"New York",77.177941172,60.39184754,3.6737523172,6.2180677608,10787.298909,60533,"1",3200,"Northeast","Middle Atlantic"
"1838",36009,"New York",75.513135815,50.01217732,2.4149545095,7.7198520578,10324.428182,52383,"1",2706,"Northeast","Middle Atlantic"
"1839",36011,"New York",78.364159537,65.641794064,0.9936326721,5.932500292,9087.6822857,64129,"1",3052,"Northeast","Middle Atlantic"
"1840",36013,"New York",76.734704119,59.65906549,5.6477089501,6.455105312,9552.8695556,55644,"1",2479,"Northeast","Middle Atlantic"
"1841",36015,"New York",75.48534075,57.324463318,6.1839963829,5.8799640918,8623.3313333,56664,"1",2798,"Northeast","Middle Atlantic"
"1842",36017,"New York",75.792186563,64.331032216,1.813318644,6.0404936799,11700.204,60755,"1",2537,"Northeast","Middle Atlantic"
"1843",36019,"New York",78.680470864,64.761730747,3.2263747494,6.1291739895,10632.62,65272,"1",2697,"Northeast","Middle Atlantic"
"1844",36021,"New York",79.497000458,59.034002841,7.1296838443,6.1799319538,14564.184,83533,"1",4469,"Northeast","Middle Atlantic"
"1845",36023,"New York",76.708659278,67.842571293,4.3112925152,5.8786014406,10529.3838,58274,"1",3716,"Northeast","Middle Atlantic"
"1846",36025,"New York",77.512083737,59.822417523,3.6975849232,6.4419444901,12185.85875,61424,"1",2743,"Northeast","Middle Atlantic"
"1847",36027,"New York",79.678796143,46.147316696,5.6572945202,5.750268476,13966.309769,90740,"1",6192,"Northeast","Middle Atlantic"
"1848",36029,"New York",77.544224445,71.754485432,5.7547893537,4.7825228804,7245.7745571,69888,"1",3781,"Northeast","Middle Atlantic"
"1849",36031,"New York",78.54462347,NA,0.6577216642,6.7880476556,15294.369125,62376,"1",2645,"Northeast","Middle Atlantic"
"1850",36033,"New York",77.820311256,NA,7.5808327781,7.0298047276,12873.214286,59192,"1",2257,"Northeast","Middle Atlantic"
"1851",36035,"New York",75.927397827,63.275639606,3.8052502964,6.4941702603,11273.127333,61512,"1",2748,"Northeast","Middle Atlantic"
"1852",36037,"New York",77.508555639,64.790705727,1.5456121666,6.0785128875,11567.598875,68973,"1",3310,"Northeast","Middle Atlantic"
"1853",36039,"New York",78.120243297,57.274128777,1.9654350661,6.6123552406,13959.609,71433,"1",3151,"Northeast","Middle Atlantic"
"1854",36041,"New York",79.21221541,NA,12.199298114,8.768115942,29107.29,62149,"1",1839,"Northeast","Middle Atlantic"
"1855",36043,"New York",78.053019624,72.594022384,4.1768017953,6.3621247922,9655.3001111,62197,"1",2500,"Northeast","Middle Atlantic"
"1856",36045,"New York",77.334672718,55.209683153,5.8673923035,6.1767242031,6891.9261818,58763,"1",2486,"Northeast","Middle Atlantic"
"1857",36047,"New York",80.262579657,73.913959253,0.0016470701,8.8074873821,NA,73244,NA,4358,"Northeast","Middle Atlantic"
"1858",36049,"New York",78.464655293,NA,4.4883142688,6.0576357577,9093.016,64452,"1",2260,"Northeast","Middle Atlantic"
"1859",36051,"New York",79.409271528,57.026779423,3.9097163188,5.2911599626,9031.095375,75077,"1",3581,"Northeast","Middle Atlantic"
"1860",36053,"New York",79.648958878,70.904409545,5.7844733523,4.8310837582,9691.1134,69851,"1",3335,"Northeast","Middle Atlantic"
"1861",36055,"New York",78.578795605,64.293761198,6.8604010802,5.5565907065,9751.9708889,68169,"1",4653,"Northeast","Middle Atlantic"
"1862",36057,"New York",76.03633826,59.69725631,18.370290651,6.6243734885,8459.36675,58176,"1",3217,"Northeast","Middle Atlantic"
"1863",36059,"New York",81.501840181,76.981322295,0.484462392,5.0556129508,18193.343768,135528,"1",NA,"Northeast","Middle Atlantic"
"1864",36061,"New York",83.308167296,68.999946058,0,6.0427382802,958.2168,95514,"1",8980,"Northeast","Middle Atlantic"
"1865",36063,"New York",76.151251597,62.615169908,5.2642550744,5.2788614189,7969.902,63565,"1",3473,"Northeast","Middle Atlantic"
"1866",36065,"New York",76.556549016,73.986930168,5.597000772,6.3762013587,9350.8285333,63894,"1",3146,"Northeast","Middle Atlantic"
"1867",36067,"New York",78.076661763,67.611794356,6.0788605686,5.658440676,9359.4905556,70939,"1",3983,"Northeast","Middle Atlantic"
"1868",36069,"New York",79.899735868,62.24078393,3.0467930002,5.0967123965,12269.230667,76601,"1",3850,"Northeast","Middle Atlantic"
"1869",36071,"New York",79.178662325,49.362978809,5.9708780531,6.5007909643,14421.58525,88532,"1",6763,"Northeast","Middle Atlantic"
"1870",36073,"New York",77.236818515,56.262173413,3.8257903188,7.0923524053,8114.8978,62900,"1",3332,"Northeast","Middle Atlantic"
"1871",36075,"New York",76.83685956,78.043215893,2.4695904515,6.4013214136,10837.58,59335,"1",2899,"Northeast","Middle Atlantic"
"1872",36077,"New York",78.320597355,61.517416605,10.632755676,6.1104546303,10211.39775,68962,"1",2695,"Northeast","Middle Atlantic"
"1873",36079,"New York",82.024297071,45.387932855,6.6963945426,5.3915467715,21366.268333,112167,"1",9383,"Northeast","Middle Atlantic"
"1874",36081,"New York",81.411680025,78.564651048,0.0745546481,11.696108938,NA,80180,NA,4443,"Northeast","Middle Atlantic"
"1875",36083,"New York",78.269902638,59.720837684,4.0964465794,5.3144787266,8546.6615091,80040,"1",4585,"Northeast","Middle Atlantic"
"1876",36085,"New York",79.182656732,73.279405302,0.1567635311,5.9176406714,NA,91582,NA,4427,"Northeast","Middle Atlantic"
"1877",36087,"New York",80.964857179,55.968048449,4.3583735359,6.719162095,10719.50625,99839,"1",NA,"Northeast","Middle Atlantic"
"1878",36089,"New York",77.628932122,67.921379333,7.2891816219,6.6371912479,11442.768176,59451,"1",2323,"Northeast","Middle Atlantic"
"1879",36091,"New York",80.727492125,54.055435404,3.5737477899,4.6507124084,10402.944182,93341,"1",4101,"Northeast","Middle Atlantic"
"1880",36093,"New York",77.6690558,58.352102407,2.9814722894,6.0369906356,9078.0358333,74206,"1",4771,"Northeast","Middle Atlantic"
"1881",36095,"New York",79.329644621,22.779238854,1.2665017756,5.6651129437,11330.254667,67975,"1",3330,"Northeast","Middle Atlantic"
"1882",36097,"New York",77.548674394,54.614398422,0.3555402908,5.8676414005,8911.1273333,63233,"1",2775,"Northeast","Middle Atlantic"
"1883",36099,"New York",77.675764524,49.291998405,2.0608994644,7.472503178,11519.7655,65354,"1",2831,"Northeast","Middle Atlantic"
"1884",36101,"New York",77.076078956,54.095372225,4.4006015274,6.6191181919,10889.07425,60558,"1",2703,"Northeast","Middle Atlantic"
"1885",36103,"New York",79.631675243,59.081845189,4.0409064328,6.3219576344,20318.034635,119253,"1",9157,"Northeast","Middle Atlantic"
"1886",36105,"New York",76.659055202,50.967689449,2.8456176088,7.6055662188,15177.012625,63733,"1",4456,"Northeast","Middle Atlantic"
"1887",36107,"New York",78.990096396,59.343907513,1.0604493348,5.2542979943,8810.1353333,76197,"1",3069,"Northeast","Middle Atlantic"
"1888",36109,"New York",80.931855207,55.399687607,5.4483115273,5.5632460955,12140.475333,72025,"1",4994,"Northeast","Middle Atlantic"
"1889",36111,"New York",79.168021737,42.513158761,6.136865652,7.3130884253,15729.384111,79340,"1",5409,"Northeast","Middle Atlantic"
"1890",36113,"New York",78.063195658,59.040974487,5.3344630877,5.5008295313,13521.700889,69849,"1",3197,"Northeast","Middle Atlantic"
"1891",36115,"New York",77.456614347,75.453823649,2.3648603179,6.7439530557,8874.1835,67013,"1",3282,"Northeast","Middle Atlantic"
"1892",36117,"New York",77.949409237,56.802548595,1.9423484489,6.7551671988,11532.762909,70917,"1",3564,"Northeast","Middle Atlantic"
"1893",36119,"New York",82.100403067,60.490999037,1.3585055708,7.0283781797,19370.487025,108037,"1",NA,"Northeast","Middle Atlantic"
"1894",36121,"New York",78.602928442,62.663004273,4.2644503221,5.3871751057,12589.473,65526,"1",3165,"Northeast","Middle Atlantic"
"1895",36123,"New York",77.919923564,NA,0.1792236581,10.70708637,9912.124,62637,"1",2785,"Northeast","Middle Atlantic"
"1896",37001,"North Carolina",75.954972557,41.002391426,11.111975905,17.306272326,-4885.104,61034,"0",1178,"South","South Atlantic"
"1897",37003,"North Carolina",74.593109846,70.586821122,7.5938642901,15.565833213,-242.7305,67717,"0",922,"South","South Atlantic"
"1898",37005,"North Carolina",77.234187285,35.62087806,1.9906552446,21.523398606,-4632.273,49524,"0",757,"South","South Atlantic"
"1899",37007,"North Carolina",71.83531132,24.903609579,4.6267575376,15.95281914,-14623.95,48284,"0",838,"South","South Atlantic"
"1900",37009,"North Carolina",76.300300129,76.267717144,10.580773209,16.157176157,347.9824,54379,"1",921,"South","South Atlantic"
"1901",37011,"North Carolina",75.892068941,NA,0.1933960905,18.010367266,-1904.851,53894,"0",674,"South","South Atlantic"
"1902",37013,"North Carolina",75.058025974,38.669590829,9.1894394512,16.498730237,-9039.387,54415,"0",986,"South","South Atlantic"
"1903",37015,"North Carolina",73.459690409,34.583484602,24.485355139,14.032681979,-20170.86,44434,"0",675,"South","South Atlantic"
"1904",37017,"North Carolina",71.74167437,32.922455922,7.2511461904,17.510613425,-8988.141,46002,"0",842,"South","South Atlantic"
"1905",37019,"North Carolina",77.79173383,44.420306953,8.6126302836,14.105193516,-1614.01,73536,"0",1260,"South","South Atlantic"
"1906",37021,"North Carolina",77.807736984,57.845745966,9.8158863085,14.883993583,1141.6422,67906,"1",1530,"South","South Atlantic"
"1907",37023,"North Carolina",75.132615054,55.906566702,10.005108404,17.461758344,-3296.999,60629,"0",948,"South","South Atlantic"
"1908",37025,"North Carolina",77.649149682,29.351702481,8.2684935713,13.626923843,-5273.239,79649,"0",1694,"South","South Atlantic"
"1909",37027,"North Carolina",73.355233194,57.513079096,15.368314226,16.744382319,-1804.626,53586,"0",883,"South","South Atlantic"
"1910",37029,"North Carolina",77.608268478,18.123525939,1.0496470926,14.07678245,1512.343,82620,"1",1381,"South","South Atlantic"
"1911",37031,"North Carolina",76.664634037,63.174672999,7.7033380626,14.654009752,983.3682,67806,"1",1153,"South","South Atlantic"
"1912",37033,"North Carolina",74.758662721,33.290234107,3.0131167971,16.231788625,-7262.479,54215,"0",785,"South","South Atlantic"
"1913",37035,"North Carolina",74.937118906,40.179178676,9.7878327883,16.563431739,-4242.577,63934,"0",1018,"South","South Atlantic"
"1914",37037,"North Carolina",79.901519572,40.995430101,4.5506711429,14.500766622,-2274.039,84516,"0",1989,"South","South Atlantic"
"1915",37039,"North Carolina",74.460602338,45.853576422,3.1824514111,18.397026216,-791.9492,51607,"0",831,"South","South Atlantic"
"1916",37041,"North Carolina",74.548774808,34.142172115,16.281895063,14.824324324,-8321.42,55818,"0",1047,"South","South Atlantic"
"1917",37043,"North Carolina",76.591073948,NA,1.0997645723,20.170357751,-2846.975,57698,"0",773,"South","South Atlantic"
