,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
36017,New York,Chenango,75.8,75.0,76.6,,,,,,,,,,,,,,,,,,,,,,818,434,402,467,,,,,,,,,,,,,,,,,,,,,,25,59,38,87,,,,,,,,,,,,,,,,,,,,,,27,8,5,12,,,,,,,,,,,,,,,,,,,,,,11,9,13,16,14,19,10,9,11,58,146,4910,10,915,2,43,31,22,41,,,,,,,,,,,,,,,,,,,,,,36,35,38,1620,6,5,7,263,3,2,3,112,893:1,552,90,14,7,21,,,,,,,,,,,,,0.06,24611,11700,45636,55253,0.83,0.77,0.88,60755,55093,66417,,,,55234,273,110195,70750,4481,137019,82500,42632,122368,61535,58578,64492,45,64,37,13,5,,,,,,,,,,,,,,,,,,,,,,,,,39,16,11,23,17,,,,,,,,,,,,,,,,,,,,,,26,11,7,16,,,,,,,,,,,,,,,,,,,,,,40,12,9,16,,,,,,,,,,,,,,,,,,,,,,19,11,4400,7,60.1,55.9,21,15170,76,75,78,1866,10,8,11,85,16981,83,87,46458,20.3,22.4,420,0.9,207,0.4,264,0.6,8,0.0,1180,2.5,43797,94.3,175,0,0,1,49.5,39362,83.4
36019,New York,Clinton,78.7,78.1,79.3,87.4,80.0,94.8,,,,,,,81.4,77.9,84.9,,,,,,,78.3,77.7,78.9,1087,353,331,375,,,,,,,,,,,,,,,,,,,,,,24,35,22,52,,,,,,,,,,,,,,,,,,,,,,29,6,4,8,,,,,,,,,,,,,,,,,,,,,,11,10,13,16,14,19,10,9,12,175,252,8220,10,2650,3,36,15,11,21,,,,,,,,,,,,,,,,,,,,,,33,32,35,2790,6,5,7,418,3,2,4,132,757:1,833,88,4,1,6,,,,,,,,,,,,,0.10,23465,10633,51986,57621,0.90,0.83,0.98,65272,59306,71238,,,,65901,45742,86060,55506,41896,69116,60313,42012,78614,68010,64302,71718,42,65,38,27,7,,,,,,,,,,,,,,,,,,,,,,,,,45,11,8,15,11,,,,,,,,,,,,,,,,,,,,,,19,5,3,7,,,,,,,,,,,,,,,,,,,,,,35,6,4,9,,,,,,,,,,,,,,,,,,,,,,30,8,6400,6,55.7,63.1,42,22542,69,67,71,3866,12,11,14,86,27958,83,88,78753,17.9,19.4,2530,3.2,366,0.5,1099,1.4,28,0.0,2313,2.9,71287,90.5,275,0,0,1,48.9,50885,63.7
36021,New York,Columbia,79.5,78.7,80.3,98.1,65.3,130.9,,,,,,,73.1,68.6,77.5,,,,,,,79.7,78.8,80.5,874,336,311,361,347,226,508,,,,,,,688,518,895,,,,,,,324,297,350,21,47,29,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,16,14,18,9,8,10,223,406,5110,8,4499,7,35,19,13,27,,,,,,,,,,,,,,,,,,,,,,34,32,36,2216,6,5,7,367,4,2,5,91,1094:1,522,89,14,7,20,,,,,,,,,,,,,0.12,27392,14564,58354,63415,0.92,0.85,0.99,83533,77091,89975,,,,107054,17375,196733,23004,11084,34924,68235,37922,98548,85165,80113,90217,47,59,35,16,7,,,,,,,,,,,,,,,,,,,,,,,,,44,14,10,19,15,,,,,,,,,,,,,,,,,,,,,,21,7,4,11,,,,,,,,,,,,,,,,,,,,,,47,11,8,15,,,,,,,,,,,,,,,,,,,,,,16,10,4800,5,74.7,53.6,24,18868,75,73,76,3764,15,13,18,86,21648,84,87,61286,15.6,26.6,2668,4.4,226,0.4,1397,2.3,38,0.1,3586,5.9,52233,85.2,711,1,1,2,49.5,50960,82.8
36023,New York,Cortland,76.7,75.9,77.5,,,,,,,,,,,,,,,,,,,,,,705,424,391,457,,,,,,,,,,,,,,,,,,,,,,16,34,19,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,17,14,19,9,8,11,46,114,4560,10,2127,4,42,30,21,40,,,,,,,,,,,,,,,,,,,,,,36,34,38,1567,6,5,7,251,3,2,4,121,824:1,486,87,,,,,,,,,,,,,,,,0.07,22764,10529,46920,55863,0.84,0.79,0.89,58274,52711,63837,,,,,,,28700,7686,49714,37283,24697,49869,66715,62685,70745,50,68,39,24,10,,,,,,,,,,,,,,,,,,,,,,,,,23,9,6,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8,6,12,,,,,,,,,,,,,,,,,,,,,,16,8,4200,6,57.4,61.6,69,12213,66,64,68,2426,14,11,16,84,15524,82,86,46126,18.5,17.4,937,2.0,197,0.4,541,1.2,20,0.0,1493,3.2,42176,91.4,147,0,0,1,50.6,21943,46.9
36025,New York,Delaware,77.5,76.6,78.4,79.2,73.2,85.1,,,,,,,,,,,,,,,,77.5,76.6,78.4,758,396,363,428,,,,,,,,,,,,,,,,,,,,,,15,43,24,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,17,15,20,10,8,11,48,121,4950,11,1774,4,30,23,15,32,,,,,,,,,,,,,,,,,,,,,,35,33,36,1569,6,5,8,209,3,2,4,96,1040:1,432,85,6,3,9,,,,,,,,,,,,,0.09,28311,12186,44660,51836,0.86,0.78,0.94,61424,56423,66425,63500,57408,69592,57708,18406,97010,,,,43056,29398,56714,58958,56206,61710,41,60,37,17,10,,,,,,,,,,,,,,,,,,,,,,,,,43,19,13,26,19,,,,,,,,,,,,,,,,,,,,,,29,13,9,19,,,,,,,,,,,,,,,,,,,,,,35,11,8,16,,,,,,,,,,,,,,,,,,,,,,23,6,3500,8,63.2,42.7,6,14490,77,75,79,2548,14,12,16,84,15777,82,87,44740,15.7,26.8,810,1.8,182,0.4,573,1.3,32,0.1,2123,4.7,40513,90.6,336,1,0,1,49.0,40120,90.5
36027,New York,Dutchess,79.7,79.4,80.0,83.4,82.0,84.9,,,,93.3,88.4,98.3,76.6,75.6,77.7,,,,,,,79.3,79.0,79.7,3572,315,304,326,229,199,260,,,,138,103,181,445,403,487,,,,,,,322,309,335,91,35,28,43,30,17,50,,,,,,,76,48,115,,,,,,,31,23,41,70,4,3,5,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,17,9,8,11,872,336,21410,7,16830,6,296,33,30,37,28,19,39,,,,,,,37,26,52,,,,,,,36,31,41,34,33,36,10013,6,5,7,1570,3,2,3,127,789:1,3287,88,7,5,8,,,,,,,,,,,,,0.12,27366,13966,61597,76571,0.80,0.76,0.85,90740,86355,95125,108750,53262,164238,123810,92124,155496,58398,52866,63930,69625,56498,82752,101421,97858,104984,36,46,35,108,8,2,1,3,,,,,,,,,,9,6,14,,,,,,,1,1,2,208,13,11,15,14,,,,,,,,,,,,,,,,,,,,,,88,6,5,7,,,,,,,,,,6,3,12,,,,,,,7,6,9,173,8,7,10,6,4,10,,,,,,,10,6,16,,,,,,,9,7,10,33,46,26300,3,67.6,64.9,77,78430,69,68,70,17958,16,15,17,92,104422,91,92,297545,18.1,19.5,31918,10.7,1664,0.6,11280,3.8,280,0.1,43265,14.5,204255,68.6,5722,2,2,2,50.1,93921,31.7
36029,New York,Erie,77.5,77.4,77.7,77.2,76.1,78.3,71.0,68.1,74.0,85.3,83.3,87.2,71.1,70.5,71.6,,,,,,,78.6,78.4,78.8,13141,379,372,386,459,420,498,690,561,819,213,181,245,713,685,741,,,,,,,332,325,339,417,49,45,54,69,52,89,,,,33,19,55,97,81,113,,,,,,,35,30,40,442,6,6,7,9,7,12,,,,,,,12,11,14,,,,,,,5,4,5,11,9,12,16,14,19,9,8,11,2359,290,94150,10,52889,6,789,28,26,30,43,33,54,102,58,165,,,,45,38,52,,,,,,,25,23,28,36,34,37,26896,5,4,5,3740,2,1,2,209,478:1,9894,89,5,4,6,,,,,,,,,,,,,0.28,20119,7246,53701,63237,0.85,0.82,0.87,69888,67591,72185,34347,26687,42007,53058,48269,57847,40229,37520,42938,39511,35659,43363,76137,75050,77224,47,72,44,316,6,7,6,7,13,10,18,,,,,,,34,30,38,,,,,,,2,1,2,488,10,9,11,11,8,5,12,,,,,,,4,3,7,,,,,,,12,10,13,387,8,8,9,15,11,21,,,,,,,30,26,34,,,,,,,5,4,5,354,5,5,6,4,2,6,,,,,,,9,7,11,,,,,,,5,5,6,169,409,83200,7,67.4,69.4,184,264980,65,65,66,55559,14,13,15,88,356418,87,88,950312,19.8,19.5,124223,13.1,7536,0.8,45701,4.8,523,0.1,58274,6.1,698016,73.5,16281,2,2,2,51.2,98368,10.3
36031,New York,Essex,78.5,77.6,79.5,,,,,,,,,,,,,,,,,,,,,,572,347,315,379,,,,,,,,,,,,,,,,,,,,,,11,42,21,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,15,13,17,9,8,10,56,168,3340,9,259,1,20,18,11,28,,,,,,,,,,,,,,,,,,,,,,34,32,35,1413,7,6,8,192,3,2,4,79,1273:1,,,,,,,,,,,,,,,,,,0.17,30360,15294,46959,56058,0.84,0.74,0.93,62376,55568,69184,,,,,,,,,,82315,67009,97621,68822,64609,73035,48,,37,13,9,,,,,,,,,,,,,,,,,,,,,,,,,20,11,6,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,3,9,,,,,,,,,,,,,,,,,,,,,,12,7,2900,7,63.7,42.6,8,12129,77,75,79,1691,11,9,13,87,13732,85,89,36910,15.5,26.4,636,1.7,212,0.6,286,0.8,22,0.1,1108,3.0,34252,92.8,189,1,0,1,48.6,32335,86.5
36033,New York,Franklin,77.8,77.0,78.6,86.8,74.6,99.0,77.4,72.1,82.6,,,,79.0,73.0,85.0,,,,,,,77.4,76.5,78.2,677,368,339,397,,,,466,343,620,,,,,,,,,,,,,383,350,415,19,44,26,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,17,15,19,12,10,13,151,367,5670,12,3912,8,24,16,10,24,,,,,,,,,,,,,,,,,,,,,,35,33,36,1710,7,6,8,261,3,2,4,149,672:1,510,88,7,3,11,,,,,,,,,,,,,0.46,26017,12873,48032,52005,0.92,0.83,1.02,59192,53685,64699,47378,19889,74867,143667,74892,212442,75536,14914,136158,75250,15060,135440,61119,57658,64580,49,,38,19,8,,,,,,,,,,,,,,,,,,,,,,,,,31,11,8,16,12,,,,,,,,,,,,,,,,,,,,,,11,4,2,8,,,,,,,,,,,,,,,,,,,,,,34,10,7,14,,,,,,,,,,,,,,,,,,,,,,20,26,4500,10,48.6,50.3,26,13423,71,69,73,2090,12,9,14,83,15686,81,85,46373,20.2,19.9,1263,2.7,3697,8.0,259,0.6,12,0.0,1288,2.8,39368,84.9,128,0,0,1,47.7,33384,70.2
36035,New York,Fulton,75.9,75.2,76.7,78.7,72.9,84.5,,,,,,,,,,,,,,,,75.8,75.0,76.6,941,448,418,479,,,,,,,,,,,,,,,,,,,,,,14,30,16,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,16,20,10,9,12,65,142,6280,12,2113,4,35,22,15,31,,,,,,,,,,,,,,,,,,,,,,34,32,36,2033,6,5,8,305,3,2,4,110,908:1,615,83,,,,,,,,,,,,,,,,0.07,22357,11273,41144,55727,0.74,0.66,0.81,61512,57062,65962,,,,110844,8571,213117,,,,46319,18834,73804,61386,57694,65078,51,63,37,13,5,,,,,,,,,,,,,,,,,,,,,,,,,43,16,11,22,16,,,,,,,,,,,,,,,,,,,,,,20,7,5,12,,,,,,,,,,,,,,,,,,,,,,46,12,9,16,,,,,,,,,,,,,,,,,,,,,,34,15,5000,10,56.7,56.0,38,15265,69,67,71,2678,13,10,15,84,18572,82,86,52669,19.5,21.3,1043,2.0,175,0.3,464,0.9,26,0.0,2266,4.3,47820,90.8,91,0,0,0,50.0,27038,50.7
36037,New York,Genesee,77.5,76.8,78.2,86.6,78.3,94.9,,,,,,,,,,,,,,,,77.5,76.8,78.3,803,364,337,390,,,,,,,,,,706,461,1034,,,,,,,362,334,390,20,38,24,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,16,14,18,9,8,10,93,187,5380,9,929,2,41,24,17,32,,,,,,,,,,,,,,,,,,,,,,34,32,35,2047,6,5,7,307,3,2,3,89,1128:1,643,92,7,3,11,,,,,,,,,,,,,0.10,21277,11568,45053,59879,0.75,0.69,0.81,68973,61566,76380,50221,29481,70961,47813,17475,78151,,,,60729,34666,86792,69735,65325,74145,42,65,33,19,6,,,,,,,,,,,,,,,,,,,,,,,,,31,12,8,17,11,,,,,,,,,,,,,,,,,,,,,,11,4,2,7,,,,,,,,,,,,,,,,,,,,,,40,10,7,13,,,,,,,,,,,,,,,,,,,,,,6,17,5400,4,65.1,64.3,38,17919,73,71,75,2483,10,9,12,88,21375,86,89,57535,20.0,20.6,1484,2.6,682,1.2,404,0.7,8,0.0,2143,3.7,51830,90.1,222,0,0,1,50.1,36271,62.1
36039,New York,Greene,78.1,77.3,78.9,85.7,77.3,94.1,,,,,,,76.3,69.4,83.2,,,,,,,77.8,76.9,78.7,764,385,355,415,,,,,,,,,,668,473,917,,,,,,,389,357,422,16,45,26,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,13,16,14,18,9,8,11,172,399,4010,8,967,2,47,33,24,44,,,,,,,,,,,,,,,,,,,,,,36,34,37,1810,7,5,8,281,3,2,5,96,1045:1,447,90,15,8,22,,,,,,,,,,,,,0.07,27726,13960,54798,60371,0.91,0.81,1.01,71433,65014,77852,,,,61900,13838,109962,25788,22862,28714,64364,36675,92053,71429,65666,77192,40,57,32,13,6,,,,,,,,,,,,,,,,,,,,,,,,,42,16,11,22,18,,,,,,,,,,,,,,,,,,,,,,20,8,5,13,,,,,,,,,,,,,,,,,,,,,,44,13,10,18,,,,,,,,,,,,,,,,,,,,,,12,18,3500,9,65.3,44.9,15,13589,76,74,77,2331,13,11,16,80,14341,78,82,48061,15.8,24.4,2335,4.9,241,0.5,649,1.4,23,0.0,3255,6.8,40694,84.7,458,1,0,1,48.2,35090,73.2
36041,New York,Hamilton,79.2,77.0,81.4,,,,,,,,,,,,,,,,,,,,,,82,312,231,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,17,15,19,9,8,11,,,480,10,590,12,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,38,242,9,7,10,49,7,5,9,78,1280:1,,,,,,,,,,,,,,,,,,,42067,29107,45585,50441,0.90,0.65,1.15,62149,53225,71073,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,300,0,91.0,22.4,2,1465,85,82,88,146,9,4,14,86,1477,83,89,5118,12.4,34.0,59,1.2,14,0.3,42,0.8,5,0.1,108,2.1,4816,94.1,10,0,0,2,49.6,5107,100.0
36043,New York,Herkimer,78.1,77.4,78.8,,,,,,,,,,,,,,,,,,,,,,951,377,351,403,,,,,,,,,,,,,,,,,,,,,,25,44,29,66,,,,,,,,,,,,,,,,,,,,,,29,7,5,10,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,14,19,9,8,11,49,95,6550,11,2695,4,31,17,12,24,,,,,,,,,,,,,,,,,,,,,,35,33,37,2181,6,5,7,371,3,2,4,57,1759:1,707,88,12,6,19,,,,,,,,,,,,,0.24,23311,9655,47196,55028,0.86,0.79,0.92,62197,57233,67161,,,,,,,22742,15215,30269,84018,19122,148914,69669,65818,73520,57,73,37,11,4,,,,,,,,,,,,,,,,,,,,,,,,,37,11,8,16,12,,,,,,,,,,,,,,,,,,,,,,24,8,5,12,,,,,,,,,,,,,,,,,,,,,,33,8,5,11,,,,,,,,,,,,,,,,,,,,,,68,9,6000,13,60.9,54.6,48,18744,76,74,78,2210,9,8,11,86,21113,84,87,59822,20.2,22.4,835,1.4,210,0.4,404,0.7,21,0.0,1649,2.8,55861,93.4,267,0,0,1,49.9,31634,52.6
36045,New York,Jefferson,77.3,76.8,77.9,82.8,78.8,86.8,,,,102.1,57.9,146.4,90.8,54.8,126.7,,,,,,,76.9,76.3,77.4,1352,380,359,401,213,116,357,,,,,,,510,341,732,,,,,,,396,374,419,71,61,47,76,,,,,,,,,,,,,,,,,,,,,,84,6,5,8,,,,,,,,,,,,,,,,,,,,,,10,9,12,15,13,17,10,9,11,162,170,13010,11,6820,6,79,24,19,29,,,,,,,,,,,,,,,,,,,,,,34,32,35,4083,6,5,7,801,3,2,4,195,512:1,1174,87,9,5,13,,,,,,,,,,,,,0.08,20144,6892,42715,50292,0.85,0.78,0.92,58763,52085,65441,,,,76850,59143,94557,60278,56555,64001,52348,43433,61263,64602,61573,67631,46,55,42,36,4,2,1,3,,,,,,,,,,,,,,,,,,,,,,83,14,11,18,15,,,,,,,,,,,,,,,,,,,,,,42,7,5,10,,,,,,,,,,,,,,,,,,,,,,81,10,8,13,,,,,,,,,,,,,,,,,,,,,,25,30,10400,5,53.3,48.1,38,25123,54,53,56,5726,13,11,14,89,40921,88,90,116637,23.5,15.2,6817,5.8,829,0.7,2189,1.9,412,0.4,9376,8.0,94112,80.7,645,1,0,1,46.9,57637,49.4
36047,New York,Kings,80.3,80.1,80.4,79.9,79.6,80.2,,,,86.1,85.7,86.6,77.6,77.3,77.8,,,,,,,82.0,81.8,82.1,27885,332,328,336,351,341,361,,,,182,174,190,454,446,462,,,,,,,252,247,258,898,35,33,38,27,23,32,,,,22,17,28,56,50,61,,,,,,,26,23,29,943,4,3,4,3,2,3,,,,2,2,3,7,6,7,,,,,,,2,2,2,10,9,12,16,14,17,11,10,13,26096,1187,377100,14,41,0,1434,19,18,19,24,22,27,,,,3,2,4,21,19,23,,,,,,,17,15,18,37,36,38,142343,9,8,9,15040,2,2,3,94,1066:1,22561,78,8,8,9,,,,,,,,,,,,,0.29,,,63537,69282,0.92,0.90,0.94,73244,71325,75163,57771,52481,63061,82647,79669,85625,59090,57866,60314,55916,53714,58118,99789,97543,102035,75,74,50,1535,8,5,5,5,4,3,5,,,,1,1,1,13,12,14,,,,,,,1,1,2,723,5,5,6,6,4,4,5,,,,5,4,6,4,3,5,,,,,,,7,6,8,531,4,4,4,2,2,3,,,,,,,10,9,11,,,,,,,1,1,2,660,4,3,4,4,3,5,,,,3,2,4,4,4,5,,,,,,,3,3,4,,302,230300,,55.4,57.1,633,302505,30,30,31,248566,26,25,26,86,861121,86,87,2590516,22.1,15.6,754233,29.1,25384,1.0,341589,13.2,2787,0.1,489451,18.9,951103,36.7,281988,11,11,12,52.3,0,0.0
36049,New York,Lewis,78.5,77.4,79.6,,,,,,,,,,,,,,,,,,,,,,336,339,300,378,,,,,,,,,,,,,,,,,,,,,,12,46,24,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,16,14,18,10,9,11,15,67,2420,9,1216,4,14,18,10,30,,,,,,,,,,,,,,,,,,,,,,34,32,36,927,6,5,7,167,3,2,3,112,890:1,312,91,,,,,,,,,,,,,,,,0.06,22366,9093,45760,54059,0.85,0.76,0.93,64452,56623,72281,85938,84451,87425,,,,86250,23255,149245,39792,15400,64184,64315,61326,67304,44,,35,8,5,,,,,,,,,,,,,,,,,,,,,,,,,23,20,12,30,17,,,,,,,,,,,,,,,,,,,,,,10,8,4,14,,,,,,,,,,,,,,,,,,,,,,15,8,5,13,,,,,,,,,,,,,,,,,,,,,,5,7,2700,4,64.6,44.4,15,8620,81,79,82,1067,10,8,12,83,8871,81,85,26699,22.3,20.8,177,0.7,92,0.3,125,0.5,32,0.1,435,1.6,25570,95.8,87,0,0,1,48.9,26582,100.0
36051,New York,Livingston,79.4,78.7,80.1,82.8,75.6,90.1,,,,,,,,,,,,,,,,79.2,78.5,79.9,751,308,284,332,,,,,,,,,,,,,,,,,,,,,,19,34,20,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,15,13,17,9,8,10,109,201,4950,8,2557,4,35,19,13,26,,,,,,,,,,,,,,,,,,,,,,33,31,34,1810,5,4,6,278,2,2,3,88,1139:1,636,93,7,3,11,,,,,,,,,,,,,0.09,20888,9031,51102,60857,0.84,0.78,0.90,75077,69527,80627,,,,66488,31795,101181,59250,1142,117358,60563,34883,86243,71555,67264,75846,42,57,34,18,7,,,,,,,,,,,,,,,,,,,,,,,,,46,14,10,19,15,,,,,,,,,,,,,,,,,,,,,,24,8,5,11,,,,,,,,,,,,,,,,,,,,,,41,9,7,13,,,,,,,,,,,,,,,,,,,,,,24,13,5300,7,62.3,63.0,19,18546,77,76,78,2424,10,9,12,87,20950,85,89,61516,17.5,20.3,1107,1.8,312,0.5,827,1.3,32,0.1,2542,4.1,55922,90.9,296,0,0,1,50.0,44136,71.4
36053,New York,Madison,79.6,79.0,80.3,91.7,80.6,102.9,,,,,,,,,,,,,,,,79.4,78.7,80.1,843,308,286,330,,,,,,,,,,,,,,,,,,,,,,22,33,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,12,16,14,19,9,7,10,47,80,5430,8,4248,6,40,19,14,26,,,,,,,,,,,,,,,,,,,,,,33,31,35,1829,5,4,6,329,2,2,3,133,754:1,716,89,3,2,5,,,,,,,,,,,,,0.06,23147,9691,50236,58147,0.86,0.81,0.91,69851,65428,74274,43295,39385,47205,127917,67691,188143,,,,55208,17684,92732,68750,65266,72234,39,71,35,18,6,,,,,,,,,,,,,,,,,,,,,,,,,45,12,9,17,13,,,,,,,,,,,,,,,,,,,,,,21,6,4,9,,,,,,,,,,,,,,,,,,,,,,52,11,8,14,,,,,,,,,,,,,,,,,,,,,,12,52,6300,10,60.6,64.0,25,19606,78,76,80,3119,13,11,15,87,21857,85,89,67097,18.4,20.5,1232,1.8,524,0.8,642,1.0,24,0.0,1738,2.6,61968,92.4,198,0,0,1,50.2,47040,69.2
36055,New York,Monroe,78.6,78.4,78.8,77.6,76.7,78.5,,,,85.4,83.7,87.1,71.0,70.4,71.6,,,,,,,80.1,79.9,80.3,9206,341,334,349,411,379,443,,,,190,158,221,676,647,705,,,,,,,284,276,292,336,48,43,53,49,36,64,,,,,,,111,93,129,,,,,,,28,23,33,377,7,6,8,8,6,10,,,,,,,14,12,16,,,,,,,4,3,5,11,9,12,16,14,18,10,9,11,2334,361,72790,10,51065,7,693,31,29,33,47,38,57,,,,,,,52,44,59,,,,,,,26,24,29,32,31,33,24752,6,5,6,3332,2,1,3,266,376:1,8490,87,6,5,7,,,,,,,,,,,,,0.24,21551,9752,54330,66034,0.82,0.80,0.85,68169,65375,70963,40114,31629,48599,70119,62585,77653,39892,37532,42252,44784,40302,49266,81486,80097,82875,52,64,46,185,5,7,6,7,9,7,12,,,,,,,31,27,35,,,,,,,2,1,2,384,10,9,11,10,8,5,12,,,,8,4,14,8,6,11,,,,,,,11,9,12,294,8,7,9,8,5,11,,,,,,,28,24,33,,,,,,,4,3,5,338,6,6,7,7,5,10,,,,,,,9,7,11,,,,,,,6,5,7,194,141,69600,5,67.7,66.0,184,200332,64,63,64,44341,14,14,15,88,278097,88,89,752035,20.1,18.9,111141,14.8,3379,0.4,29267,3.9,652,0.1,74472,9.9,518238,68.9,16388,2,2,2,51.4,61668,8.1
36057,New York,Montgomery,76.0,75.3,76.8,76.1,73.3,78.9,,,,,,,,,,,,,,,,76.1,75.3,77.0,805,429,398,461,532,422,661,,,,,,,,,,,,,,,,419,385,453,30,61,41,87,,,,,,,,,,,,,,,,,,,,,,32,7,5,11,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,19,11,9,12,85,205,5820,12,9225,18,25,17,11,25,,,,,,,,,,,,,,,,,,,,,,36,34,37,1890,7,5,8,333,3,2,4,123,813:1,564,87,13,7,20,,,,,,,,,,,,,0.20,21717,8459,44238,54189,0.82,0.76,0.88,58176,52880,63472,26311,26085,26537,40929,22655,59203,33259,19644,46874,40938,29690,52186,60819,57687,63951,55,60,39,8,3,,,,,,,,,,,,,,,,,,,,,,,,,32,13,9,19,13,,,,,,,,,,,,,,,,,,,,,,20,8,5,13,,,,,,,,,,,,,,,,,,,,,,31,9,6,13,,,,,,,,,,,,,,,,,,,,,,36,21,5100,11,56.7,58.3,60,13001,69,67,71,2521,14,12,16,80,15094,77,82,49623,23.0,19.5,1284,2.6,338,0.7,538,1.1,88,0.2,7862,15.8,39066,78.7,998,2,1,3,50.2,22501,45.4
36059,New York,Nassau,81.5,81.4,81.6,83.2,82.6,83.7,102.1,81.6,122.5,87.6,86.9,88.4,78.2,77.7,78.7,,,,,,,81.6,81.4,81.7,12740,247,242,251,241,229,253,,,,142,132,153,383,366,400,,,,,,,240,234,245,324,25,22,28,29,23,35,,,,24,17,34,54,43,67,,,,,,,16,13,19,294,3,3,3,3,2,4,,,,2,1,3,8,6,9,,,,,,,2,2,2,8,7,10,13,11,15,9,8,10,2833,239,60640,4,6490,0,754,18,17,20,14,11,17,,,,3,2,5,16,13,21,,,,,,,23,21,25,34,33,36,41840,5,5,6,6424,2,2,3,198,506:1,16761,93,5,4,5,,,,,,,,,,,,,0.28,29874,18193,73425,91662,0.80,0.78,0.82,135528,131520,139536,137196,122240,152152,163934,156216,171652,124396,119386,129406,116340,110303,122377,142679,139594,145764,27,77,29,363,5,2,1,2,3,2,4,,,,,,,6,5,8,,,,,,,1,1,1,408,6,5,6,6,3,2,4,,,,5,4,7,5,3,7,,,,,,,7,6,8,157,2,2,3,2,1,2,,,,,,,5,4,7,,,,,,,2,2,3,580,6,6,7,7,6,8,,,,4,3,6,10,8,11,,,,,,,5,5,6,294,222,136100,4,76.0,71.8,306,372021,82,81,82,79517,18,17,18,93,422445,92,93,1383726,21.2,18.9,163724,11.8,8644,0.6,178834,12.9,1609,0.1,247646,17.9,772215,55.8,63757,5,5,5,50.7,5989,0.4
