,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
37059,North Carolina,Davie,77.0,76.0,77.9,93.5,76.3,110.6,,,,,,,69.3,64.9,73.7,,,,,,,77.1,76.1,78.1,712,413,380,446,,,,,,,,,,700,536,897,,,,,,,407,371,442,27,68,45,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,13,16,14,19,9,8,11,41,110,5050,12,3458,8,39,30,21,41,,,,,,,,,,,,,,,,,,,,,,32,31,34,3630,14,12,17,593,6,4,8,93,1075:1,467,88,,,,3.3,,,2.4,2.9,3.4,3.0,,,2.4,2.8,3.1,0.03,10301,-1272,45141,56440,0.80,0.68,0.92,63436,55687,71185,,,,,,,39083,12457,65709,58063,21396,94730,70496,65744,75248,37,31,32,16,8,,,,,,,,,,,,,,,,,,,,,,,,,29,13,9,20,13,,,,,,,,,,,,,,,,,,,,,,25,12,8,17,,,,,,,,,,,,,,,,,,,,,,37,12,9,17,,,,,,,,,,,,,,,,,,,,,,66,10,3200,24,78.5,69.3,21,13556,82,80,85,1644,10,8,13,91,15018,89,94,44090,20.5,22.3,2743,6.2,323,0.7,409,0.9,20,0.0,3377,7.7,36618,83.1,487,1,1,2,50.8,30087,70.4
37061,North Carolina,Duplin,74.9,74.0,75.7,80.8,76.6,84.9,,,,,,,71.7,69.9,73.6,,,,,,,74.9,73.7,76.0,1047,521,487,555,302,232,386,,,,,,,683,603,763,,,,,,,519,473,565,45,76,56,102,66,37,109,,,,,,,113,62,189,,,,,,,69,38,113,47,9,7,13,,,,,,,,,,,,,,,,,,,,,,13,12,15,17,15,20,13,11,15,138,342,6480,13,3697,6,44,26,19,36,,,,,,,,,,25,12,46,,,,,,,38,26,54,35,33,36,6578,24,21,27,997,8,6,11,94,1065:1,707,86,13,6,19,2.8,,,2.5,2.6,3.1,2.7,,,2.3,2.7,2.9,0.09,9896,-8877,35927,44067,0.82,0.74,0.89,51270,44461,58079,,,,90662,34029,147295,36459,31178,41740,47147,35157,59137,58827,53268,64386,99,34,29,27,9,6,4,9,,,,,,,,,,,,,,,,,,,,,,32,11,7,16,11,,,,,,,,,,,,,,,,,,,,,,34,12,8,17,,,,,,,,,,,,,,,,,,,,,,129,32,27,38,23,14,35,,,,,,,42,30,57,,,,,,,32,25,41,27,12,4900,8,57.5,47.6,9,14077,69,67,72,2186,11,9,14,76,15395,73,79,48990,24.0,19.9,11630,23.7,780,1.6,431,0.9,281,0.6,11705,23.9,24547,50.1,3317,7,6,9,50.6,48715,100.0
37063,North Carolina,Durham,79.4,79.1,79.7,85.5,82.4,88.6,,,,91.5,87.3,95.7,75.2,74.6,75.8,,,,,,,81.5,81.1,82.0,3501,329,317,340,220,186,254,,,,111,82,147,485,462,508,,,,,,,253,238,267,196,64,55,73,61,44,81,,,,,,,94,76,112,,,,,,,34,23,48,175,6,5,7,4,3,6,,,,,,,11,9,13,,,,,,,3,2,4,10,8,11,14,12,16,11,9,12,1813,650,30870,10,21595,8,225,23,20,26,,,,,,,,,,38,32,45,,,,,,,19,15,24,33,31,34,29505,15,13,16,3912,6,4,8,303,330:1,3618,82,6,4,8,2.8,,3.5,2.6,2.6,3.8,2.8,,3.6,2.6,2.7,3.7,0.11,12723,-9486,56471,62433,0.90,0.85,0.96,79524,73456,85592,66368,41012,91724,90230,71676,108784,55970,52639,59301,56936,52810,61062,97113,91873,102353,55,39,31,159,8,12,11,13,8,5,12,,,,,,,26,23,30,,,,,,,3,2,4,154,9,8,11,10,5,2,9,,,,,,,6,4,8,,,,,,,14,11,16,244,15,13,17,8,5,12,,,,,,,28,24,33,,,,,,,9,7,12,231,10,9,12,12,8,16,,,,,,,13,11,16,,,,,,,9,7,11,83,167,20800,12,79.8,60.1,134,75033,55,54,56,17092,13,12,14,92,124222,91,93,332680,19.3,14.8,113043,34.0,3259,1.0,20005,6.0,456,0.1,46350,13.9,144895,43.6,15051,5,4,5,52.1,16609,5.1
37065,North Carolina,Edgecombe,71.2,70.3,72.1,,,,,,,,,,70.0,68.7,71.2,,,,,,,71.9,70.5,73.4,1253,665,625,705,,,,,,,,,,725,669,782,,,,,,,626,563,689,54,108,81,141,,,,,,,,,,,,,,,,,,,,,,46,11,8,15,,,,,,,,,,,,,,,,,,,,,,14,12,16,18,16,21,15,13,17,279,684,7100,14,5406,10,61,40,31,52,,,,,,,,,,30,20,44,,,,,,,63,44,88,38,37,39,3723,14,12,16,411,4,2,5,87,1150:1,525,84,12,6,19,2.5,,,2.3,2.5,3.1,2.4,,,2.2,2.4,2.8,0.11,11896,-11877,40380,46035,0.88,0.80,0.95,48770,43510,54030,76181,39090,113272,,,,38570,33019,44121,55266,30840,79692,63022,52991,73053,90,46,32,26,9,18,14,23,,,,,,,,,,,,,,,,,,,,,,36,13,9,18,14,,,,,,,,,,,,,,,,,,,,,,70,27,21,35,,,,,,,,,,34,25,45,,,,,,,22,13,34,117,32,26,38,,,,,,,,,,34,27,43,,,,,,,31,22,42,28,62,4000,23,64.6,57.0,35,11978,62,60,64,3109,17,14,20,76,14655,73,78,48301,22.6,21.2,27306,56.5,412,0.9,225,0.5,74,0.2,2847,5.9,17097,35.4,382,1,0,1,53.3,21905,44.8
37067,North Carolina,Forsyth,76.7,76.4,77.0,82.5,80.2,84.7,,,,93.0,86.5,99.5,72.9,72.2,73.5,,,,,,,77.6,77.2,78.0,5500,412,401,423,293,258,329,,,,118,81,166,571,544,597,,,,,,,378,364,392,249,63,55,71,44,32,60,,,,,,,110,90,130,,,,,,,48,38,60,263,9,8,10,7,5,10,,,,,,,14,12,17,,,,,,,6,5,7,11,9,13,16,13,18,11,9,13,1686,519,44070,12,49909,14,372,32,29,36,17,11,24,,,,,,,32,25,39,,,,,,,39,34,43,32,31,34,35947,16,15,18,4473,5,4,6,314,318:1,4561,85,6,4,8,3.0,,3.6,2.7,2.6,3.6,2.9,,4.1,2.4,2.6,3.4,0.13,10626,-7140,45880,54170,0.85,0.81,0.89,62992,59309,66675,61250,35355,87145,101434,93721,109147,40436,38374,42498,47265,41325,53205,74402,72276,76528,49,49,29,102,5,8,7,9,9,6,13,,,,,,,20,17,24,,,,,,,2,2,3,237,12,10,13,12,7,3,15,,,,,,,7,5,10,,,,,,,16,13,18,297,16,14,17,12,8,17,,,,,,,24,19,28,,,,,,,14,11,16,320,12,11,13,11,8,15,,,,,,,13,10,16,,,,,,,13,11,15,266,344,30500,20,73.7,64.4,85,94800,62,61,63,20846,14,13,15,87,132956,86,88,389157,22.3,17.2,100540,25.8,3869,1.0,10803,2.8,719,0.2,55503,14.3,213447,54.8,9865,3,2,3,52.3,29006,7.6
37069,North Carolina,Franklin,76.9,76.2,77.6,101.6,67.6,135.5,,,,,,,74.8,73.3,76.4,,,,,,,77.1,76.2,77.9,1118,418,393,444,246,165,354,,,,,,,522,464,580,,,,,,,403,371,434,36,53,37,73,,,,,,,,,,,,,,,,,,,,,,39,8,5,10,,,,,,,,,,,,,,,,,,,,,,11,10,13,16,14,19,11,9,13,140,230,6980,10,1315,2,59,28,21,36,,,,,,,,,,,,,,,,,,,,,,35,33,36,6686,16,14,18,997,6,4,8,34,2982:1,678,82,9,4,15,2.9,,,2.7,2.6,3.3,2.9,,,2.6,2.8,3.1,0.05,10538,-4106,49178,52827,0.93,0.85,1.01,72415,68211,76619,42974,21020,64928,63750,8234,119266,55128,46745,63511,61700,52865,70535,79420,72950,85890,53,28,25,21,6,7,5,10,,,,,,,,,,14,8,23,,,,,,,5,3,9,62,17,13,22,18,,,,,,,,,,17,9,29,,,,,,,19,13,25,66,19,15,24,,,,,,,,,,25,16,38,,,,,,,19,13,25,104,22,18,26,,,,,,,,,,25,17,36,,,,,,,23,18,29,17,12,5400,5,73.5,60.4,13,20441,77,75,79,2503,10,8,12,87,22919,84,89,74539,21.4,17.5,18504,24.8,794,1.1,641,0.9,102,0.1,7697,10.3,45970,61.7,1029,2,1,2,50.1,54099,78.9
37071,North Carolina,Gaston,73.8,73.4,74.1,85.7,80.8,90.6,,,,81.3,76.9,85.6,72.8,71.8,73.8,,,,,,,73.5,73.0,73.9,4399,533,517,550,279,222,335,,,,276,188,392,582,539,624,,,,,,,551,532,570,139,62,52,73,59,35,95,,,,,,,91,66,123,,,,,,,55,43,69,134,7,6,9,,,,,,,,,,13,9,17,,,,,,,6,4,7,11,10,13,16,14,19,11,9,12,740,380,27870,12,24534,12,158,23,20,27,,,,,,,,,,16,10,25,,,,,,,27,22,31,33,32,34,20964,15,13,17,2807,5,4,7,137,727:1,2660,88,8,6,11,3.0,,3.3,2.7,2.8,3.3,2.8,,3.5,2.4,2.7,3.1,0.08,10074,-4744,45237,55403,0.82,0.78,0.85,65430,61280,69580,57500,19425,95575,95918,74702,117134,49377,44523,54231,47765,39485,56045,67302,65105,69499,52,44,26,77,6,7,5,8,,,,,,,,,,19,14,25,,,,,,,4,3,6,194,17,15,19,17,,,,,,,,,,8,5,13,,,,,,,20,17,23,189,17,14,19,,,,,,,,,,24,18,32,,,,,,,17,14,20,258,17,15,19,10,5,17,,,,,,,17,13,23,,,,,,,18,15,20,115,163,17500,16,69.6,60.8,88,60619,67,66,68,11547,13,12,14,86,77571,85,87,234215,22.1,16.8,43800,18.7,1540,0.7,4262,1.8,179,0.1,20909,8.9,159259,68.0,3151,1,1,2,51.5,42993,18.9
37073,North Carolina,Gates,75.2,73.3,77.0,,,,,,,,,,72.8,69.6,76.1,,,,,,,75.9,73.6,78.2,218,494,421,566,,,,,,,,,,633,489,805,,,,,,,435,350,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,20,12,10,13,14,156,1230,12,962,8,,,,,,,,,,,,,,,,,,,,,,,,,,37,35,38,786,13,11,15,116,5,4,7,67,1483:1,112,88,,,,2.8,,,2.4,,2.9,3.1,,,2.8,,3.1,0.01,13511,-3868,39766,54522,0.73,0.52,0.93,66561,59162,73960,,,,,,,45467,38002,52932,,,,69431,63376,75486,39,19,20,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,8,33,,,,,,,,,,,,,,,,,,,,,,30,38,25,54,,,,,,,,,,56,31,95,,,,,,,30,17,49,1-4,1-4,900,,65.5,60.6,3,3301,80,74,86,439,12,7,16,74,3059,68,80,10383,19.2,22.6,3058,29.5,83,0.8,55,0.5,13,0.1,272,2.6,6659,64.1,106,1,0,3,50.6,10478,100.0
37075,North Carolina,Graham,74.8,72.8,76.8,,,,,,,,,,,,,,,,,,,,,,179,548,460,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,15,20,10,9,12,,,1210,15,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,33,31,34,1045,24,21,27,139,8,6,11,100,998:1,89,93,,,,3.2,,,,,,3.1,,,,,,0.00,13937,-2148,35588,47637,0.75,0.59,0.90,50301,43046,57556,,,,,,,,,,41250,30033,52467,46330,40333,52327,57,,23,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,9,33,,,,,,,,,,,,,,,,,,,,,,24,1-4,600,,70.6,35.1,9,2541,80,76,84,189,6,2,11,73,2317,65,81,7980,19.7,24.3,51,0.6,649,8.1,54,0.7,10,0.1,332,4.2,6786,85.0,77,1,0,2,48.7,8030,100.0
37077,North Carolina,Granville,76.6,75.9,77.4,101.1,68.0,134.2,,,,,,,75.9,74.6,77.2,,,,,,,76.3,75.3,77.3,1031,434,407,462,265,168,398,,,,,,,498,445,552,,,,,,,431,394,467,30,54,37,77,,,,,,,,,,,,,,,,,,,,,,21,5,3,8,,,,,,,,,,,,,,,,,,,,,,12,10,14,16,14,19,12,10,13,265,497,6220,10,5068,8,47,26,19,34,,,,,,,,,,,,,,,,,,,,,,35,34,37,5101,14,12,16,741,6,4,7,84,1190:1,696,85,9,3,15,2.9,,,2.6,2.7,3.2,2.9,,,2.6,2.9,3.2,0.10,10431,-5370,46849,56530,0.83,0.75,0.91,74120,67591,80649,,,,81090,50027,112153,50454,37331,63577,57832,35150,80514,81110,73259,88961,46,31,23,34,11,5,3,8,,,,,,,,,,,,,,,,,,,,,,48,16,11,21,16,,,,,,,,,,,,,,,,,,,,,,41,14,10,18,,,,,,,,,,13,7,22,,,,,,,14,9,20,93,22,18,27,,,,,,,,,,23,15,33,,,,,,,23,18,30,40,22,4400,14,68.5,66.2,22,16449,76,74,79,2617,13,10,15,87,18738,86,88,61903,20.0,18.1,18747,30.3,640,1.0,561,0.9,66,0.1,6370,10.3,34759,56.2,1028,2,1,2,48.5,43569,71.4
37079,North Carolina,Greene,75.6,74.4,76.8,100.1,58.2,142.0,,,,,,,75.3,73.2,77.4,,,,,,,75.4,73.7,77.1,364,446,398,494,,,,,,,,,,474,392,557,,,,,,,449,381,516,12,65,34,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,17,15,20,14,12,16,75,426,2780,14,15,0,13,21,11,36,,,,,,,,,,,,,,,,,,,,,,38,37,39,2572,25,22,28,376,9,6,12,74,1347:1,255,95,,,,2.8,,,2.6,2.8,3.2,2.7,,,2.5,2.8,3.0,0.01,13474,-9047,38300,45138,0.85,0.71,0.98,49992,45423,54561,,,,,,,35600,23067,48133,50357,43938,56776,60589,53151,68027,99,13,29,8,8,10,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,5,19,,,,,,,,,,,,,,,,,,,,,,32,22,15,31,,,,,,,,,,,,,,,,,,,,,,22,11,1500,22,56.6,55.7,2,4555,67,63,71,879,14,10,17,79,5340,75,82,20211,19.0,17.7,7212,35.7,504,2.5,133,0.7,61,0.3,3369,16.7,9164,45.3,612,3,2,4,43.1,20451,100.0
37081,North Carolina,Guilford,76.7,76.4,76.9,84.8,82.5,87.2,81.3,74.0,88.6,85.9,83.4,88.3,73.7,73.2,74.1,,,,,,,77.5,77.1,77.8,7487,410,400,420,236,202,270,360,237,523,205,173,237,538,519,557,,,,,,,380,367,392,352,63,57,70,42,29,59,,,,51,30,81,103,89,117,,,,,,,36,28,45,356,8,8,9,6,4,9,,,,,,,13,11,15,,,,,,,5,4,6,11,9,12,15,13,17,11,9,12,2526,551,58960,11,35596,7,524,32,30,35,15,9,23,,,,,,,26,22,30,,,,,,,44,39,48,34,33,36,46197,15,13,16,5714,5,3,6,161,621:1,6139,91,6,5,7,3.0,,3.2,2.7,2.7,3.6,3.0,,3.5,2.6,2.8,3.5,0.14,11254,-6321,45201,55721,0.81,0.78,0.84,63822,60603,67041,40795,26330,55260,82565,72440,92690,46894,45042,48746,50941,44611,57271,78438,75932,80944,62,51,30,288,9,10,9,11,7,4,10,,,,,,,23,21,26,,,,,,,3,2,4,308,11,10,13,11,5,3,9,,,,,,,6,4,7,,,,,,,17,14,19,459,17,16,19,7,4,11,,,,,,,28,25,32,,,,,,,13,11,14,477,13,12,14,11,8,16,,,,8,4,13,16,14,18,,,,,,,12,10,13,365,533,41500,22,73.5,67.6,122,126702,60,59,61,28044,14,13,14,87,185769,86,88,546101,21.6,16.2,191813,35.1,4246,0.8,30868,5.7,603,0.1,49230,9.0,259170,47.5,12609,2,,,52.6,76630,14.2
37083,North Carolina,Halifax,71.2,70.3,72.1,,,,68.5,63.9,73.1,,,,69.3,68.0,70.5,,,,,,,73.5,72.1,74.9,1234,651,611,691,,,,719,520,968,,,,748,689,806,,,,,,,550,491,609,42,90,65,122,,,,,,,,,,107,70,155,,,,,,,83,43,144,43,11,8,15,,,,,,,,,,,,,,,,,,,,,,15,13,17,19,16,22,16,14,18,163,397,7870,16,3497,6,49,33,25,44,,,,,,,,,,17,9,28,,,,,,,59,40,83,39,38,40,4040,16,14,18,525,5,4,7,102,976:1,478,81,19,13,26,2.6,,,2.5,2.6,3.0,2.6,,,2.6,2.5,3.0,0.28,14348,-19740,38968,46930,0.83,0.73,0.93,44804,40247,49361,29276,23925,34627,,,,30508,27669,33347,38542,14793,62291,58468,53476,63460,78,39,31,29,11,16,12,21,,,,,,,,,,,,,,,,,,,,,,37,15,10,21,15,,,,,,,,,,8,4,15,,,,,,,22,13,35,71,28,22,36,,,,,,,,,,33,24,44,,,,,,,23,14,35,103,29,23,35,,,,,,,,,,35,27,45,,,,,,,21,14,31,49,80,3800,34,65.5,54.8,28,12788,63,61,66,3245,17,14,20,67,13428,64,69,47848,21.4,22.1,25224,52.7,1914,4.0,436,0.9,44,0.1,1668,3.5,18114,37.9,174,0,0,1,51.4,27257,56.1
37085,North Carolina,Harnett,75.1,74.6,75.6,83.0,77.7,88.2,,,,,,,72.1,71.0,73.2,,,,,,,75.2,74.6,75.8,2112,486,465,507,298,234,361,549,356,811,,,,595,545,646,,,,,,,482,456,507,85,55,44,68,38,20,67,,,,,,,85,56,124,,,,,,,48,34,66,80,6,5,8,,,,,,,,,,10,7,15,,,,,,,5,4,7,12,10,14,17,14,19,11,9,13,326,294,16220,12,7530,7,152,37,31,43,,,,,,,,,,47,33,63,,,,,,,41,33,49,38,37,39,12735,16,14,18,1824,5,4,7,97,1028:1,1615,86,8,5,11,3.0,,2.9,2.7,2.8,3.3,2.9,,3.1,2.6,2.8,3.2,0.03,9660,-4146,42973,55709,0.77,0.74,0.81,65242,60039,70445,49808,24893,74723,90063,42388,137738,49728,44671,54785,58187,50976,65398,70756,67248,74264,43,30,24,48,5,7,6,9,,,,,,,,,,22,16,29,,,,,,,4,3,6,94,14,11,17,14,,,,,,,,,,9,5,16,,,,,,,17,13,21,108,16,13,19,,,,,,,,,,26,18,36,,,,,,,16,12,21,205,22,19,25,12,7,20,,,,,,,25,19,33,,,,,,,24,20,28,84,48,11600,11,61.4,59.3,23,32728,68,67,70,5666,12,11,14,81,38953,80,83,138832,25.2,13.9,28975,20.9,2375,1.7,1902,1.4,345,0.2,20165,14.5,82276,59.3,2352,2,1,2,50.3,85692,64.2
37087,North Carolina,Haywood,75.5,74.7,76.3,93.0,77.1,108.8,,,,,,,,,,,,,,,,75.3,74.5,76.1,1173,452,424,481,,,,,,,,,,928,575,1419,,,,,,,458,427,488,30,61,41,87,,,,,,,,,,,,,,,,,,,,,,30,8,5,11,,,,,,,,,,,,,,,,,,,,,,11,9,13,17,14,19,9,8,11,73,134,7950,13,1936,3,67,36,28,45,,,,,,,,,,,,,,,,,,,,,,32,31,34,5602,16,13,18,709,6,4,8,88,1138:1,578,90,9,3,14,3.2,,,,2.9,3.3,3.3,,,,3.3,3.4,0.03,11153,-1326,43641,53177,0.82,0.73,0.91,62374,55317,69431,,,,,,,,,,71433,57545,85321,56419,53378,59460,53,71,25,32,12,4,2,7,,,,,,,,,,,,,,,,,,,,,,73,22,17,29,23,,,,,,,,,,,,,,,,,,,,,,57,18,14,24,,,,,,,,,,,,,,,,,,,,,,72,17,13,21,,,,,,,,,,,,,,,,,,,,,,11,13,3800,6,73.2,56.8,42,19807,75,73,77,3005,12,10,14,80,21171,77,83,62609,17.4,25.6,823,1.3,527,0.8,473,0.8,44,0.1,3066,4.9,56962,91.0,331,1,0,1,51.1,29110,46.9
37089,North Carolina,Henderson,78.1,77.5,78.6,88.7,83.0,94.4,,,,,,,71.7,68.7,74.7,,,,,,,78.0,77.4,78.6,1748,358,340,377,222,169,286,,,,,,,575,448,727,,,,,,,362,342,383,50,52,39,69,54,27,97,,,,,,,,,,,,,,,,51,35,71,41,6,4,8,,,,,,,,,,,,,,,,,,,,,,10,8,12,15,13,18,9,8,11,192,188,12910,11,8665,8,89,25,20,31,,,,,,,,,,91,43,167,,,,,,,25,20,31,32,31,34,10637,17,15,19,1226,5,4,7,176,568:1,1142,93,7,3,11,3.3,,3.3,2.8,2.8,3.5,3.3,,3.3,2.9,3.0,3.4,0.06,10038,-3068,41861,52364,0.80,0.73,0.87,65252,58702,71802,25722,10192,41252,80066,51852,108280,46086,36153,56019,41781,30115,53447,68729,65878,71580,41,43,27,50,9,3,2,4,,,,,,,,,,,,,,,,,,,,,,113,18,15,22,19,,,,,,,,,,,,,,,,,,,,,,86,15,12,18,,,,,,,,,,,,,,,,,,,,,,101,12,10,15,,,,,,,,,,,,,,,,,,,,,,80,54,7900,17,75.9,64.4,53,36832,74,73,76,5372,11,10,13,88,43364,86,89,118106,18.1,27.0,3629,3.1,865,0.7,1606,1.4,346,0.3,12872,10.9,97294,82.4,2599,2,2,3,51.6,39860,34.3
37091,North Carolina,Hertford,73.3,72.0,74.7,,,,,,,,,,73.1,71.4,74.8,,,,,,,71.3,68.6,74.1,491,555,502,609,,,,,,,,,,561,491,631,,,,,,,625,524,727,20,95,58,147,,,,,,,,,,,,,,,,,,,,,,20,13,8,21,,,,,,,,,,,,,,,,,,,,,,14,12,16,18,15,20,15,13,17,92,494,2900,13,2812,11,15,22,12,36,,,,,,,,,,,,,,,,,,,,,,39,38,40,1524,14,12,17,188,5,3,6,153,652:1,241,85,,,,3.0,,,2.9,,3.3,3.0,,,3.0,,3.3,0.04,11858,-21379,36286,46959,0.77,0.67,0.87,43871,38800,48942,43167,25901,60433,,,,39834,36524,43144,52560,27907,77213,57823,49473,66173,99,11,35,16,16,18,12,25,,,,,,,,,,,,,,,,,,,,,,10,9,4,18,9,,,,,,,,,,,,,,,,,,,,,,27,23,15,34,,,,,,,,,,,,,,,,,,,,,,41,25,18,34,,,,,,,,,,27,18,40,,,,,,,24,13,41,24,32,1600,35,56.7,50.8,2,5462,65,62,69,1264,16,13,19,76,6356,73,79,20875,17.7,22.0,12278,58.8,313,1.5,231,1.1,23,0.1,1025,4.9,6738,32.3,122,1,0,1,49.1,16691,77.4
37093,North Carolina,Hoke,73.8,72.9,74.6,80.6,76.7,84.5,69.2,66.0,72.3,,,,71.9,70.4,73.4,,,,,,,74.7,73.5,75.8,865,521,486,556,246,172,340,746,603,889,,,,598,535,660,,,,,,,486,432,540,58,91,69,117,,,,,,,,,,137,90,201,,,,,,,56,29,98,51,8,6,11,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,18,13,12,15,169,398,6930,13,3690,8,47,29,21,38,,,,,,,,,,23,12,40,,,,,,,34,21,51,37,36,38,5707,18,16,21,628,4,3,6,71,1415:1,581,83,9,4,14,3.0,,,2.8,2.8,3.5,3.1,,,2.9,3.1,3.5,0.04,10406,-5937,43791,53995,0.81,0.72,0.90,60903,57445,64361,47159,39936,54382,85547,44301,126793,52599,48506,56692,59171,42968,75374,64084,58635,69533,99,23,27,29,7,12,9,16,,,,35,18,63,,,,19,12,28,,,,,,,,,,31,12,8,17,11,,,,,,,,,,,,,,,,,,,,,,54,20,15,26,,,,45,22,83,,,,24,15,36,,,,,,,13,7,22,95,25,20,31,,,,51,29,83,,,,36,27,48,,,,,,,18,12,26,55,55,4700,23,57.5,57.3,19,12921,70,67,72,2673,15,13,18,87,15994,85,88,53787,26.8,11.7,18409,34.2,4570,8.5,939,1.7,228,0.4,8273,15.4,19911,37.0,1119,2,2,3,50.9,22192,42.6
37095,North Carolina,Hyde,75.2,71.9,78.5,,,,,,,,,,,,,,,,,,,,,,96,471,372,589,,,,,,,,,,705,472,1013,,,,,,,386,280,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,17,15,20,13,11,15,10,249,700,15,1748,30,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,38,515,23,19,26,65,9,6,12,131,763:1,,,,,,2.9,,,,,,2.7,,,,,,0.11,21562,-3929,20750,55744,0.37,0.11,0.63,48068,40815,55321,,,,,,,27843,22742,32944,71599,50158,93040,51721,40460,62982,70,17,34,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,300,,65.7,38.9,0,1418,71,57,84,435,24,13,35,71,1412,63,78,4576,15.6,24.2,1239,27.1,60,1.3,39,0.9,1,0.0,468,10.2,2751,60.1,83,2,0,4,43.8,4589,100.0
37097,North Carolina,Iredell,76.9,76.5,77.3,88.1,83.9,92.3,,,,87.2,80.1,94.3,71.8,70.5,73.0,,,,,,,77.1,76.7,77.6,2687,389,374,404,161,120,212,,,,192,120,291,646,586,705,,,,,,,378,361,395,90,49,39,60,,,,,,,,,,87,54,133,,,,,,,47,36,61,102,8,6,9,,,,,,,,,,15,10,21,,,,,,,7,5,9,10,8,12,15,13,18,9,8,11,216,133,18800,10,9176,6,98,18,14,21,,,,,,,,,,18,9,32,,,,,,,19,15,24,33,32,35,16805,14,13,16,2270,5,4,6,163,614:1,2585,89,7,4,10,3.3,,3.6,2.6,2.8,3.5,3.2,,3.9,2.6,2.9,3.4,0.09,10056,-1001,44290,62533,0.71,0.66,0.75,73446,67497,79395,46643,7713,85573,91778,74433,109123,49495,42870,56120,60964,55693,66235,78618,74781,82455,31,42,28,73,7,4,3,5,,,,,,,,,,16,10,23,,,,,,,3,2,4,139,15,12,17,15,,,,,,,,,,,,,,,,,,,,,,119,13,11,15,,,,,,,,,,14,8,23,,,,,,,14,11,17,180,14,12,16,,,,,,,,,,18,12,26,,,,,,,15,12,17,184,128,15300,20,78.2,66.9,42,51820,72,70,73,6857,10,9,11,92,66470,91,93,195897,22.0,16.8,23373,11.9,1150,0.6,5455,2.8,166,0.1,17255,8.8,145353,74.2,3256,2,,,50.3,59478,31.9
