,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
37017,North Carolina,Bladen,71.7,70.6,72.9,,,,,,,,,,68.6,66.5,70.7,,,,,,,72.6,71.2,74.1,823,659,609,709,,,,,,,,,,832,731,933,,,,,,,606,543,670,19,66,40,103,,,,,,,,,,,,,,,,,,,,,,21,9,5,13,,,,,,,,,,,,,,,,,,,,,,13,12,15,18,15,20,13,11,15,83,327,4440,15,2552,7,50,53,39,69,,,,,,,,,,38,20,67,,,,,,,69,48,96,38,37,39,2846,18,15,20,372,6,4,8,98,1015:1,366,92,,,,2.9,,,2.6,2.6,3.2,2.8,,,2.6,2.9,3.1,0.08,12664,-8988,40346,45643,0.88,0.70,1.07,46002,40203,51801,49298,39633,58963,,,,28350,23298,33402,30514,27199,33829,52948,45121,60775,99,33,27,18,12,16,11,22,,,,,,,,,,,,,,,,,,,,,,15,9,5,16,9,,,,,,,,,,,,,,,,,,,,,,32,20,14,28,,,,,,,,,,33,20,53,,,,,,,15,8,25,92,40,32,49,55,27,102,,,,,,,46,32,64,,,,,,,34,25,46,18,9,2400,11,67.3,47.5,3,7933,70,66,73,1924,19,15,23,80,9150,78,83,29446,20.1,24.0,9438,32.1,1007,3.4,151,0.5,17,0.1,2533,8.6,16118,54.7,440,2,0,3,52.1,29606,100.0
37019,North Carolina,Brunswick,77.8,77.2,78.4,86.9,81.6,92.2,,,,,,,73.7,71.9,75.5,,,,,,,77.7,77.1,78.4,2630,385,366,404,216,155,293,,,,,,,522,456,589,,,,,,,388,367,410,55,60,45,78,,,,,,,,,,93,46,166,,,,,,,60,42,82,45,6,5,8,,,,,,,,,,,,,,,,,,,,,,10,8,12,15,13,18,9,7,10,189,146,15030,11,9253,9,134,31,26,36,,,,,,,,,,,,,,,,,,,,,,33,31,34,10660,14,12,16,1145,5,4,7,101,988:1,1093,84,7,3,12,3.2,,,2.8,2.8,3.3,3.1,,,2.8,2.9,3.3,0.03,11721,-1614,46126,54719,0.84,0.78,0.90,73536,68313,78759,58380,22992,93768,85192,60996,109388,54107,41115,67099,61505,49185,73825,73382,69715,77049,99,44,23,19,4,4,3,6,,,,,,,,,,16,9,26,,,,,,,3,2,4,117,16,13,20,17,,,,,,,,,,,,,,,,,,,,,,101,14,12,17,,,,,,,,,,20,11,34,,,,,,,15,12,18,159,17,14,19,,,,,,,,,,22,14,34,,,,,,,16,13,19,72,50,7600,16,78.9,53.8,27,51008,84,83,85,7828,13,12,15,93,56397,91,94,153064,13.9,34.0,13639,8.9,1298,0.8,1271,0.8,180,0.1,8071,5.3,126479,82.6,598,0,0,1,51.9,49731,36.4
37021,North Carolina,Buncombe,77.8,77.5,78.2,88.1,81.4,94.8,,,,85.1,82.2,87.9,70.7,69.1,72.2,,,,,,,77.9,77.6,78.3,3853,376,363,388,290,234,346,,,,,,,660,589,731,,,,,,,369,355,382,103,48,39,57,35,17,64,,,,,,,115,68,182,,,,,,,47,37,59,88,5,4,6,,,,,,,,,,,,,,,,,,,,,,10,8,12,16,13,18,9,7,10,715,301,31670,12,23393,10,330,41,37,46,20,10,35,,,,,,,44,27,68,,,,,,,44,39,49,31,29,32,24121,15,13,17,2560,5,4,6,274,364:1,2324,90,7,5,10,3.3,,3.2,2.5,2.9,3.6,3.2,,3.1,2.3,2.9,3.4,0.08,12846,1142,43821,50679,0.86,0.81,0.92,67906,64297,71515,85323,49646,121000,,,,34137,25813,42461,49583,34405,64761,69406,67027,71785,43,58,31,100,8,4,3,5,,,,,,,,,,28,19,40,,,,,,,3,2,4,254,18,16,20,19,10,5,19,,,,,,,,,,,,,,,,20,17,22,181,14,12,16,,,,,,,,,,34,23,50,,,,,,,13,11,15,231,13,11,14,11,6,19,,,,,,,20,12,30,,,,,,,13,11,14,106,119,16300,14,79.5,63.3,87,66276,64,63,66,12236,12,11,13,86,88127,84,87,273589,17.5,21.6,15919,5.8,1516,0.6,4129,1.5,514,0.2,20391,7.5,226363,82.7,5910,2,2,3,51.7,60097,22.3
37023,North Carolina,Burke,75.1,74.5,75.8,,,,,,,80.0,74.5,85.6,71.2,67.8,74.6,,,,,,,74.9,74.3,75.6,1779,504,479,530,249,154,381,,,,399,271,566,657,528,786,,,,,,,514,486,542,40,53,38,72,,,,,,,,,,,,,,,,,,,,,,47,8,6,10,,,,,,,,,,,,,,,,,,,,,,13,11,15,17,15,20,11,9,13,106,138,13180,15,9096,10,127,47,39,56,,,,,,,,,,,,,,,,,,,,,,35,34,37,9041,17,15,20,824,5,4,7,125,799:1,961,91,11,4,17,3.1,,3.1,2.8,2.7,3.3,3.1,,3.3,2.6,2.8,3.2,0.12,10046,-3297,39356,46717,0.84,0.80,0.89,60629,56047,65211,50399,25941,74857,68495,50421,86569,40979,27222,54736,34330,21172,47488,56138,52368,59908,51,56,23,41,10,5,4,8,,,,,,,,,,,,,,,,,,,,,,75,15,11,19,17,,,,,,,,,,,,,,,,,,,,,,57,13,10,16,,,,,,,,,,,,,,,,,,,,,,101,16,13,19,,,,,,,,,,,,,,,,,,,,,,49,68,5700,21,62.8,61.1,37,26786,76,74,78,3029,9,7,11,80,28062,78,82,87881,17.8,22.0,5445,6.2,874,1.0,3356,3.8,649,0.7,6176,7.0,70999,80.8,995,1,1,2,49.8,40215,45.9
37025,North Carolina,Cabarrus,77.6,77.3,78.0,83.2,80.6,85.7,,,,84.1,81.3,87.0,75.3,74.3,76.2,,,,,,,77.5,77.0,78.0,2680,366,352,380,266,215,316,,,,157,109,219,447,410,484,,,,,,,374,357,391,111,45,37,54,32,17,54,,,,,,,73,51,101,,,,,,,45,34,58,95,5,4,7,,,,,,,,,,10,7,14,,,,,,,4,3,6,10,8,11,15,13,17,10,8,11,433,227,19700,9,14719,8,181,27,23,31,,,,,,,,,,19,13,29,,,,,,,36,30,42,34,32,35,19160,14,12,15,2643,4,3,5,170,589:1,3271,90,10,6,14,3.1,,3.7,2.8,2.6,3.4,3.0,,3.9,2.6,2.7,3.3,0.10,10492,-5273,49741,60499,0.82,0.77,0.88,79649,72978,86320,,,,147898,114769,181027,59392,45962,72822,71202,60488,81916,86449,82012,90886,39,29,27,75,5,4,3,5,,,,,,,,,,11,7,16,,,,,,,2,1,3,115,10,8,12,11,,,,,,,,,,,,,,,,,,,,,,108,10,8,12,,,,,,,,,,13,9,19,,,,,,,10,8,13,174,12,10,13,14,9,21,,,,,,,13,9,18,,,,,,,12,9,14,35,115,19900,8,78.8,63.3,58,56113,73,72,74,7723,10,9,12,90,69550,89,92,235797,24.8,13.8,48295,20.5,1741,0.7,15241,6.5,284,0.1,28077,11.9,138479,58.7,2900,1,1,2,50.9,39001,17.3
37027,North Carolina,Caldwell,73.4,72.7,74.0,91.1,73.8,108.5,,,,,,,68.9,65.4,72.5,,,,,,,73.4,72.7,74.0,1799,555,527,583,330,221,474,,,,,,,702,558,846,,,,,,,560,531,590,48,67,49,89,,,,,,,,,,,,,,,,,,,,,,40,7,5,10,,,,,,,,,,,,,,,,,,,,,,13,11,14,18,15,20,10,9,12,95,137,10890,14,12760,15,93,38,31,47,,,,,,,,,,,,,,,,,,,,,,33,32,35,7936,17,14,19,851,5,4,7,121,830:1,967,87,13,6,20,3.2,,,2.7,3.0,3.2,3.0,,,2.5,2.8,3.0,0.07,10277,-1805,40159,49124,0.82,0.76,0.88,53586,47800,59372,23833,9084,38582,116740,6017,227463,29913,6684,53142,50412,37843,62981,52928,50103,55753,43,58,27,48,12,6,4,8,,,,,,,,,,,,,,,,,,,,,,72,17,13,21,18,,,,,,,,,,,,,,,,,,,,,,68,17,13,21,,,,,,,,,,51,24,93,,,,,,,16,12,20,84,15,12,18,,,,,,,,,,,,,,,,,,,,,,36,67,5700,18,67.0,65.5,30,23947,75,72,77,2606,8,7,10,83,26711,81,85,80492,19.5,21.3,4009,5.0,554,0.7,697,0.9,104,0.1,5258,6.5,68955,85.7,499,1,0,1,50.2,34536,42.8
37029,North Carolina,Camden,77.6,75.9,79.3,,,,,,,,,,,,,,,,,,,,,,149,365,304,426,,,,,,,,,,402,234,644,,,,,,,374,305,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,13,18,9,8,11,9,99,970,9,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,33,31,34,924,14,12,16,211,8,5,11,,,143,93,,,,3.6,,,,,,3.5,,,,,,0.01,11025,1512,48194,60190,0.80,0.58,1.03,82620,72210,93030,,,,,,,76827,58352,95302,,,,76275,60326,92224,19,18,18,3,5,,,,,,,,,,,,,,,,,,,,,,,,,16,32,18,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,8,900,,73.0,68.7,8,3254,84,79,89,386,10,5,15,93,3598,89,97,11088,22.7,16.8,1052,9.5,63,0.6,204,1.8,15,0.1,477,4.3,8973,80.9,46,0,0,2,49.2,9812,94.8
37031,North Carolina,Carteret,76.7,75.9,77.4,98.0,72.1,123.9,,,,,,,70.6,66.9,74.3,,,,,,,76.6,75.8,77.4,1331,430,403,456,,,,,,,,,,775,614,937,,,,,,,429,401,458,29,55,37,79,,,,,,,,,,,,,,,,,,,,,,21,6,3,9,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,13,18,9,7,10,80,132,7980,12,5120,8,80,39,31,48,,,,,,,,,,,,,,,,,,,,,,32,31,34,5650,15,13,17,811,7,5,8,166,603:1,633,85,,,,3.3,,,2.9,2.8,3.4,3.3,,,2.7,2.9,3.4,0.05,11366,983,45356,55114,0.82,0.74,0.91,67806,61675,73937,44688,42593,46783,65450,24786,106114,34605,11380,57830,52102,25888,78316,68656,66316,70996,72,63,24,20,7,4,2,6,,,,,,,,,,,,,,,,,,,,,,74,22,17,28,21,,,,,,,,,,,,,,,,,,,,,,60,17,13,22,,,,,,,,,,,,,,,,,,,,,,55,11,9,15,,,,,,,,,,,,,,,,,,,,,,38,43,4400,18,75.8,45.3,49,22174,73,71,75,3213,11,10,12,91,27697,90,92,69380,16.7,27.3,3417,4.9,481,0.7,806,1.2,147,0.2,3236,4.7,60105,86.6,239,0,0,1,50.8,20710,30.6
37033,North Carolina,Caswell,74.8,73.6,76.0,,,,,,,,,,74.2,71.8,76.5,,,,,,,74.3,72.8,75.8,483,504,454,553,,,,,,,,,,516,425,607,,,,,,,526,462,590,10,54,26,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,19,12,10,14,63,318,2910,13,715,3,16,24,13,38,,,,,,,,,,,,,,,,,,,,,,36,34,37,1972,16,14,19,258,6,4,8,71,1413:1,198,88,,,,3.1,,,3.0,,3.3,3.0,,,2.7,,3.2,0.03,11161,-7262,35777,49105,0.73,0.63,0.83,54215,47228,61202,,,,,,,50982,34119,67845,77100,4237,149963,58343,49906,66780,72,33,27,8,8,9,5,15,,,,,,,,,,,,,,,,,,,,,,17,12,7,20,15,,,,,,,,,,,,,,,,,,,,,,21,19,11,28,,,,,,,,,,,,,,,,,,,,,,49,31,23,41,,,,,,,,,,27,15,46,,,,,,,33,23,47,15,5,1400,14,66.2,57.0,6,6426,76,72,80,746,9,6,12,77,6554,73,81,22614,17.9,23.5,6999,30.9,214,0.9,169,0.7,7,0.0,1185,5.2,13739,60.8,265,1,0,2,47.9,22697,99.8
37035,North Carolina,Catawba,74.9,74.5,75.4,100.5,84.6,116.4,,,,78.9,76.3,81.5,69.7,68.0,71.5,,,,,,,74.8,74.3,75.3,2826,470,452,488,250,196,316,,,,312,227,417,727,647,807,,,,,,,474,453,495,80,51,41,64,47,25,80,,,,,,,127,75,201,,,,,,,46,33,61,82,7,6,9,,,,,,,,,,,,,,,,,,,,,,12,10,13,17,14,19,10,9,12,272,198,19250,12,15108,10,153,32,27,37,,,,,,,,,,52,32,79,,,,,,,35,29,41,34,33,36,15777,17,15,18,1925,5,4,7,171,584:1,1848,87,9,5,12,3.1,,3.0,2.6,2.8,3.3,3.1,,3.3,2.5,2.9,3.3,0.07,10065,-4243,42681,51729,0.83,0.77,0.88,63934,57756,70112,38333,16564,60102,77908,67457,88359,37440,30558,44322,44375,35498,53252,67593,64737,70449,46,40,25,85,10,6,5,8,,,,,,,,,,27,17,39,,,,,,,4,3,6,140,16,14,19,18,,,,,,,,,,,,,,,,,,,,,,139,17,15,20,,,,,,,,,,33,20,49,,,,,,,17,14,21,181,16,14,19,,,,,,,23,11,41,17,10,28,,,,,,,17,14,20,108,112,12300,18,71.0,67.5,52,45783,71,69,73,5457,9,8,10,86,55657,85,88,163462,21.4,19.0,13691,8.4,1059,0.6,8051,4.9,261,0.2,17728,10.8,120436,73.7,3097,2,2,2,50.7,56466,35.2
37037,North Carolina,Chatham,79.9,79.1,80.7,86.7,81.2,92.2,,,,,,,73.8,71.3,76.4,,,,,,,80.4,79.5,81.3,951,315,292,338,231,167,313,,,,,,,540,453,627,,,,,,,296,270,323,38,58,41,80,70,35,125,,,,,,,,,,,,,,,,42,24,68,41,9,7,12,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,12,17,9,8,11,131,193,7310,10,2890,5,57,25,19,32,,,,,,,,,,,,,,,,,,,,,,30,29,32,6242,15,13,16,1151,7,5,9,58,1736:1,782,89,,,,3.3,,,2.8,2.9,3.7,3.3,,,2.6,3.0,3.5,0.15,11480,-2274,55809,63738,0.88,0.78,0.97,84516,74429,94603,,,,173188,73406,272970,54654,42334,66974,61136,45091,77181,96673,91637,101709,32,41,23,27,8,5,3,7,,,,,,,,,,,,,,,,,,,,,,51,14,10,18,14,,,,,,,,,,,,,,,,,,,,,,48,13,9,17,,,,,,,,,,,,,,,,,,,,,,96,19,15,23,16,8,29,,,,,,,,,,,,,,,,20,16,26,35,33,5400,13,89.5,69.3,17,24849,80,78,82,3515,12,9,14,85,26381,83,87,79864,18.8,25.9,8773,11.0,995,1.2,2077,2.6,131,0.2,9674,12.1,57718,72.3,2428,3,2,4,51.6,48850,64.0
37039,North Carolina,Cherokee,74.5,73.2,75.7,,,,,,,,,,,,,,,,,,,,,,644,520,471,569,,,,,,,,,,,,,,,,,,,,,,21,101,63,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,17,15,20,11,9,12,34,131,4190,15,873,3,40,46,33,63,,,,,,,,,,,,,,,,,,,,,,33,31,34,2821,18,16,21,301,6,4,8,119,843:1,283,87,,,,3.1,,,,,,3.1,,,,,,0.04,13086,-792,40725,44861,0.91,0.79,1.03,51607,47436,55778,28117,15558,40676,,,,24000,9969,38031,56627,45594,67660,49506,45809,53203,67,46,26,14,13,,,,,,,,,,,,,,,,,,,,,,,,,38,22,15,32,27,,,,,,,,,,,,,,,,,,,,,,29,20,14,29,,,,,,,,,,,,,,,,,,,,,,43,22,16,29,,,,,,,,,,,,,,,,,,,,,,16,9,1700,15,70.2,47.9,11,10369,81,79,84,1135,9,7,12,79,10104,77,81,29512,15.6,31.6,476,1.6,514,1.7,207,0.7,16,0.1,1173,4.0,26561,90.0,95,0,0,1,50.4,28774,100.0
37041,North Carolina,Chowan,74.5,73.1,76.0,,,,,,,,,,71.1,68.4,73.8,,,,,,,76.3,74.5,78.0,304,519,453,585,,,,,,,,,,681,543,818,,,,,,,441,366,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,15,17,15,20,12,11,14,12,101,1950,14,2409,16,13,31,17,54,,,,,,,,,,,,,,,,,,,,,,36,35,37,1097,15,13,17,175,6,4,8,100,996:1,143,93,,,,2.9,,,2.5,,3.5,3.2,,,2.8,,3.7,0.00,13220,-8321,40082,56875,0.70,0.46,0.95,55818,48038,63598,,,,,,,28302,21700,34904,,,,71458,59100,83816,54,34,24,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,10,28,,,,,,,,,,,,,,,,,,,,,,16,5,1000,21,70.7,61.0,5,4000,64,60,68,775,13,8,18,81,5024,75,87,13940,19.6,26.2,4437,31.8,79,0.6,104,0.7,38,0.3,546,3.9,8569,61.5,105,1,0,2,52.0,9379,68.4
37043,North Carolina,Clay,76.6,74.6,78.6,,,,,,,,,,,,,,,,,,,,,,219,452,379,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,14,20,10,8,11,12,119,1570,14,116,1,13,38,20,65,,,,,,,,,,,,,,,,,,,,,,32,30,34,1184,20,17,23,161,9,6,11,103,968:1,92,88,,,,3.2,,,,,,3.2,,,,,,0.02,12636,-2847,57361,46438,1.24,1.05,1.42,57698,49619,65777,,,,,,,,,,,,,,,,45,,23,8,18,,,,,,,,,,,,,,,,,,,,,,,,,14,25,13,45,25,,,,,,,,,,,,,,,,,,,,,,12,21,11,37,,,,,,,,,,,,,,,,,,,,,,16,21,12,33,,,,,,,,,,,,,,,,,,,,,,1-4,12,700,,76.1,48.7,2,3900,80,73,86,698,15,9,21,79,3873,73,85,11614,15.2,33.5,153,1.3,70,0.6,57,0.5,9,0.1,481,4.1,10637,91.6,31,0,0,1,51.1,11089,100.0
37045,North Carolina,Cleveland,72.7,72.2,73.3,83.6,78.2,89.0,,,,,,,70.4,69.2,71.6,,,,,,,72.9,72.3,73.5,2186,586,560,613,227,136,354,,,,,,,711,646,777,,,,,,,575,545,605,61,62,48,80,,,,,,,,,,74,43,119,,,,,,,64,46,87,62,8,6,10,,,,,,,,,,11,7,17,,,,,,,7,5,10,13,11,15,18,15,20,11,10,13,214,253,13710,14,5938,6,62,21,16,27,,,,,,,,,,,,,,,,,,,,,,35,34,37,9571,17,15,19,1183,5,4,7,170,589:1,1182,86,11,7,15,3.2,,,2.8,3.0,3.3,3.2,,,2.8,3.3,3.5,0.07,10753,-5738,39234,46786,0.84,0.76,0.91,53170,47925,58415,,,,,,,35885,32367,39403,45625,29981,61269,57852,53933,61771,63,30,29,51,9,7,5,9,,,,,,,,,,19,13,28,,,,,,,4,3,6,85,18,14,22,17,,,,,,,,,,12,6,22,,,,,,,21,16,26,80,16,13,20,,,,,,,,,,20,12,30,,,,,,,17,13,21,162,24,20,27,,,,,,,,,,26,18,36,,,,,,,24,20,28,51,65,7700,15,68.3,61.9,40,25481,70,67,72,3992,12,10,14,76,27956,74,79,100670,22.2,19.1,20536,20.4,490,0.5,1212,1.2,43,0.0,4683,4.7,72092,71.6,701,1,0,1,51.6,61902,62.2
37047,North Carolina,Columbus,70.7,69.9,71.6,,,,74.2,69.3,79.1,,,,69.1,67.4,70.8,,,,,,,70.6,69.5,71.6,1391,691,652,730,,,,505,338,725,,,,764,688,840,,,,,,,702,652,753,42,85,61,115,,,,,,,,,,149,93,225,,,,,,,67,39,107,40,10,7,13,,,,,,,,,,,,,,,,,,,,,,14,12,16,18,16,21,13,11,15,175,408,7480,15,2134,4,70,44,34,55,,,,,,,,,,25,13,44,,,,,,,56,42,73,38,37,39,4961,18,16,21,577,6,4,7,142,703:1,662,82,12,7,18,2.9,,,2.8,2.5,3.1,3.0,,,2.9,2.8,3.1,0.08,11387,-10531,38522,42672,0.90,0.81,1.00,45379,41386,49372,42356,30978,53734,,,,32631,27632,37630,48867,28071,69663,50305,43530,57080,96,29,35,27,10,18,14,23,,,,,,,,,,40,29,53,,,,,,,9,5,14,31,11,7,15,11,,,,,,,,,,,,,,,,,,,,,,80,29,23,37,,,,,,,,,,52,37,70,,,,,,,21,15,30,125,32,27,38,,,,,,,,,,39,28,52,,,,,,,32,25,40,37,20,4000,14,61.6,51.1,14,13577,71,68,74,2563,15,12,18,77,14748,74,80,49885,20.8,20.8,14540,29.1,1899,3.8,305,0.6,57,0.1,3138,6.3,29399,58.9,591,1,1,2,49.9,45407,89.7
37049,North Carolina,Craven,74.7,74.1,75.3,81.5,76.8,86.1,,,,80.1,76.8,83.5,70.0,68.7,71.3,,,,,,,75.4,74.7,76.1,1841,515,490,541,283,198,392,,,,,,,730,663,797,,,,,,,485,455,515,64,66,51,84,,,,,,,,,,65,35,109,,,,,,,71,50,98,78,8,7,10,,,,,,,,,,14,9,20,,,,,,,7,5,9,11,10,13,16,14,19,11,9,13,246,289,12200,12,9000,9,154,51,43,59,,,,,,,,,,54,38,76,,,,,,,58,47,68,35,34,37,7410,14,12,15,1278,6,4,8,153,655:1,1072,85,12,6,18,3.1,,2.9,2.7,3.2,3.4,3.0,,3.1,2.5,3.0,3.3,0.05,10497,-3163,42297,47104,0.90,0.81,0.98,63076,56787,69365,,,,98854,17378,180330,42972,35992,49952,45625,29252,61998,68216,65778,70654,59,37,28,32,5,8,6,10,,,,,,,,,,17,11,26,,,,,,,5,3,7,86,17,14,22,17,,,,,,,,,,,,,,,,,,,,,,92,18,15,22,,,,,,,,,,21,13,32,,,,,,,19,15,24,116,16,13,19,,,,,,,,,,17,11,26,,,,,,,18,14,22,55,69,7200,17,68.0,64.1,44,27848,68,66,70,5411,14,12,15,82,33781,81,84,100874,21.5,20.9,20195,20.0,719,0.7,3139,3.1,210,0.2,8100,8.0,66078,65.5,1412,1,1,2,50.1,35631,35.4
37051,North Carolina,Cumberland,73.9,73.6,74.2,83.7,81.3,86.1,70.3,67.8,72.9,83.3,80.9,85.7,72.2,71.6,72.7,,,,,,,73.5,73.0,73.9,5380,545,530,560,293,253,333,739,597,880,244,190,307,620,594,646,,,,,,,562,539,584,282,76,67,84,28,17,46,,,,,,,117,99,135,,,,,,,60,48,75,322,9,8,10,4,3,7,,,,,,,14,12,16,,,,,,,6,5,7,12,10,14,17,15,19,13,11,15,1521,556,47040,14,43317,14,460,46,41,50,14,9,23,126,76,197,,,,42,35,48,,,,,,,62,54,69,42,41,43,27602,14,13,16,3658,4,3,5,222,450:1,3978,84,9,7,11,3.1,,3.6,2.8,3.1,3.5,2.9,,3.5,2.7,2.9,3.3,0.07,10286,-7819,40159,44803,0.90,0.86,0.93,58013,55177,60849,41786,33238,50334,65862,54357,77367,46072,44601,47543,53650,48463,58837,66368,63916,68820,74,33,29,214,9,11,10,13,5,3,9,,,,,,,22,19,25,,,,,,,5,3,6,280,17,15,19,17,12,7,20,,,,,,,9,7,12,,,,,,,24,20,28,340,20,18,22,10,6,15,,,,,,,28,23,32,,,,,,,18,15,22,404,17,16,19,12,8,16,,,,,,,21,18,24,,,,,,,18,15,20,266,238,26300,19,60.4,60.4,86,66720,53,52,54,20670,17,16,18,88,112163,88,89,336699,25.0,13.1,127161,37.8,6585,2.0,9277,2.8,1503,0.4,43804,13.0,136443,40.5,4358,1,1,2,50.3,46332,13.8
37053,North Carolina,Currituck,77.2,76.3,78.2,,,,,,,,,,,,,,,,,,,,,,449,383,346,421,,,,,,,,,,387,246,581,,,,,,,394,353,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,12,15,13,18,9,7,10,26,104,2440,9,109,0,28,32,22,47,,,,,,,,,,,,,,,,,,,,,,31,29,33,2564,14,12,16,516,7,5,10,29,3446:1,310,84,,,,3.1,,,,,,3.3,,,,,,0.02,10704,1468,46773,66033,0.71,0.63,0.78,76217,67156,85278,13088,1299,24877,102663,45574,159752,54869,1605,108133,69438,9787,129089,85504,74156,96852,22,24,21,7,5,,,,,,,,,,,,,,,,,,,,,,,,,29,20,13,29,21,,,,,,,,,,,,,,,,,,,,,,22,16,10,24,,,,,,,,,,,,,,,,,,,,,,25,13,8,19,,,,,,,,,,,,,,,,,,,,,,23,12,2200,16,77.3,50.3,4,9720,88,84,91,1301,12,9,15,89,9934,87,92,31015,22.2,17.3,1661,5.4,245,0.8,384,1.2,29,0.1,1640,5.3,26443,85.3,111,0,0,1,49.5,26943,95.9
37055,North Carolina,Dare,78.5,77.6,79.4,,,,,,,,,,,,,,,,,,,,,,555,344,312,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,14,12,17,8,7,10,29,88,3680,10,2885,9,49,44,32,58,,,,,,,,,,,,,,,,,,,,,,28,27,30,3120,14,12,16,485,7,5,9,113,883:1,452,93,,,,3.3,,,,2.9,3.4,3.2,,,,2.8,3.3,0.04,11742,1722,47722,59201,0.81,0.73,0.88,82052,73720,90384,,,,,,,,,,60857,56646,65068,81267,76213,86321,21,66,27,19,13,,,,,,,,,,,,,,,,,,,,,,,,,35,16,11,23,19,,,,,,,,,,,,,,,,,,,,,,25,14,9,20,,,,,,,,,,,,,,,,,,,,,,17,7,4,11,,,,,,,,,,,,,,,,,,,,,,36,26,2600,24,84.1,38.3,50,12513,78,76,79,1874,12,10,14,93,14927,91,95,37956,17.9,24.5,923,2.4,257,0.7,383,1.0,28,0.1,2912,7.7,32988,86.9,531,1,1,2,50.8,8151,22.1
37057,North Carolina,Davidson,74.3,73.9,74.8,90.8,80.0,101.5,,,,97.5,69.7,125.3,72.9,71.5,74.3,,,,,,,74.0,73.5,74.5,3264,515,496,534,239,184,305,,,,279,173,427,620,554,686,,,,,,,527,506,548,95,59,48,72,53,27,93,,,,,,,85,47,143,,,,,,,56,43,72,86,7,6,9,,,,,,,,,,,,,,,,,,,,,,12,10,14,17,15,19,11,9,12,337,232,21310,13,15547,10,252,50,44,56,,,,,,,,,,32,18,52,,,,,,,57,50,65,33,31,34,16660,16,15,18,2092,5,4,7,67,1488:1,1970,85,9,5,12,3.1,,3.0,2.8,2.8,3.2,3.1,,3.2,2.6,2.9,3.2,0.16,11163,-7929,41581,51504,0.81,0.76,0.85,63590,59196,67984,,,,54875,23818,85932,40754,37794,43714,47646,36935,58357,62533,59429,65637,49,56,26,61,7,4,3,5,,,,,,,,,,14,8,23,,,,,,,2,2,4,146,17,14,20,17,,,,,,,,,,12,5,22,,,,,,,19,15,22,122,15,12,17,,,,,,,,,,27,17,41,,,,,,,15,12,18,220,19,16,21,,,,,,,,,,13,8,22,,,,,,,21,18,24,163,44,13000,16,70.9,66.3,39,49105,73,71,74,6482,10,9,11,85,57516,84,86,172586,21.4,19.2,17572,10.2,1461,0.8,3343,1.9,155,0.1,14486,8.4,133548,77.4,2470,2,,,50.7,80604,47.7
