,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
48079,Texas,Cochran,72.0,68.4,75.6,,,,,,,,,,,,,,,,,,,,,,58,620,467,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,19,20,18,23,17,15,19,,,500,19,288,9,,,,,,,,,,,,,,,,,,,,,,,,,,37,36,38,488,34,30,38,116,17,13,22,79,1263:1,,,,,,2.2,,,,,,2.6,,,,,,0.12,15020,-5046,38155,48892,0.78,0.56,1.00,45766,38756,52776,,,,,,,,,,36360,31244,41476,60714,35583,85845,69,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,300,0,54.6,44.9,,647,67,62,73,66,8,0,16,77,737,70,84,2526,26.5,15.9,96,3.8,102,4.0,17,0.7,7,0.3,1528,60.5,839,33.2,248,11,6,15,50.1,2547,100.0
48081,Texas,Coke,75.6,73.0,78.2,,,,,,,,,,,,,,,,,,,,,,66,448,337,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,16,21,11,9,13,,,500,15,1198,36,,,,,,,,,,,,,,,,,,,,,,,,,,35,33,37,406,23,19,26,105,15,10,19,0,3333:0,,,,,,2.7,,,,,,2.9,,,,,,0.05,14040,-4186,43068,54960,0.78,0.48,1.09,43774,37477,50071,,,,,,,,,,,,,,,,56,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,300,,69.0,31.4,0,1036,70,63,76,100,7,1,13,79,1172,72,86,3333,20.7,25.6,31,0.9,99,3.0,5,0.2,1,0.0,782,23.5,2430,72.9,52,2,0,4,49.9,3285,100.0
48083,Texas,Coleman,70.2,68.2,72.3,,,,,,,,,,,,,,,,,,,,,,239,688,589,788,774,533,1087,,,,,,,,,,,,,,,,714,595,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,15,18,16,21,11,9,13,7,105,1370,17,908,10,,,,,,,,,,,,,,,,,,,,,,,,,,34,33,36,1110,27,23,30,197,12,9,15,64,1570:1,94,85,,,,2.8,,,,2.5,3.0,2.7,,,,2.6,2.8,0.02,13224,-10217,38004,51382,0.74,0.54,0.94,45834,39531,52137,31111,28324,33898,,,,46767,5014,88520,57981,34286,81676,50806,45948,55664,70,42,30,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,10,34,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,700,,66.8,41.8,13,2314,72,67,77,168,6,2,10,83,2672,79,87,7850,20.6,25.8,239,3.0,116,1.5,91,1.2,3,0.0,1483,18.9,5870,74.8,161,2,0,4,49.4,4085,53.2
48085,Texas,Collin,81.6,81.4,81.7,85.0,83.9,86.1,93.6,83.5,103.7,88.9,87.9,89.9,79.0,78.3,79.6,,,,,,,80.6,80.3,80.8,7568,228,223,233,210,194,226,,,,114,104,124,296,276,316,,,,,,,252,245,259,414,35,32,38,33,26,41,,,,30,23,39,53,41,67,,,,,,,35,30,40,339,4,4,5,4,3,5,,,,4,3,5,8,6,10,,,,,,,4,3,4,8,7,10,14,12,16,9,7,10,2160,235,105320,10,22214,3,292,9,8,10,6,4,8,,,,,,,10,7,13,,,,,,,13,11,14,33,32,34,88811,13,12,14,20501,7,6,8,93,1079:1,16394,97,6,5,7,3.3,,3.7,2.9,2.9,3.4,3.6,,4.3,3.0,3.1,3.6,0.11,10394,-1348,63182,91640,0.69,0.67,0.71,113943,109676,118210,110735,98911,122559,139186,134495,143877,80707,76176,85238,83280,78955,87605,119835,117127,122543,25,29,17,400,6,2,2,3,2,1,3,,,,1,1,2,8,6,10,,,,,,,2,1,2,591,11,10,12,11,5,4,7,,,,7,5,9,6,4,9,,,,,,,15,14,17,438,8,8,9,4,3,6,,,,3,2,5,10,8,13,,,,,,,11,10,12,454,6,6,7,8,6,10,,,,3,2,4,6,5,9,,,,,,,7,6,8,523,282,115600,7,76.1,70.6,141,247538,65,64,65,47079,12,12,13,96,367042,95,96,1158696,24.5,11.7,131202,11.3,7913,0.7,216652,18.7,1242,0.1,184218,15.9,594249,51.3,37631,4,3,4,50.1,65460,6.1
48087,Texas,Collingsworth,72.3,68.6,76.0,,,,,,,,,,,,,,,,,,,,,,54,583,430,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,19,16,22,13,11,15,0,0,450,15,87,3,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,38,492,35,31,39,161,23,18,28,117,856:1,,,,,,3.3,,,,,,3.1,,,,2.8,3.7,0.02,12792,-4717,27480,58667,0.47,0.34,0.59,52093,45472,58714,,,,,,,,,,47250,36558,57942,70517,59871,81163,57,,29,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0,300,,59.6,46.4,0,778,76,70,83,53,5,0,13,80,813,72,87,2568,26.6,18.7,138,5.4,95,3.7,17,0.7,0,0.0,930,36.2,1403,54.6,74,3,0,6,50.9,2652,100.0
48089,Texas,Colorado,74.4,73.0,75.7,76.5,73.3,79.7,,,,,,,66.0,61.9,70.0,,,,,,,75.9,74.1,77.6,384,488,435,542,427,334,538,,,,,,,861,667,1093,,,,,,,445,376,513,26,120,78,176,101,48,185,,,,,,,,,,,,,,,,122,58,224,20,11,7,17,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,20,12,10,14,41,240,2050,10,1521,7,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,37,2918,26,23,30,802,16,12,20,43,2306:1,271,97,,,,2.8,,,2.7,2.7,3.1,3.1,,,2.9,3.1,3.4,0.04,11902,-6685,39569,56081,0.71,0.52,0.89,59711,50914,68508,,,,,,,55000,28628,81372,52939,32778,73100,68750,63088,74412,62,22,32,9,7,7,4,13,,,,,,,,,,,,,,,,,,,,,,25,24,15,36,24,,,,,,,,,,,,,,,,,,,,,,20,19,12,29,,,,,,,,,,,,,,,,,,,,,,44,30,22,40,29,15,49,,,,,,,,,,,,,,,,29,19,43,10,22,1900,17,65.8,52.6,15,6061,82,79,85,382,6,3,8,78,5751,74,82,20754,23.4,22.7,2266,10.9,259,1.2,164,0.8,23,0.1,6725,32.4,11238,54.1,537,3,,,49.9,20557,100.0
48091,Texas,Comal,78.3,77.9,78.8,79.7,78.7,80.8,,,,85.5,81.9,89.2,77.1,73.8,80.5,,,,,,,77.7,77.2,78.3,2106,330,315,344,317,287,348,,,,,,,313,224,424,,,,,,,347,328,366,79,50,39,62,47,31,68,,,,,,,,,,,,,,,,49,36,66,66,6,5,8,5,3,8,,,,,,,,,,,,,,,,6,4,8,10,8,11,15,13,17,9,8,11,233,158,17670,11,4851,4,42,8,6,11,,,,,,,,,,,,,,,,,,,,,,31,30,33,17414,17,15,19,4124,10,8,12,90,1106:1,2342,96,8,4,12,3.2,,,3.1,2.8,3.4,3.3,,,3.1,2.9,3.5,0.03,9080,-569,58137,68929,0.84,0.78,0.90,92979,84880,101078,120757,48313,193201,101042,51202,150882,105149,57734,152564,76234,66525,85943,97496,93639,101353,33,40,20,38,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,162,20,17,24,21,10,6,15,,,,,,,,,,,,,,,,25,21,30,123,16,13,18,5,3,9,,,,,,,,,,,,,,,,20,16,24,139,13,11,15,8,5,11,,,,,,,,,,,,,,,,16,13,19,127,75,15100,13,79.7,65.6,87,48512,76,75,77,7587,12,11,14,94,60181,93,95,184642,22.0,18.5,5219,2.8,1655,0.9,3087,1.7,315,0.2,54141,29.3,118677,64.3,2772,2,1,2,50.0,75278,46.6
48093,Texas,Comanche,75.0,73.5,76.6,74.1,70.2,78.0,,,,,,,,,,,,,,,,76.5,75.1,78.0,274,485,422,549,534,404,692,,,,,,,,,,,,,,,,461,390,532,10,75,36,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,17,15,20,11,9,13,14,120,1880,14,1109,8,,,,,,,,,,,,,,,,,,,,,,,,,,34,32,35,2000,27,24,30,442,14,10,18,65,1542:1,152,94,,,,2.8,,,,2.6,2.9,3.1,,,,3.1,3.1,0.04,13323,-6123,37210,49548,0.75,0.64,0.86,51559,44561,58557,73071,8091,138051,,,,,,,53913,39231,68595,59775,49196,70354,60,,27,3,4,,,,,,,,,,,,,,,,,,,,,,,,,14,21,11,36,21,,,,,,,,,,,,,,,,,,,,,,15,22,12,36,,,,,,,,,,,,,,,,,,,,,,37,39,27,54,56,31,92,,,,,,,,,,,,,,,,33,21,51,6,12,1300,14,61.8,48.0,15,4401,82,80,85,396,8,4,11,83,4409,79,87,13878,22.4,23.3,107,0.8,208,1.5,94,0.7,6,0.0,4145,29.9,9290,66.9,476,4,2,5,49.6,13594,100.0
48095,Texas,Concho,81.7,78.0,85.3,,,,,,,,,,,,,,,,,,,,,,45,320,225,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,14,17,16,19,12,11,13,21,709,430,14,492,12,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,36,355,19,16,22,73,12,8,16,90,1113:1,,,,,,2.5,,,,,,2.6,,,,,,0.02,14718,-10817,35038,36447,0.96,0.62,1.30,51191,43571,58811,,,,,,,,,,,,,,,,64,,27,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,200,,67.3,31.0,17,659,81,75,87,49,6,0,15,83,678,78,89,3340,18.4,26.1,51,1.5,73,2.2,74,2.2,28,0.8,1327,39.7,1397,41.8,455,15,5,24,47.2,3303,100.0
48097,Texas,Cooke,76.5,75.7,77.4,92.5,75.6,109.4,,,,,,,,,,,,,,,,75.8,74.8,76.8,699,435,401,469,360,271,470,,,,,,,530,336,795,,,,,,,455,415,495,25,58,38,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,15,20,10,9,12,41,116,5840,14,1040,3,14,11,6,19,,,,,,,,,,,,,,,,,,,,,,34,32,35,6119,25,23,28,1432,14,11,18,86,1164:1,438,94,,,,2.9,,,,2.6,3.1,3.1,,,,2.9,3.2,0.19,11304,-2322,46590,56615,0.82,0.74,0.90,66466,61937,70995,98678,98175,99181,,,,,,,48280,41586,54974,72385,66722,78048,49,56,24,10,4,,,,,,,,,,,,,,,,,,,,,,,,,49,24,17,31,24,,,,,,,,,,,,,,,,,,,,,,30,15,10,21,,,,,,,,,,,,,,,,,,,,,,52,18,14,24,,,,,,,,,,,,,,,,,,,,,,28,21,3800,13,66.4,61.2,50,11192,69,66,72,1374,9,7,11,79,12793,75,83,43050,22.6,19.7,1380,3.2,652,1.5,514,1.2,43,0.1,8452,19.6,31599,73.4,1393,4,3,5,50.2,25124,60.3
48099,Texas,Coryell,75.7,75.0,76.3,82.0,77.7,86.2,,,,,,,77.3,74.9,79.8,,,,,,,74.4,73.6,75.1,994,458,430,487,338,271,416,,,,,,,403,327,479,,,,,,,509,472,546,48,62,46,82,,,,,,,,,,,,,,,,,,,,,,45,7,5,9,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,20,12,10,13,246,350,11650,14,19277,26,19,8,5,13,,,,,,,,,,,,,,,,,,,,,,38,37,40,8122,19,16,21,1416,7,5,9,60,1668:1,818,85,10,7,14,2.8,,3.1,2.7,2.7,2.9,3.0,,3.6,2.9,2.9,3.1,0.05,11243,-4113,38442,40846,0.94,0.89,0.99,63428,58810,68046,78649,75900,81398,51635,26173,77097,60000,47859,72141,49500,41166,57834,65637,62550,68724,55,39,23,30,6,4,3,6,,,,,,,,,,,,,,,,,,,,,,74,19,15,24,19,18,9,32,,,,,,,,,,,,,,,,23,17,30,51,13,10,17,,,,,,,,,,,,,,,,,,,,,,81,15,12,19,,,,,,,,,,,,,,,,,,,,,,69,11,6100,13,41.8,59.5,46,14538,58,56,60,2385,10,8,12,88,22120,86,90,85057,22.1,11.3,13813,16.2,1123,1.3,2016,2.4,884,1.0,17272,20.3,47770,56.2,1053,1,1,2,49.3,16227,19.5
48101,Texas,Cottle,,,,,,,,,,,,,,,,,,,,,,,,,32,482,318,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,20,17,22,14,12,16,,,300,19,856,57,,,,,,,,,,,,,,,,,,,,,,,,,,37,36,38,164,22,19,25,38,13,9,16,0,1307:0,,,,,,,,,,,,,,,,,,,15191,-15152,36121,57389,0.63,0.51,0.75,45351,38378,52324,,,,,,,17461,12345,22577,,,,59028,43974,74082,72,,31,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1-4,100,,57.1,34.3,0,462,67,61,73,50,8,0,19,68,471,63,73,1307,19.0,25.7,131,10.0,10,0.8,2,0.2,1,0.1,342,26.2,802,61.4,0,0,0,5,51.9,1380,100.0
48103,Texas,Crane,74.7,72.1,77.2,,,,,,,,,,,,,,,,,,,,,,73,529,413,667,406,274,580,,,,,,,,,,,,,,,,678,457,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,16,14,17,12,11,13,,,440,10,171,4,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,36,790,29,26,33,252,18,13,22,22,4546:1,67,98,,,,2.5,,,,2.4,2.9,3.0,,,,2.9,3.3,0.01,15021,-482,58750,61076,0.96,0.40,1.52,67889,57684,78094,,,,,,,,,,58077,33837,82317,91292,54769,127815,42,,25,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,14,55,,,,,,,,,,,,,,,,,,,,,,1-4,6,600,,56.6,51.0,33,1427,85,79,92,74,5,0,11,74,1243,66,83,4546,28.5,12.5,129,2.8,95,2.1,58,1.3,9,0.2,3066,67.4,1237,27.2,448,11,5,17,49.5,4675,100.0
48105,Texas,Crockett,71.2,68.1,74.4,,,,,,,,,,,,,,,,,,,,,,77,630,491,795,723,536,953,,,,,,,,,,,,,,,,567,336,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,15,13,18,12,10,14,,,340,11,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,37,518,30,27,34,161,20,15,25,34,2943:1,,,,,,2.7,,,,,,2.9,,,,,,0.01,14661,-953,36028,58592,0.61,0.40,0.83,71851,64322,79380,,,,,,,,,,76268,11720,140816,59556,47365,71747,66,,19,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,400,0,64.6,30.2,23,932,72,58,87,68,6,0,16,70,907,55,86,2943,26.2,18.7,27,0.9,104,3.5,41,1.4,3,0.1,1973,67.0,851,28.9,154,5,1,10,49.5,3098,100.0
48107,Texas,Crosby,70.7,68.3,73.1,69.1,66.1,72.0,,,,,,,,,,,,,,,,72.1,68.2,76.0,144,750,620,879,812,637,1021,,,,,,,,,,,,,,,,681,499,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,18,16,21,14,12,17,14,334,930,18,141,2,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,37,812,29,25,32,210,15,11,19,60,1666:1,,,,,,2.6,,,,,,2.9,,,,,,0.04,17082,-7223,35449,43458,0.82,0.65,0.98,46457,40261,52653,,,,,,,40694,38417,42971,38523,27106,49940,71780,64082,79478,81,25,32,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,42,25,68,,,,,,,,,,,,,,,,,,,,,,1-4,0,600,,47.3,40.7,12,1414,71,65,76,138,8,3,12,85,1691,80,90,4998,26.1,18.2,169,3.4,81,1.6,23,0.5,4,0.1,2878,57.6,1849,37.0,164,3,1,6,50.1,5133,100.0
48109,Texas,Culberson,73.7,68.8,78.6,,,,,,,,,,,,,,,,,,,,,,52,701,507,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,19,19,16,21,17,15,19,,,380,17,102,4,,,,,,,,,,,,,,,,,,,,,,,,,,37,36,38,425,35,31,39,119,23,17,28,93,1078:1,,,,,,2.1,,,,,,2.3,,,,,,,17328,-755,62905,63945,0.98,0.06,1.91,52160,44393,59927,,,,,,,,,,,,,,,,82,,28,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,0,58.4,28.9,52,477,76,62,90,14,3,0,15,59,374,47,72,2155,22.8,21.4,38,1.8,53,2.5,50,2.3,1,0.0,1500,69.6,527,24.5,138,6,1,12,50.9,2188,100.0
48111,Texas,Dallam,71.6,69.0,74.2,72.6,67.4,77.7,,,,,,,,,,,,,,,,71.9,68.7,75.1,135,632,524,740,646,482,847,,,,,,,,,,,,,,,,620,484,784,12,119,61,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,19,16,22,14,12,16,9,166,850,12,1179,18,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,37,1450,37,33,41,606,25,18,32,166,603:1,126,95,,,,2.5,,,,2.4,2.8,2.5,,,,2.5,2.7,0.06,11439,-5554,34792,50125,0.69,0.49,0.90,61636,54517,68755,53304,18074,88534,,,,,,,58101,29710,86492,79650,58051,101249,66,,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,11,30,15,53,30,,,,,,,,,,,,,,,,,,,,,,11,30,15,54,,,,,,,,,,,,,,,,,,,,,,20,40,24,61,,,,,,,,,,,,,,,,,,,,,,5,1-4,800,,39.8,42.8,61,1672,72,67,76,96,4,0,10,82,1902,72,91,7241,33.9,11.5,147,2.0,186,2.6,106,1.5,66,0.9,3579,49.4,3294,45.5,767,12,4,19,47.0,1658,23.3
48113,Texas,Dallas,77.3,77.2,77.4,80.6,80.3,80.9,94.6,83.6,105.5,85.8,85.0,86.6,72.7,72.4,72.9,,,,,,,77.5,77.3,77.7,31407,399,394,403,321,313,328,313,247,391,182,171,194,597,586,609,,,,,,,385,378,393,1682,57,54,59,47,43,50,,,,35,26,45,98,91,106,,,,,,,43,37,49,1699,6,6,7,6,5,6,,,,3,2,4,11,10,12,,,,7,5,11,4,3,5,12,10,13,16,15,18,12,11,14,19597,926,340260,13,171370,7,1361,17,16,18,10,9,11,,,,3,2,5,23,21,26,,,,,,,27,25,29,35,34,36,448036,28,27,29,99960,15,13,17,146,684:1,36684,82,9,8,10,2.8,,3.4,2.5,2.7,3.4,3.0,,4.0,2.6,3.0,3.6,0.25,10635,-10447,48304,55150,0.88,0.86,0.89,70871,68443,73299,62500,54584,70416,100422,95069,105775,53482,51846,55118,62046,60784,63308,95086,93479,96693,74,52,28,700,4,9,9,10,6,6,7,,,,1,1,2,23,22,25,,,,,,,4,3,4,1459,11,11,12,11,6,5,7,,,,6,5,8,7,6,8,,,,,,,21,19,22,1889,14,14,15,9,8,10,,,,3,2,4,26,25,28,,,,,,,16,15,17,2216,12,12,13,11,11,12,,,,5,3,6,18,16,19,,,,,,,11,10,12,545,1437,263000,8,59.9,62.1,248,484698,51,50,51,153803,16,16,17,88,845798,88,89,2600840,24.9,11.8,594537,22.9,29637,1.1,188360,7.2,2913,0.1,1078852,41.5,696077,26.8,243704,10,10,10,50.3,15113,0.6
48115,Texas,Dawson,72.6,71.1,74.1,71.2,69.1,73.3,,,,,,,,,,,,,,,,74.4,72.0,76.9,233,611,530,691,725,601,849,,,,,,,,,,,,,,,,486,378,615,12,84,43,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,18,19,16,21,16,14,18,20,198,2140,17,2599,19,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,38,1737,29,25,32,434,13,10,17,58,1733:1,150,95,,,,2.7,,,,2.7,3.1,3.0,,,,2.8,3.5,0.14,14607,-1529,29542,56116,0.53,0.42,0.63,48801,41721,55881,,,,,,,21538,4569,38507,31425,14281,48569,73516,52231,94801,74,27,35,2,2,,,,,,,,,,,,,,,,,,,,,,,,,13,21,11,37,20,,,,,,,,,,,,,,,,,,,,,,11,17,9,31,,,,,,,,,,,,,,,,,,,,,,18,20,12,32,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,1300,,41.7,49.8,48,2960,72,67,76,627,16,11,21,84,3452,79,88,12130,25.4,13.9,733,6.0,176,1.5,128,1.1,17,0.1,7149,58.9,3980,32.8,363,3,,,43.4,3725,29.9
48117,Texas,Deaf Smith,74.4,73.1,75.7,73.5,72.0,75.1,,,,,,,,,,,,,,,,75.2,72.4,77.9,264,490,430,550,529,450,608,,,,,,,,,,,,,,,,439,335,565,19,75,45,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,17,15,20,15,13,17,30,211,2170,12,1440,7,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,37,3337,33,29,37,1102,19,14,24,109,919:1,282,92,,,,2.9,,,,2.8,3.4,3.1,,,,3.0,3.3,0.04,11929,-5507,38355,47286,0.81,0.65,0.97,55565,47775,63355,,,,,,,,,,50179,46191,54167,64102,42192,86012,77,47,27,6,4,,,,,,,,,,,,,,,,,,,,,,,,,15,16,9,26,16,,,,,,,,,,,,,,,,,,,,,,11,12,6,21,,,,,,,,,,,,,,,,,,,,,,24,18,12,27,14,7,23,,,,,,,,,,,,,,,,32,15,59,22,31,2200,24,44.7,52.7,38,3881,64,59,70,489,9,5,12,80,4827,75,85,18377,31.0,12.8,186,1.0,365,2.0,117,0.6,15,0.1,14126,76.9,3780,20.6,1412,8,6,11,49.6,3063,16.5
48119,Texas,Delta,73.7,71.0,76.3,,,,,,,,,,,,,,,,,,,,,,106,502,399,605,,,,,,,,,,,,,,,,,,,,,,11,201,100,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,16,21,11,9,13,12,269,790,15,104,2,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,38,589,20,17,23,147,11,8,14,55,1802:1,69,93,,,,2.6,,,,,,2.8,,,,,,0.04,11583,-3980,51563,61549,0.84,0.54,1.13,54587,47965,61209,,,,,,,,,,122740,28658,216822,61780,46384,77176,68,63,25,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,17,56,,,,,,,,,,,,,,,,,,,,,,1-4,0,500,,64.2,51.8,6,1691,80,76,84,181,9,3,14,78,1642,71,85,5406,24.0,20.7,347,6.4,153,2.8,41,0.8,4,0.1,555,10.3,4192,77.5,24,0,0,2,50.9,5230,100.0
48121,Texas,Denton,80.9,80.7,81.1,86.3,85.0,87.6,,,,87.6,86.2,89.0,78.2,77.5,79.0,,,,,,,80.1,79.9,80.3,7204,254,248,260,216,200,231,,,,136,121,151,332,309,355,,,,,,,272,265,280,337,35,31,38,31,24,38,,,,25,16,38,60,46,76,,,,,,,34,29,40,299,4,4,5,4,3,5,,,,3,2,4,7,6,10,,,,,,,4,3,5,9,8,10,14,12,16,9,8,11,1706,217,90550,10,31443,5,248,9,8,10,4,2,5,,,,,,,11,7,15,,,,,,,12,10,14,33,32,34,85304,14,13,15,16665,7,6,8,83,1207:1,12564,89,5,3,6,3.1,,3.5,2.7,2.8,3.3,3.2,,3.9,2.7,2.9,3.4,0.13,10742,-1565,59455,78079,0.76,0.74,0.78,102711,99630,105792,55332,41785,68879,135719,130082,141356,74976,69921,80031,81452,78275,84629,113484,111299,115669,33,39,19,273,5,2,2,2,2,1,3,,,,2,1,3,7,5,10,,,,,,,1,1,2,517,12,11,13,12,6,4,8,,,,7,4,10,9,6,11,,,,,,,15,13,16,401,9,8,10,5,3,6,,,,4,2,6,13,10,17,,,,,,,11,10,12,463,8,7,8,7,5,9,,,,5,3,7,9,6,11,,,,,,,8,7,9,52,591,90800,7,71.6,68.4,119,217961,65,64,66,41337,13,12,13,95,317968,95,95,977281,23.2,11.6,114734,11.7,8119,0.8,109337,11.2,1251,0.1,196088,20.1,530909,54.3,28133,3,3,4,50.4,65296,7.2
