,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
48241,Texas,Jasper,72.0,70.9,73.0,85.1,76.2,93.9,,,,,,,66.9,64.4,69.5,,,,,,,72.3,71.2,73.5,850,639,593,686,,,,,,,,,,895,754,1037,,,,,,,624,572,676,25,70,45,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,17,20,18,23,13,11,15,42,152,6370,19,2010,6,18,17,10,27,,,,,,,,,,,,,,,,,,,,,,39,37,40,4173,23,21,26,872,11,8,14,77,1299:1,390,96,,,,2.8,,,2.5,2.7,2.9,2.9,,,2.5,3.1,2.9,0.16,12302,-6534,35799,62920,0.57,0.48,0.66,50763,45008,56518,31250,30604,31896,,,,28661,16744,40578,33771,10150,57392,56778,48144,65412,65,51,27,9,5,6,4,11,,,,,,,,,,,,,,,,,,,,,,41,24,17,33,23,,,,,,,,,,,,,,,,,,,,,,40,23,16,31,,,,,,,,,,,,,,,,,,,,,,75,30,24,38,,,,,,,,,,36,19,60,,,,,,,32,24,41,14,18,3500,9,59.1,40.7,17,10466,80,77,83,1062,9,6,11,85,11156,81,89,32484,23.2,21.1,4997,15.4,278,0.9,219,0.7,28,0.1,2360,7.3,24197,74.5,217,1,0,1,50.5,25677,77.9
48243,Texas,Jeff Davis,80.1,72.8,87.3,,,,,,,,,,,,,,,,,,,,,,45,417,275,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,15,18,17,20,13,12,15,,,310,16,189,8,,,,,,,,,,,,,,,,,,,,,,,,,,35,33,37,261,25,21,29,16,22,16,29,53,1903:1,,,,,,,,,,,,,,,,,,0.01,15736,-8317,34957,91959,0.38,0.01,0.75,58285,51309,65261,,,,,,,,,,,,,,,,53,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,68.1,29.8,0,978,89,75,100,116,11,0,22,75,817,70,79,1903,4.9,42.5,14,0.7,41,2.2,37,1.9,5,0.3,611,32.1,1171,61.5,132,7,0,18,50.7,1996,100.0
48245,Texas,Jefferson,74.0,73.6,74.3,82.9,81.3,84.5,,,,84.8,81.5,88.2,70.5,69.8,71.1,,,,,,,73.8,73.2,74.3,4642,553,536,569,308,276,340,,,,268,212,334,737,704,770,,,,,,,547,522,572,189,70,60,80,35,23,50,,,,,,,108,87,130,,,,,,,76,58,98,195,8,7,9,5,3,6,,,,,,,14,11,16,,,,,,,6,4,8,13,11,15,18,16,20,14,12,15,1249,597,42560,17,19222,8,163,22,18,25,6,3,11,,,,,,,23,17,29,,,,,,,32,26,40,40,39,41,38138,28,25,30,7175,12,9,14,149,671:1,2636,86,12,8,15,2.7,,3.0,2.2,2.7,3.3,2.8,,3.5,2.2,2.8,3.4,0.24,12436,-6217,42139,57600,0.73,0.69,0.77,55065,50463,59667,51875,17430,86320,81788,72846,90730,39859,37382,42336,55355,50290,60420,79047,73118,84976,70,59,27,71,4,12,10,14,4,2,7,,,,,,,24,20,28,,,,,,,6,5,8,186,14,12,17,15,8,5,13,,,,,,,9,7,13,,,,,,,23,19,27,245,19,17,22,5,3,9,,,,,,,27,22,32,,,,,,,22,18,26,307,17,15,19,11,8,14,,,,,,,19,15,22,,,,,,,21,17,24,155,104,23200,11,54.5,56.9,114,57492,62,60,63,12423,14,13,15,87,80712,86,88,250830,24.4,15.6,83553,33.3,2718,1.1,10222,4.1,339,0.1,59441,23.7,93729,37.4,11532,5,4,5,48.6,25260,9.8
48247,Texas,Jim Hogg,72.9,70.3,75.5,,,,,,,,,,,,,,,,,,,,,,85,555,439,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,18,18,16,19,18,16,19,6,157,980,20,989,19,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,38,705,27,24,31,150,10,7,13,,,71,98,,,,2.4,,,,,,2.7,,,,,,,11602,-6222,30985,37189,0.83,0.51,1.15,43782,37176,50388,,,,,,,,,,40722,34243,47201,96500,27205,165795,87,,33,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0,700,,61.5,35.4,,855,64,57,70,164,13,5,21,67,900,49,85,4763,28.8,17.6,35,0.7,32,0.7,32,0.7,4,0.1,4343,91.2,312,6.6,35,1,0,3,47.8,4838,100.0
48249,Texas,Jim Wells,72.2,71.3,73.1,71.7,70.7,72.7,,,,,,,,,,,,,,,,73.2,71.1,75.2,845,653,608,698,676,623,728,,,,,,,,,,,,,,,,612,513,711,25,52,33,76,,,,,,,,,,,,,,,,,,,,,,20,5,3,8,,,,,,,,,,,,,,,,,,,,,,14,12,16,17,15,20,15,13,18,33,105,7010,18,3946,10,13,11,6,19,,,,,,,,,,,,,,,,,,,,,,36,34,38,5845,27,23,30,1280,12,9,15,113,882:1,488,92,18,7,29,2.8,,,,2.7,3.5,3.0,,,,2.9,3.6,0.15,12228,-3401,37523,50596,0.74,0.57,0.91,48252,41267,55237,,,,,,,,,,44722,41067,48377,67067,51049,83085,79,78,35,17,6,7,4,11,,,,,,,,,,,,,,,,,,,,,,38,19,14,27,19,,,,,,,,,,,,,,,,,,,,,,30,15,10,21,,,,,,,,,,,,,,,,,,,,,,59,21,16,27,21,15,27,,,,,,,,,,,,,,,,22,11,39,128,62,4400,43,47.8,44.5,40,8774,68,64,72,1594,13,9,17,69,8893,64,74,38826,27.1,16.1,281,0.7,450,1.2,264,0.7,33,0.1,31107,80.1,6914,17.8,1266,3,2,5,50.1,19478,50.1
48251,Texas,Johnson,75.6,75.2,76.0,79.4,78.0,80.7,,,,86.4,76.9,95.9,76.2,73.7,78.8,,,,,,,74.9,74.4,75.3,2721,444,427,461,344,304,383,,,,,,,417,332,517,,,,,,,475,454,495,105,52,42,62,40,26,58,,,,,,,,,,,,,,,,60,47,75,86,6,5,7,5,3,8,,,,,,,,,,,,,,,,6,5,8,12,10,13,17,15,20,10,9,12,309,201,21160,12,9117,6,65,12,9,15,,,,,,,,,,,,,,,,,,,,,,35,34,37,24635,22,20,24,6693,13,10,16,73,1377:1,2543,94,17,13,20,2.9,,2.5,2.8,2.7,3.0,3.1,,2.5,2.9,3.0,3.2,0.08,11156,-1830,45422,57603,0.79,0.74,0.84,76747,71137,82357,98177,49742,146612,77311,55286,99336,73575,65069,82081,67246,59581,74911,79373,75138,83608,50,45,26,34,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,138,16,13,18,16,5,3,10,,,,,,,,,,,,,,,,20,17,24,108,12,10,15,,,,,,,,,,,,,,,,,,,,,,209,17,15,20,15,11,21,,,,,,,,,,,,,,,,18,15,21,92,85,19400,9,58.4,68.5,46,46360,74,73,76,6158,10,9,12,90,56154,89,91,195506,25.5,14.1,10187,5.2,1937,1.0,2460,1.3,965,0.5,49089,25.1,128691,65.8,5183,3,2,4,49.6,83617,46.5
48253,Texas,Jones,74.6,73.3,75.9,72.7,69.8,75.7,,,,,,,74.1,69.9,78.3,,,,,,,74.2,72.5,75.9,353,521,465,576,623,495,775,,,,,,,641,419,940,,,,,,,523,452,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,17,15,20,13,11,15,43,246,2660,14,2392,12,,,,,,,,,,,,,,,,,,,,,,,,,,37,36,38,1999,24,20,27,307,9,6,11,50,1994:1,,,21,8,35,2.8,,,,2.6,2.9,2.7,,,,2.5,2.8,0.07,15335,-807,36699,52425,0.70,0.60,0.80,51894,44482,59306,,,,60938,29329,92547,,,,35000,19770,50230,65658,62013,69303,62,36,27,3,4,,,,,,,,,,,,,,,,,,,,,,,,,28,27,18,40,28,,,,,,,,,,,,,,,,,,,,,,19,19,11,30,,,,,,,,,,,,,,,,,,,,,,51,37,27,48,31,16,54,,,,,,,,,,,,,,,,43,30,60,1-4,5,1400,,42.4,50.7,9,4862,82,78,86,659,11,7,16,83,4936,79,87,19935,17.1,15.7,2376,11.9,309,1.6,150,0.8,11,0.1,5725,28.7,11419,57.3,356,2,1,3,36.5,19663,100.0
48255,Texas,Karnes,74.9,73.5,76.3,73.2,71.4,75.0,,,,,,,,,,,,,,,,75.8,73.3,78.3,232,478,415,540,577,476,678,,,,,,,,,,,,,,,,419,330,525,10,67,32,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,17,15,19,14,12,16,77,616,2030,14,843,6,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,37,1676,24,20,27,369,11,8,14,47,2119:1,222,83,,,,2.7,,,,2.6,2.9,2.9,,,,2.8,3.4,0.21,14334,-2162,42063,43438,0.97,0.53,1.41,61860,53512,70208,,,,,,,,,,40602,24231,56973,82688,55342,110034,67,31,30,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,11,29,,,,,,,,,,,,,,,,,,,,,,5,8,1400,9,47.7,37.4,37,2943,68,63,72,436,10,5,15,77,3364,72,83,14836,20.5,14.0,1378,9.3,173,1.2,100,0.7,6,0.0,8405,56.7,4847,32.7,886,6,4,9,40.1,14710,100.0
48257,Texas,Kaufman,74.8,74.3,75.2,79.9,78.0,81.9,,,,89.6,75.7,103.5,72.3,71.1,73.6,,,,,,,74.1,73.5,74.7,2132,476,455,496,318,273,363,,,,,,,552,491,612,,,,,,,508,482,534,108,62,51,74,49,32,71,,,,,,,101,66,148,,,,,,,66,50,86,67,5,4,7,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,15,19,11,9,12,379,301,15190,11,3561,3,58,13,10,17,,,,,,,,,,15,7,28,,,,,,,17,12,23,36,35,38,20571,22,19,24,6201,13,10,16,50,2004:1,2243,96,5,2,7,2.9,,3.4,2.5,2.6,3.1,3.1,,3.6,2.7,2.8,3.3,0.11,10557,-3867,49511,62899,0.79,0.72,0.85,92814,87418,98210,,,,70988,21917,120059,59616,54209,65023,78099,73108,83090,94148,89750,98546,53,48,21,31,3,6,5,8,,,,,,,,,,28,19,39,,,,,,,3,2,5,106,16,13,19,15,,,,,,,,,,,,,,,,,,,,,,111,16,13,19,,,,,,,,,,29,19,42,,,,,,,19,15,24,193,21,18,24,13,8,19,,,,,,,21,14,31,,,,,,,25,21,29,146,44,16400,12,64.5,65.1,39,37065,77,76,79,5894,12,11,14,88,42089,87,89,172366,28.4,10.7,32082,18.6,1792,1.0,3507,2.0,185,0.1,46560,27.0,86484,50.2,2641,2,1,2,50.5,60917,41.9
48259,Texas,Kendall,80.7,79.9,81.5,82.9,80.5,85.4,,,,,,,,,,,,,,,,80.0,79.1,81.0,466,253,228,277,208,161,265,,,,,,,,,,,,,,,,274,243,304,18,38,22,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,61,154,4250,10,425,1,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,33,4728,17,15,20,1444,13,10,16,143,700:1,804,98,,,,3.1,,,,2.6,3.3,3.4,,,,3.0,3.6,0.03,10485,-2638,54017,80334,0.67,0.52,0.82,120238,106609,133867,,,,93373,86396,100350,,,,99069,76644,121494,108525,94365,122685,22,65,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,37,16,11,22,16,,,,,,,,,,,,,,,,,,,,,,30,13,9,18,,,,,,,,,,,,,,,,,,,,,,42,13,10,18,,,,,,,,,,,,,,,,,,,,,,34,6,5000,8,79.4,66.3,36,12803,76,74,79,2026,12,10,15,92,15482,90,95,48973,22.2,20.0,657,1.3,395,0.8,826,1.7,52,0.1,12763,26.1,33847,69.1,1482,3,2,5,50.3,25152,56.8
48261,Texas,Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,18,15,20,16,14,18,,,20,13,156,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,47,42,52,30,42,32,52,0,358:0,,,,,,,,,,,,,,,,,,,,,,,,,,43274,36623,49925,,,,,,,,,,,,,,,,50,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,82.6,29.9,17,6,16,0,39,,,,,53,20,4,100,358,17.0,22.3,9,2.5,7,2.0,6,1.7,0,0.0,244,68.2,86,24.0,32,36,0,100,45.0,350,100.0
48263,Texas,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,16,14,17,9,8,10,0,0,80,12,244,30,,,,,,,,,,,,,,,,,,,,,,,,,,33,31,34,39,10,8,11,16,9,6,12,0,740:0,,,,,,,,,,,,,,,,,,,19375,4345,56042,51250,1.09,0.42,1.77,58118,49356,66880,,,,,,,,,,,,,,,,40,,24,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,93.3,44.3,0,199,81,64,98,23,10,0,39,93,228,82,100,740,23.4,25.0,7,0.9,13,1.8,2,0.3,1,0.1,155,20.9,555,75.0,2,0,0,12,48.1,753,100.0
48265,Texas,Kerr,76.3,75.5,77.2,79.4,77.6,81.1,,,,,,,,,,,,,,,,75.0,73.9,76.1,922,440,407,472,343,285,402,,,,,,,755,473,1143,,,,,,,489,446,533,37,81,57,112,60,31,104,,,,,,,,,,,,,,,,95,60,144,26,7,5,10,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,14,19,10,9,12,61,132,7210,14,2606,5,25,16,10,23,,,,,,,,,,,,,,,,,,,,,,34,32,35,6927,25,23,28,1531,15,11,18,127,790:1,424,95,,,,3.0,,,,2.8,3.4,3.4,,,,3.2,3.6,0.02,12628,-4672,42067,50218,0.84,0.68,1.00,59619,53634,65604,,,,,,,,,,53718,43696,63740,70232,65609,74855,58,54,31,13,5,5,3,8,,,,,,,,,,,,,,,,,,,,,,63,24,18,31,24,,,,,,,,,,,,,,,,,,,,,,47,18,13,24,,,,,,,,,,,,,,,,,,,,,,56,15,12,20,14,8,23,,,,,,,,,,,,,,,,16,12,22,24,42,3900,17,69.3,61.4,46,15571,71,68,73,2456,11,9,14,89,19627,87,91,53741,18.7,28.3,790,1.5,670,1.2,712,1.3,71,0.1,15396,28.6,35914,66.8,814,2,1,2,51.7,20754,39.5
48267,Texas,Kimble,76.9,73.7,80.2,,,,,,,,,,,,,,,,,,,,,,81,457,348,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,16,19,11,10,12,,,610,14,389,8,,,,,,,,,,,,,,,,,,,,,,,,,,35,33,36,623,28,24,31,137,16,12,21,113,884:1,,,,,,3.2,,,,,,3.2,,,,,,0.01,13456,-6859,37353,39264,0.95,0.63,1.27,51851,44068,59634,,,,,,,,,,55771,30047,81495,67500,44601,90399,64,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,16,60,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,300,,66.0,35.6,10,1359,79,74,84,124,8,2,13,80,1368,72,88,4422,18.7,29.8,44,1.0,62,1.4,38,0.9,5,0.1,1103,24.9,3165,71.6,53,1,0,3,51.2,4286,100.0
48269,Texas,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,18,20,17,23,13,11,15,0,0,50,20,64,22,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,39,40,28,24,32,18,24,17,30,0,233:0,,,,,,,,,,,,,,,,,,,25622,13447,51625,75139,0.69,0.26,1.11,87856,74379,101333,,,,,,,,,,37500,16658,58342,78750,42356,115144,19,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,75.7,40.1,2,32,40,20,60,4,19,0,100,100,80,37,100,233,26.6,21.0,6,2.6,3,1.3,0,0.0,1,0.4,52,22.3,166,71.2,15,7,0,44,46.8,265,100.0
48271,Texas,Kinney,77.5,74.6,80.3,,,,,,,,,,,,,,,,,,,,,,55,459,338,608,422,273,623,,,,,,,,,,,,,,,,491,291,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,15,17,15,18,14,13,16,9,333,620,19,922,26,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,37,260,17,14,20,56,9,6,12,64,1564:1,,,,,,2.7,,,,,,3.1,,,,,,0.02,14039,-5356,48622,63795,0.76,0.23,1.29,52609,44682,60536,,,,,,,,,,,,,,,,62,,23,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1-4,300,,53.1,29.8,8,829,75,63,87,,,,,67,736,55,78,3128,17.8,24.6,58,1.9,76,2.4,33,1.1,8,0.3,1956,62.5,971,31.0,191,6,0,12,43.5,3129,100.0
48273,Texas,Kleberg,73.3,72.3,74.3,73.3,72.1,74.5,,,,,,,,,,,,,,,,72.4,70.2,74.5,485,587,533,640,580,516,643,,,,,,,,,,,,,,,,646,526,766,16,45,25,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,15,17,15,19,15,13,17,30,118,5770,19,5564,17,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,37,4574,25,22,29,822,11,8,14,49,2024:1,353,81,,,,2.7,,,,2.6,3.2,3.2,,,,3.0,3.7,0.04,12276,-2543,36750,55022,0.67,0.52,0.81,51342,43864,58820,104950,19208,190692,,,,,,,47555,34683,60427,75291,61091,89491,70,41,33,12,6,6,3,10,,,,,,,,,,,,,,,,,,,,,,12,8,4,14,8,,,,,,,,,,,,,,,,,,,,,,12,8,4,14,,,,,,,,,,,,,,,,,,,,,,29,13,9,19,,,,,,,,,,,,,,,,,,,,,,44,33,2900,27,49.4,48.2,69,6443,54,51,57,2410,21,16,27,82,9734,78,85,30362,23.6,13.6,986,3.2,307,1.0,720,2.4,62,0.2,22395,73.8,5946,19.6,659,2,1,3,49.2,6095,19.6
48275,Texas,Knox,71.7,68.6,74.7,,,,,,,,,,,,,,,,,,,,,,80,643,500,814,650,397,1003,,,,,,,,,,,,,,,,587,422,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,18,16,21,12,11,14,,,430,13,221,6,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,36,529,30,26,34,156,17,13,22,183,546:1,,,,,,2.6,,,,2.4,3.1,2.8,,,,2.8,3.1,0.02,15655,-8940,32981,39352,0.84,0.47,1.21,47207,40605,53809,,,,,,,,,,50625,37990,63260,54432,41416,67448,63,36,29,4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0,400,,57.5,38.8,3,974,78,74,82,83,7,1,14,83,1034,77,89,3273,26.8,19.7,182,5.6,55,1.7,26,0.8,3,0.1,1141,34.9,1824,55.7,103,3,0,6,49.9,3353,100.0
48277,Texas,Lamar,72.5,71.7,73.3,99.7,65.2,134.2,,,,,,,67.5,65.3,69.7,,,,,,,72.4,71.4,73.3,1133,623,584,661,377,252,541,,,,,,,885,754,1016,,,,,,,621,577,665,35,67,47,93,,,,,,,,,,,,,,,,,,,,,,30,7,4,9,,,,,,,,,,,,,,,,,,,,,,13,11,15,19,16,21,11,9,13,76,183,8180,16,7077,14,21,14,9,21,,,,,,,,,,,,,,,,,,,,,,37,35,38,7114,25,22,28,1482,12,9,15,129,777:1,530,93,,,,2.8,,,2.2,2.5,3.0,3.0,,,2.4,3.0,3.2,0.13,10954,-4325,38926,52195,0.75,0.66,0.83,62620,57258,67982,,,,51619,30533,72705,44938,26585,63291,36759,20473,53045,60723,57087,64359,64,45,21,14,4,5,3,8,,,,,,,,,,,,,,,,,,,,,,53,21,15,28,21,,,,,,,,,,,,,,,,,,,,,,48,19,14,26,,,,,,,,,,,,,,,,,,,,,,80,23,18,29,,,,,,,,,,,,,,,,,,,,,,17,22,4600,8,58.3,57.6,45,13423,67,64,69,2742,14,12,17,77,15410,74,79,50484,23.9,19.2,6603,13.1,1015,2.0,421,0.8,53,0.1,4838,9.6,36427,72.2,572,1,1,2,51.5,23796,47.5
48279,Texas,Lamb,73.1,71.5,74.6,71.7,69.5,73.8,,,,,,,,,,,,,,,,74.6,72.4,76.9,249,581,507,656,658,544,772,,,,,,,,,,,,,,,,521,412,629,13,83,44,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,17,18,16,21,14,12,17,25,239,1950,15,1515,11,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,38,2205,31,28,35,584,16,12,20,63,1591:1,190,94,,,,2.8,,,,2.7,3.1,3.0,,,,2.9,3.3,0.06,14944,-8328,35000,48906,0.72,0.51,0.93,53008,46896,59120,,,,,,,42734,9328,76140,52766,47137,58395,60798,49472,72124,70,29,28,3,3,,,,,,,,,,,,,,,,,,,,,,,,,11,15,7,28,17,,,,,,,,,,,,,,,,,,,,,,11,17,8,30,,,,,,,,,,,,,,,,,,,,,,24,26,17,39,,,,,,,,,,,,,,,,,,,,,,9,1-4,1500,,51.3,43.9,22,3375,73,69,77,309,7,4,11,78,3593,74,81,12724,27.2,17.1,457,3.6,271,2.1,92,0.7,21,0.2,7375,58.0,4663,36.6,931,8,5,10,49.9,7419,56.9
48281,Texas,Lampasas,75.9,74.7,77.0,78.1,74.4,81.8,,,,,,,,,,,,,,,,75.2,73.9,76.6,395,452,404,500,461,346,602,,,,,,,,,,,,,,,,465,408,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,18,15,20,10,9,12,23,121,2890,14,1160,6,10,15,7,28,,,,,,,,,,,,,,,,,,,,,,35,34,36,2880,22,20,25,593,12,9,15,48,2071:1,261,99,,,,2.9,,,,2.8,3.0,3.1,,,,2.9,3.2,0.02,11690,-4005,37549,56028,0.67,0.49,0.85,67917,59913,75921,,,,,,,106699,60005,153393,64583,50632,78534,78954,72500,85408,62,50,22,6,5,,,,,,,,,,,,,,,,,,,,,,,,,19,16,9,26,18,,,,,,,,,,,,,,,,,,,,,,12,11,6,19,,,,,,,,,,,,,,,,,,,,,,37,25,17,34,,,,,,,,,,,,,,,,,,,,,,26,11,2000,19,64.2,59.4,31,6388,81,78,83,974,12,9,16,87,6869,83,90,22785,21.2,20.6,899,3.9,297,1.3,339,1.5,118,0.5,4734,20.8,16034,70.4,197,1,0,2,49.8,14303,66.1
48283,Texas,La Salle,75.0,73.0,77.1,,,,,,,,,,,,,,,,,,,,,,115,560,456,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,16,14,19,16,13,18,18,313,990,14,795,12,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,38,817,26,22,30,130,10,7,13,182,550:1,101,88,,,,2.6,,,,,,2.8,,,,,,0.02,16143,-4685,41190,34175,1.21,0.45,1.96,40555,36012,45098,,,,,,,,,,68225,58597,77853,49087,45883,52291,91,,30,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,1-4,500,,43.9,26.7,20,1335,79,65,93,149,9,1,18,73,1239,60,87,6604,19.2,13.8,81,1.2,85,1.3,29,0.4,3,0.0,5701,86.3,740,11.2,555,8,4,13,40.4,6664,100.0
48285,Texas,Lavaca,77.7,76.5,78.8,83.4,77.5,89.3,,,,,,,,,,,,,,,,77.8,76.4,79.1,310,378,332,424,362,252,503,,,,,,,835,567,1185,,,,,,,361,309,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,15,20,11,9,12,29,169,2460,12,824,4,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,37,2352,22,19,24,674,13,10,17,73,1373:1,295,97,,,,3.0,,,,2.7,3.2,3.3,,,,3.1,3.5,0.04,11951,-2748,42052,56986,0.74,0.60,0.87,58400,52601,64199,,,,,,,41715,27790,55640,45845,34767,56923,64201,57175,71227,38,28,26,8,6,,,,,,,,,,,,,,,,,,,,,,,,,12,9,4,17,12,,,,,,,,,,,,,,,,,,,,,,14,14,8,23,,,,,,,,,,,,,,,,,,,,,,36,26,18,35,,,,,,,,,,,,,,,,,,,,,,10,9,2000,10,69.3,53.1,10,6261,76,74,79,655,8,6,11,80,6571,77,83,20589,23.5,23.7,1195,5.8,153,0.7,127,0.6,23,0.1,4216,20.5,14800,71.9,280,1,1,2,50.7,16755,82.4
