,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
27017,Minnesota,Carlton,77.3,76.4,78.1,,,,61.8,57.4,66.2,,,,,,,,,,,,,78.3,77.5,79.1,485,356,323,389,,,,1059,810,1361,,,,,,,,,,,,,323,291,356,17,48,28,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,17,9,8,11,15,49,3010,8,1493,4,28,26,17,37,,,,168,81,309,,,,,,,,,,,,,16,9,26,33,31,34,1302,6,5,7,283,3,2,4,87,1147:1,469,90,,,,3.4,,,,,,3.5,,,,,,0.08,12377,1994,48318,66592,0.73,0.66,0.79,78478,72815,84141,41902,34418,49386,93977,73443,114511,,,,,,,77524,72913,82135,27,76,29,17,9,,,,,,,,,,,,,,,,,,,,,,,,,26,14,9,21,14,,,,,,,,,,,,,,,,,,,,,,19,11,6,17,,,,,,,,,,,,,,,,,,,,,,26,10,7,15,,,,,,,,,,,,,,,,,,,,,,,43,4000,11,74.4,71.6,26,10979,80,78,81,1277,10,8,11,84,11569,81,86,36708,21.7,18.6,681,1.9,2110,5.7,242,0.7,9,0.0,717,2.0,32138,87.6,174,1,0,1,46.9,22994,63.5
27019,Minnesota,Carver,82.5,82.0,83.1,86.8,74.7,99.0,,,,95.4,81.1,109.7,87.7,63.2,112.1,,,,,,,82.4,81.9,83.0,709,198,183,213,,,,,,,,,,,,,,,,,,,,,,28,23,15,33,,,,,,,,,,,,,,,,,,,,,,29,4,2,5,,,,,,,,,,,,,,,,,,,,,,7,6,9,13,11,15,7,6,8,55,62,3230,3,3431,4,35,11,8,15,,,,,,,,,,,,,,,,,,,,,,25,24,27,2294,3,3,4,651,2,2,3,71,1411:1,1341,93,8,4,11,3.3,,3.6,2.6,2.7,3.4,3.5,,3.7,2.4,2.6,3.6,0.06,11885,2276,66634,86004,0.77,0.72,0.83,117602,110315,124889,68150,44106,92194,139250,58798,219702,,,,81087,58185,103989,117241,113177,121305,11,54,31,53,8,,,,,,,,,,,,,,,,,,,,,,,,,63,12,9,15,12,,,,,,,,,,,,,,,,,,,,,,37,7,5,10,,,,,,,,,,,,,,,,,,,,,,39,5,4,7,,,,,,,,,,,,,,,,,,,,,,,109,13300,8,90.0,81.7,44,32215,82,80,84,3004,8,6,9,93,36607,92,94,110034,24.9,14.5,2494,2.3,423,0.4,4211,3.8,55,0.0,5076,4.6,96055,87.3,844,1,1,1,49.7,26357,24.7
27021,Minnesota,Cass,75.8,74.5,77.1,,,,55.3,52.1,58.4,,,,,,,,,,,,,79.5,78.3,80.8,551,466,421,512,,,,1810,1517,2103,,,,,,,,,,,,,328,288,368,27,100,66,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,14,18,9,8,11,12,46,2500,8,1489,5,26,29,19,42,,,,125,67,214,,,,,,,,,,,,,17,9,30,29,27,30,1449,9,8,11,353,6,4,7,70,1422:1,301,69,8,4,12,2.9,,,,,,3.0,,,,,,0.42,15722,1704,42810,54214,0.79,0.74,0.84,67121,63193,71049,38977,30921,47033,68462,61640,75284,105179,51277,159081,83365,45826,120904,65314,62997,67631,51,,29,7,4,6,3,11,,,,,,,,,,,,,,,,,,,,,,35,25,17,36,23,,,,82,45,138,,,,,,,,,,,,,13,7,22,26,17,11,26,,,,,,,,,,,,,,,,,,,,,,39,19,13,26,,,,46,23,82,,,,,,,,,,,,,16,11,24,,106,2900,37,78.8,41.5,10,10496,84,84,84,1339,11,10,12,85,10629,84,86,31274,20.2,27.0,141,0.5,3669,11.7,158,0.5,7,0.0,772,2.5,26023,83.2,63,0,0,1,48.5,30066,100.0
27023,Minnesota,Chippewa,77.0,75.4,78.6,,,,,,,,,,,,,,,,,,,,,,164,377,315,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,13,18,9,8,11,,,1000,8,632,5,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,571,9,7,10,153,5,3,6,98,1024:1,251,84,,,,3.1,,,,2.8,3.2,3.2,,,,2.9,3.3,0.02,13811,353,43357,54127,0.80,0.69,0.91,61878,53622,70134,,,,4133,1245,7021,,,,57619,17621,97617,63741,58695,68787,38,,31,5,6,,,,,,,,,,,,,,,,,,,,,,,,,14,28,15,48,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1200,21,76.3,72.3,18,3685,71,66,75,551,11,8,13,83,4329,79,87,12284,24.3,22.4,104,0.8,188,1.5,160,1.3,216,1.8,1046,8.5,10411,84.8,175,1,1,2,49.7,7207,57.2
27025,Minnesota,Chisago,79.3,78.6,80.0,,,,,,,,,,,,,,,,,,,,,,636,294,270,318,,,,,,,,,,,,,,,,,,,,,,17,30,18,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10,15,13,17,8,6,9,25,52,2870,5,2635,5,17,10,6,16,,,,,,,,,,,,,,,,,,,,,,27,25,28,1736,5,4,6,349,3,2,3,52,1933:1,646,82,3,1,6,3.1,,,,,,3.3,,,,,,0.03,11403,2680,54771,68224,0.80,0.75,0.85,98183,91719,104647,100208,4381,196035,147841,42015,253667,,,,,,,97102,92466,101738,17,,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,38,13,9,18,13,,,,,,,,,,,,,,,,,,,,,,24,9,5,13,,,,,,,,,,,,,,,,,,,,,,42,11,8,15,,,,,,,,,,,,,,,,,,,,,,,87,6000,15,80.9,79.0,32,18085,86,85,88,1730,8,7,10,91,19122,90,93,57988,22.2,17.2,875,1.5,495,0.9,1219,2.1,25,0.0,1615,2.8,53004,91.4,147,0,0,0,47.9,37175,65.7
27027,Minnesota,Clay,78.9,78.2,79.6,,,,,,,,,,74.4,65.0,83.8,,,,,,,79.7,79.0,80.4,615,321,295,347,654,445,929,1418,943,2050,,,,570,312,957,,,,,,,292,267,318,37,49,35,68,,,,,,,,,,,,,,,,,,,,,,24,4,3,6,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,9,7,10,56,104,4800,7,2690,5,28,14,10,21,,,,,,,,,,,,,,,,,,,,,,29,28,31,2140,6,5,7,451,3,2,4,32,3139:1,773,88,,,,3.0,,,2.6,2.5,3.2,3.3,,,2.3,2.6,3.5,0.07,12045,1575,50070,63361,0.79,0.73,0.85,79357,74049,84665,9296,7493,11099,64420,28391,100449,43125,24185,62065,88696,75572,101820,76668,72433,80903,30,50,28,21,5,,,,,,,,,,,,,,,,,,,,,,,,,57,18,14,24,18,,,,,,,,,,,,,,,,,,,,,,25,8,5,11,,,,,,,,,,,,,,,,,,,,,,25,6,4,8,,,,,,,,,,,,,,,,,,,,,,,163,6900,24,68.4,74.7,89,16854,66,64,68,3755,15,13,18,88,22385,86,90,65929,24.6,14.2,3450,5.2,1266,1.9,944,1.4,62,0.1,3353,5.1,55562,84.3,365,1,0,1,50.1,16847,25.8
27029,Minnesota,Clearwater,75.2,73.1,77.3,,,,,,,,,,,,,,,,,,,,,,146,472,390,555,,,,1050,632,1640,,,,,,,,,,,,,427,344,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,13,17,14,19,10,8,11,,,860,10,1317,15,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,33,481,10,9,12,146,7,5,9,58,1730:1,104,83,,,,2.9,,,,,,3.1,,,,,,0.01,13921,2040,45756,53750,0.85,0.78,0.92,64716,57460,71972,39196,29203,49189,,,,,,,93750,64354,123146,63582,59455,67709,46,,30,1,2,,,,,,,,,,,,,,,,,,,,,,,,,11,28,14,52,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1100,15,70.9,51.9,6,2617,82,81,83,312,10,8,12,84,2680,82,86,8649,25.1,20.9,62,0.7,841,9.7,34,0.4,2,0.0,225,2.6,7195,83.2,13,0,0,1,48.8,8524,100.0
27031,Minnesota,Cook,83.2,80.8,85.6,,,,,,,,,,,,,,,,,,,,,,63,219,160,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,10,14,12,16,8,7,9,,,420,8,462,9,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,29,294,10,8,11,47,6,4,8,18,5708:1,,,,,,3.2,,,,,,3.2,,,,,,0.10,18506,920,53214,60625,0.88,0.73,1.03,69279,61470,77088,45250,26015,64485,213571,181313,245829,,,,41667,16720,66614,74531,66189,82873,28,,32,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,400,,87.2,34.7,13,2086,78,70,86,227,9,5,12,92,2450,89,94,5708,14.7,31.0,81,1.4,454,8.0,59,1.0,3,0.1,157,2.8,4821,84.5,44,1,0,2,49.9,5600,100.0
27033,Minnesota,Cottonwood,77.9,76.3,79.4,,,,,,,,,,,,,,,,,,,,,,149,364,301,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,15,13,18,9,8,11,8,85,870,8,241,2,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,31,481,8,7,9,156,5,3,7,114,874:1,136,96,,,,3.3,,,,2.9,3.5,3.5,,,,2.9,3.7,0.05,14338,-2492,44832,52026,0.86,0.78,0.94,59981,52284,67678,,,,37768,13538,61998,,,,54083,29324,78842,65332,57815,72849,45,57,32,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,18,10,30,,,,,,,,,,,,,,,,,,,,,,,43,1200,36,75.8,72.6,16,3537,77,74,79,325,7,5,9,83,3829,80,86,11356,25.2,23.3,158,1.4,112,1.0,513,4.5,98,0.9,1157,10.2,9289,81.8,118,1,0,2,49.6,11517,100.0
27035,Minnesota,Crow Wing,79.0,78.4,79.7,,,,,,,,,,,,,,,,,,,,,,878,323,300,347,,,,,,,,,,,,,,,,,,,,,,25,41,27,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,9,33,57,5180,8,2332,4,23,12,7,17,,,,,,,,,,,,,,,,,,,,,,29,27,30,2854,8,6,9,645,4,3,6,157,635:1,758,85,6,3,9,3.3,,,,,,3.4,,,,,,0.03,12719,1512,45317,56343,0.80,0.77,0.84,67373,61774,72972,56141,54720,57562,,,,,,,92500,50445,134555,65880,63206,68554,28,70,33,25,7,,,,,,,,,,,,,,,,,,,,,,,,,59,19,14,25,18,,,,,,,,,,,,,,,,,,,,,,34,10,7,15,,,,,,,,,,,,,,,,,,,,,,56,12,9,16,,,,,,,,,,,,,,,,,,,,,,,136,6600,21,79.4,54.6,40,21746,77,76,79,2900,11,9,12,86,24281,85,88,67948,20.3,24.6,556,0.8,703,1.0,355,0.5,25,0.0,1183,1.7,64096,94.3,116,0,0,0,49.9,45436,68.7
27037,Minnesota,Dakota,81.1,80.8,81.4,83.4,81.2,85.6,,,,85.0,83.0,86.9,80.5,78.0,82.9,,,,,,,81.2,80.9,81.5,3788,249,241,257,243,203,283,,,,168,136,206,303,261,344,,,,,,,248,239,257,161,35,30,41,47,31,70,,,,,,,61,41,87,,,,,,,27,22,34,141,4,3,5,6,4,9,,,,,,,6,4,8,,,,,,,3,2,4,8,7,9,13,11,15,8,7,9,541,147,18030,4,18555,5,179,14,12,16,14,8,24,,,,,,,17,10,27,,,,,,,13,11,16,26,25,28,14190,5,5,6,2504,2,2,3,69,1458:1,5932,86,3,2,4,3.3,,3.5,2.8,2.7,3.5,3.4,,3.8,2.8,2.7,3.7,0.08,13182,2754,63414,77889,0.81,0.79,0.84,97727,93993,101461,87059,59843,114275,113653,100302,127004,73950,64466,83434,71996,60636,83356,105812,103862,107762,23,46,37,207,8,2,2,3,,,,,,,,,,11,7,17,,,,,,,1,1,2,253,12,10,13,12,,,,,,,10,5,18,8,4,13,,,,,,,13,11,14,141,7,5,8,,,,,,,,,,15,9,22,,,,,,,6,5,7,142,5,4,6,,,,,,,,,,,,,,,,,,,,,,,506,47900,11,85.9,80.8,113,128582,76,75,77,16249,10,9,10,93,157968,93,94,443341,23.7,16.1,37548,8.5,2909,0.7,25286,5.7,449,0.1,35509,8.0,331059,74.7,6927,2,1,2,50.2,21911,5.0
27039,Minnesota,Dodge,80.8,79.5,82.0,,,,,,,,,,,,,,,,,,,,,,184,258,220,296,,,,,,,,,,,,,,,,,,,,,,16,69,39,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,10,14,12,16,7,6,9,5,29,810,4,674,3,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,30,680,5,5,6,166,3,2,4,,,263,97,,,,3.2,,,,,,3.3,,,,,,0.04,11167,707,54244,62845,0.86,0.76,0.97,88994,82189,95799,,,,78542,3313,153771,,,,73945,57507,90383,93874,87913,99835,18,,25,10,8,,,,,,,,,,,,,,,,,,,,,,,,,21,20,12,31,20,,,,,,,,,,,,,,,,,,,,,,11,11,5,19,,,,,,,,,,,,,,,,,,,,,,19,13,8,20,,,,,,,,,,,,,,,,,,,,,,,41,2600,16,81.2,77.5,19,6823,87,85,89,563,7,5,9,89,6972,87,91,20981,24.8,16.1,156,0.7,107,0.5,173,0.8,6,0.0,1120,5.3,19117,91.1,172,1,0,2,49.2,13218,63.3
27041,Minnesota,Douglas,79.3,78.5,80.2,,,,,,,,,,,,,,,,,,,,,,462,301,271,331,,,,,,,,,,,,,,,,,,,,,,10,28,13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10,14,12,16,8,6,9,15,45,2390,6,2492,7,16,14,8,22,,,,,,,,,,,,,,,,,,,,,,28,27,30,1096,5,4,6,256,3,2,4,98,1017:1,439,87,,,,3.3,,,,,,3.6,,,,,,0.04,12051,3465,47111,60957,0.77,0.72,0.83,73521,66398,80644,,,,,,,,,,77733,49438,106028,72119,67217,77021,21,,31,20,9,,,,,,,,,,,,,,,,,,,,,,,,,30,15,10,22,16,,,,,,,,,,,,,,,,,,,,,,18,9,6,15,,,,,,,,,,,,,,,,,,,,,,35,13,9,18,,,,,,,,,,,,,,,,,,,,,,,78,3800,21,81.6,63.5,25,13060,76,74,77,1518,9,7,11,85,14713,83,87,39668,21.3,24.5,306,0.8,195,0.5,265,0.7,21,0.1,832,2.1,37689,95.0,107,0,0,1,49.5,20049,51.4
27043,Minnesota,Faribault,78.7,77.2,80.1,,,,,,,,,,,,,,,,,,,,,,215,381,325,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,14,18,9,8,11,11,93,1080,8,650,4,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,32,573,8,6,9,129,4,3,5,65,1547:1,138,87,,,,3.2,,,,2.6,3.4,3.4,,,,2.6,3.6,0.01,12604,602,41934,54803,0.77,0.71,0.82,67302,60682,73922,,,,56176,55187,57165,,,,46176,31453,60899,67006,62267,71745,39,,29,7,10,,,,,,,,,,,,,,,,,,,,,,,,,14,21,11,37,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,9,27,,,,,,,,,,,,,,,,,,,,,,,41,1400,29,75.4,70.3,6,4830,80,79,82,469,8,6,10,84,5048,82,86,13926,21.9,23.8,119,0.9,111,0.8,66,0.5,6,0.0,1139,8.2,12356,88.7,84,1,0,1,49.4,13921,100.0
27045,Minnesota,Fillmore,79.9,78.7,81.1,,,,,,,,,,,,,,,,,,,,,,235,294,253,334,,,,,,,,,,,,,,,,,,,,,,13,58,31,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,15,13,18,8,7,10,5,28,1260,6,155,1,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,28,970,8,7,10,342,6,4,8,23,4283:1,,,6,3,10,3.4,,,,,,3.5,,,,,,0.05,12204,-786,50449,55320,0.91,0.85,0.97,72065,66252,77878,,,,64375,47654,81096,,,,120208,15384,225032,72544,69359,75729,19,,27,9,7,,,,,,,,,,,,,,,,,,,,,,,,,20,21,13,33,19,,,,,,,,,,,,,,,,,,,,,,13,12,7,21,,,,,,,,,,,,,,,,,,,,,,25,17,11,25,,,,,,,,,,,,,,,,,,,,,,,8,2400,3,77.3,70.5,15,6948,82,80,84,696,8,7,10,83,7048,82,85,21414,24.2,22.2,142,0.7,62,0.3,141,0.7,7,0.0,436,2.0,20440,95.5,113,1,0,1,49.3,21228,100.0
27047,Minnesota,Freeborn,79.6,78.7,80.6,80.2,74.8,85.7,,,,,,,,,,,,,,,,79.6,78.5,80.6,383,313,279,347,385,232,600,,,,,,,,,,,,,,,,312,275,349,19,65,39,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,13,18,9,8,11,13,50,2140,7,2593,8,13,14,8,24,,,,,,,,,,,,,,,,,,,,,,31,29,32,1518,9,8,10,297,4,3,6,169,591:1,334,75,11,4,18,3.0,,,,2.6,3.2,3.1,,,,2.7,3.3,0.06,14749,3184,44996,57041,0.79,0.74,0.84,65632,60512,70752,66176,55159,77193,55170,41760,68580,56016,52297,59735,51462,33160,69764,66827,64060,69594,46,62,34,7,4,,,,,,,,,,,,,,,,,,,,,,,,,22,16,10,25,14,,,,,,,,,,,,,,,,,,,,,,12,8,4,14,,,,,,,,,,,,,,,,,,,,,,30,14,9,20,,,,,,,,,,,,,,,,,,,,,,,95,3100,31,73.9,75.5,40,10100,78,76,80,1050,8,6,10,83,10689,81,85,30718,21.7,23.3,425,1.4,199,0.6,1242,4.0,88,0.3,3379,11.0,25113,81.8,644,2,1,3,49.7,12903,41.8
27049,Minnesota,Goodhue,78.7,77.9,79.4,88.2,81.6,94.9,,,,,,,,,,,,,,,,78.9,78.2,79.7,597,322,295,350,,,,1565,969,2392,,,,,,,,,,,,,311,283,339,23,51,32,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,10,14,12,17,8,7,9,27,67,2810,6,1388,3,30,21,14,30,,,,,,,,,,,,,,,,,,,,,,29,27,31,1906,7,6,8,417,4,3,5,92,1091:1,507,89,,,,3.2,,,,2.7,3.3,3.2,,,,2.6,3.3,0.06,11929,2980,50395,61446,0.82,0.75,0.89,82091,77202,86980,76375,34790,117960,,,,21114,6673,35555,77295,62654,91936,79224,75327,83121,18,61,27,20,7,,,,,,,,,,,,,,,,,,,,,,,,,39,17,12,24,17,,,,,,,,,,,,,,,,,,,,,,30,13,9,18,,,,,,,,,,,,,,,,,,,,,,41,13,9,17,,,,,,,,,,,,,,,,,,,,,,,100,4800,21,81.1,78.0,35,15221,78,75,80,1896,10,8,12,89,17479,88,90,48013,21.8,20.8,714,1.5,695,1.4,394,0.8,41,0.1,1809,3.8,43744,91.1,313,1,0,1,49.7,31838,66.9
27051,Minnesota,Grant,78.7,76.1,81.3,,,,,,,,,,,,,,,,,,,,,,75,325,249,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,16,13,18,9,7,10,6,116,420,7,860,14,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,30,256,8,6,9,69,5,3,6,98,1023:1,90,92,,,,3.3,,,,,,3.4,,,,,,0.08,12843,3078,43138,58009,0.74,0.68,0.80,68381,60778,75984,183750,55415,312085,,,,,,,54417,41164,67670,69400,63337,75463,28,,33,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,600,15,80.1,61.4,5,2030,80,77,83,250,10,8,13,85,2156,82,87,6136,23.0,23.9,52,0.8,46,0.7,24,0.4,8,0.1,173,2.8,5745,93.6,18,0,0,1,49.2,6074,100.0
27053,Minnesota,Hennepin,79.9,79.7,80.0,83.6,81.9,85.4,58.9,57.0,60.7,83.5,82.6,84.5,74.2,73.5,74.8,,,,,,,81.1,80.9,81.3,12739,298,292,303,255,229,281,1432,1276,1588,229,208,249,592,568,616,,,,,,,253,247,258,585,48,44,52,42,32,54,111,55,199,38,27,51,100,88,113,,,,,,,28,24,32,565,5,5,6,5,4,7,,,,4,3,5,10,9,11,,,,12,9,16,3,2,3,8,7,9,14,12,15,8,7,9,4652,435,76870,6,43966,4,1002,26,25,28,17,13,23,357,287,439,6,3,10,59,53,66,,,,,,,19,18,21,25,24,27,47680,6,6,7,8582,3,2,4,235,425:1,12979,79,4,4,5,3.1,,3.2,2.5,2.4,3.6,3.2,,3.5,2.4,2.5,3.8,0.21,14467,2861,65623,78388,0.84,0.82,0.86,89418,86995,91841,44329,33348,55310,108202,101632,114772,47569,44756,50382,72243,67651,76835,102926,101599,104253,35,54,40,686,9,5,4,5,4,3,6,32,19,49,,,,23,20,26,,,,,,,1,1,2,730,11,10,12,12,6,4,9,27,14,48,8,5,11,6,5,8,,,,,,,12,11,13,515,8,7,9,5,3,7,,,,4,2,6,23,20,26,,,,,,,6,5,7,446,5,5,6,6,4,8,,,,3,2,4,9,7,11,,,,,,,5,4,5,,1592,119200,13,83.2,77.5,305,333104,63,62,64,67666,13,13,13,91,483812,91,92,1260121,21.3,15.8,178513,14.2,14044,1.1,96892,7.7,675,0.1,90567,7.2,847207,67.2,32105,3,3,3,50.2,30605,2.4
27055,Minnesota,Houston,81.4,80.2,82.5,,,,,,,,,,,,,,,,,,,,,,189,237,200,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,10,14,12,17,8,6,9,6,38,1010,5,485,3,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,31,539,5,4,6,115,3,2,4,32,3133:1,463,73,,,,3.3,,,,,,3.4,,,,,,0.05,12298,2684,49148,58426,0.84,0.79,0.90,76170,67775,84565,71250,7138,135362,,,,,,,,,,72809,65751,79867,26,,25,10,9,,,,,,,,,,,,,,,,,,,,,,,,,13,13,6,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,5,16,,,,,,,,,,,,,,,,,,,,,,,20,1900,11,78.8,76.3,13,6653,83,80,85,566,7,5,9,87,6965,84,89,18800,21.5,23.3,143,0.8,64,0.3,199,1.1,4,0.0,300,1.6,17831,94.8,99,1,0,1,49.3,13382,71.0
27057,Minnesota,Hubbard,80.0,78.8,81.2,,,,,,,,,,,,,,,,,,,,,,277,290,251,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,8,43,1630,8,1288,6,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,33,911,8,7,9,190,4,3,5,77,1292:1,163,84,,,,3.4,,,,,,3.7,,,,,,0.04,12616,1693,46351,56202,0.82,0.78,0.87,67797,61015,74579,56500,48733,64267,101786,31713,171859,,,,,,,68173,65343,71003,42,,33,4,3,,,,,,,,,,,,,,,,,,,,,,,,,18,18,10,30,17,,,,,,,,,,,,,,,,,,,,,,12,11,6,20,,,,,,,,,,,,,,,,,,,,,,15,10,6,17,,,,,,,,,,,,,,,,,,,,,,,94,2200,43,77.6,51.1,18,7179,82,80,84,904,11,8,13,85,7478,83,87,21960,20.8,26.8,96,0.4,596,2.7,114,0.5,22,0.1,629,2.9,20142,91.7,78,0,0,1,49.0,21344,100.0
27059,Minnesota,Isanti,78.8,78.0,79.7,,,,,,,,,,,,,,,,,,,,,,462,309,280,339,,,,,,,,,,,,,,,,,,,,,,22,53,33,80,,,,,,,,,,,,,,,,,,,,,,21,7,4,10,,,,,,,,,,,,,,,,,,,,,,9,8,11,15,13,17,8,7,10,17,48,2710,7,2935,8,20,16,10,25,,,,,,,,,,,,,,,,,,,,,,31,30,33,1808,7,6,8,359,4,2,5,28,3561:1,464,79,,,,3.1,,,,,,3.4,,,,,,0.02,11100,190,52351,64926,0.81,0.74,0.88,83212,74181,92243,,,,107849,88838,126860,33453,31469,35437,,,,85990,80945,91035,22,63,29,15,6,,,,,,,,,,,,,,,,,,,,,,,,,38,20,14,27,19,,,,,,,,,,,,,,,,,,,,,,21,10,6,16,,,,,,,,,,,,,,,,,,,,,,37,13,9,18,,,,,,,,,,,,,,,,,,,,,,,50,4600,11,80.3,78.2,26,13084,84,82,86,1669,11,9,13,89,13873,87,91,42727,23.1,17.1,463,1.1,368,0.9,785,1.8,28,0.1,1117,2.6,39139,91.6,129,0,0,1,49.0,24386,59.3
