,,,Life Expectancy,,,,,,,,,,,,,,,,,,,,,,,,Premature Age-Adjusted Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Child Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Infant Mortality,,,,,,,,,,,,,,,,,,,,,,,,,Frequent Physical Distress,,,Frequent Mental Distress,,,Diabetes Prevalence,,,HIV Prevalence,,Food Insecurity,,Limited Access to Healthy Foods,,Drug Overdose Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Sleep,,,Uninsured Adults,,,,Uninsured Children,,,,Other Primary Care Providers,,High School Graduation,,Disconnected Youth,,,Reading Scores,,,,,,Math Scores,,,,,,School Segregation,School Funding Adequacy,,Gender Pay Gap,,,,,Median Household Income,,,,,,,,,,,,,,,,,,Children Eligible for Free or Reduced Price Lunch,Residential Segregation - Black/White,Child Care Cost Burden,Child Care Centers,,Homicides,,,,,,,,,,,,,,,,,,,,,,,,Suicides,,,,,,,,,,,,,,,,,,,,,,,,,,Firearm Fatalities,,,,,,,,,,,,,,,,,,,,,,,,,Motor Vehicle Crash Deaths,,,,,,,,,,,,,,,,,,,,,,,,,Juvenile Arrests,,,,Voter Turnout,Census Participation,Traffic Volume,Homeownership,,,,Severe Housing Cost Burden,,,,Broadband Access,,,,Population,% Below 18 Years of Age,% 65 and Older,% Non-Hispanic Black,,% American Indian or Alaska Native,,% Asian,,% Native Hawaiian or Other Pacific Islander,,% Hispanic,,% Non-Hispanic White,,% Not Proficient in English,,,,% Female,% Rural,
53017,Washington,Douglas,81.1,80.3,82.0,85.3,81.0,89.6,,,,,,,,,,,,,,,,80.7,79.7,81.7,437,276,249,303,187,138,248,,,,,,,,,,,,,,,,298,264,332,13,27,14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,17,15,19,10,8,11,24,67,4010,9,5737,15,12,9,5,16,,,,,,,,,,,,,,,,,,,,,,31,30,32,4036,16,14,19,506,4,3,6,52,1921:1,,,,,,2.9,,,,2.5,3.4,2.7,,,,2.3,3.2,0.10,16121,-5490,44648,55323,0.81,0.71,0.91,83870,78445,89295,61382,42652,80112,177593,117435,237751,155900,62023,249777,65470,58403,72537,88550,81204,95896,61,62,25,8,3,,,,,,,,,,,,,,,,,,,,,,,,,25,10,7,16,12,,,,,,,,,,,,,,,,,,,,,,17,8,5,13,,,,,,,,,,,,,,,,,,,,,,23,8,5,12,10,5,19,,,,,,,,,,,,,,,,6,3,10,69,48,5200,23,78.8,62.0,62,10820,70,67,73,1452,10,7,12,86,13343,84,89,44192,24.0,18.8,254,0.6,1093,2.5,633,1.4,154,0.3,15170,34.3,26892,60.9,3627,9,8,10,48.2,10898,25.4
53019,Washington,Ferry,75.6,73.1,78.1,,,,,,,,,,,,,,,,,,,,,,170,470,384,556,,,,747,488,1095,,,,,,,,,,,,,455,356,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,20,17,22,11,9,13,,,1080,15,1853,25,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,38,427,11,9,13,47,4,3,5,121,828:1,,,,,,,,,,,,,,,,,,0.34,18144,-4405,41524,59141,0.70,0.50,0.91,57064,49405,64723,45893,30943,60843,73542,21140,125944,,,,63295,16742,109848,50975,43745,58205,68,,36,2,6,,,,,,,,,,,,,,,,,,,,,,,,,16,50,27,83,42,,,,,,,,,,,,,,,,,,,,,,10,26,13,49,,,,,,,,,,,,,,,,,,,,,,18,34,20,54,,,,,,,,,,,,,,,,,,,,,,5,5,600,17,68.7,41.5,1,2304,76,72,81,335,12,8,16,75,2255,70,79,7448,16.5,29.9,61,0.8,1193,16.0,85,1.1,20,0.3,435,5.8,5384,72.3,33,0,0,2,49.6,7178,100.0
53021,Washington,Franklin,79.4,78.8,80.0,80.1,78.9,81.3,,,,87.4,79.6,95.3,76.5,66.7,86.3,,,,,,,78.9,78.0,79.7,806,307,285,328,286,250,323,,,,,,,517,327,775,,,,,,,317,287,347,53,40,30,52,35,24,49,,,,,,,,,,,,,,,,46,27,74,44,4,3,5,,,,,,,,,,,,,,,,,,,,,,13,11,15,17,15,19,11,9,13,104,136,8790,9,6940,9,46,16,12,21,9,5,15,,,,,,,,,,,,,,,,24,16,35,31,30,33,9339,17,15,19,1302,4,3,5,55,1827:1,,,10,6,13,2.2,,,,2.0,2.9,2.3,,,,2.1,3.0,0.10,14830,-4205,45367,56806,0.80,0.73,0.87,77820,71351,84289,61250,28171,94329,71850,39436,104264,58750,50106,67394,65039,61755,68323,92786,85719,99853,72,73,26,28,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,44,10,7,14,9,7,4,11,,,,,,,,,,,,,,,,12,8,18,39,8,6,11,7,4,11,,,,,,,,,,,,,,,,10,6,16,53,8,6,11,8,5,11,,,,,,,,,,,,,,,,9,6,13,113,138,14000,18,64.5,66.4,109,19824,70,68,72,2823,10,8,12,92,26208,91,94,98678,30.8,10.4,1822,1.8,1779,1.8,2588,2.6,442,0.4,54096,54.8,38179,38.7,11320,13,11,14,48.7,11073,11.4
53023,Washington,Garfield,77.3,72.1,82.4,,,,,,,,,,,,,,,,,,,,,,36,390,257,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,13,17,15,20,8,7,10,0,0,240,11,80,4,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,31,111,9,7,11,19,4,2,5,212,473:1,,,,,,3.4,,,,,,3.1,,,,,,0.03,14814,1882,42708,65082,0.66,0.43,0.88,64413,55279,73547,,,,,,,,,,,,,,,,52,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,0,86.3,58.7,15,782,78,71,84,98,10,3,18,83,836,78,87,2363,21.4,27.0,4,0.2,20,0.8,91,3.9,0,0.0,151,6.4,2046,86.6,16,1,0,4,50.6,2286,100.0
53025,Washington,Grant,77.6,77.0,78.2,80.5,78.8,82.1,,,,,,,,,,,,,,,,76.8,76.1,77.6,1211,387,365,410,311,271,350,,,,,,,,,,,,,,,,418,388,448,60,48,36,61,47,33,66,,,,,,,,,,,,,,,,48,31,72,47,5,3,6,,,,,,,,,,,,,,,,,,,,,,13,11,15,17,15,20,10,9,12,62,78,9530,10,9488,11,58,20,15,25,9,4,16,,,,,,,,,,,,,,,,26,18,35,30,29,32,10427,19,16,21,1308,4,3,6,106,947:1,,,7,3,10,2.6,,,,2.3,3.1,2.6,,,,2.3,3.0,0.16,16273,-1583,42510,55407,0.77,0.69,0.85,63809,57365,70253,87907,49709,126105,53984,37613,70355,,,,58992,53419,64565,69597,64444,74750,70,66,32,21,3,5,3,7,6,4,10,,,,,,,,,,,,,,,,3,2,5,74,16,12,20,15,6,3,11,,,,,,,,,,,,,,,,21,16,28,66,13,10,17,10,6,15,,,,,,,,,,,,,,,,16,11,21,118,17,14,21,22,16,28,,,,,,,,,,,,,,,,15,12,20,272,107,13200,29,66.3,54.7,35,21805,65,62,67,3324,10,8,12,88,29759,87,90,101311,28.3,14.7,1071,1.1,2701,2.7,1291,1.3,343,0.3,44147,43.6,52117,51.4,9374,10,9,11,48.9,44476,44.9
53027,Washington,Grays Harbor,75.5,74.8,76.2,81.2,75.4,87.0,70.6,66.0,75.3,,,,,,,,,,,,,75.8,75.1,76.5,1610,499,472,526,354,266,461,878,702,1086,,,,635,388,980,,,,,,,487,458,517,31,46,32,66,,,,,,,,,,,,,,,,,,,,,,30,6,4,8,,,,,,,,,,,,,,,,,,,,,,13,12,15,19,17,22,10,9,12,110,167,9770,13,3947,5,82,36,29,45,,,,116,58,207,,,,,,,,,,,,,35,27,45,37,35,38,4586,11,9,13,545,3,2,4,96,1041:1,,,14,9,20,2.7,,,,2.5,2.9,2.6,,,,2.3,2.8,0.09,17881,-353,49320,55726,0.89,0.81,0.96,62258,58918,65598,42500,8162,76838,68333,52750,83916,145200,98783,191617,55451,47573,63329,59502,55935,63069,69,71,40,18,5,4,3,6,,,,,,,,,,,,,,,,,,,,,,76,18,14,23,20,,,,,,,,,,,,,,,,,,,,,,57,15,12,20,,,,,,,,,,,,,,,,,,,,,,70,14,11,17,,,,,,,,,,,,,,,,,,,,,,116,73,7100,27,67.5,58.6,59,21045,71,69,73,3304,12,10,13,87,25836,86,89,77038,19.8,23.6,999,1.3,4297,5.6,1276,1.7,318,0.4,8723,11.3,59988,77.9,1436,2,1,3,48.7,29585,39.1
53029,Washington,Island,80.8,80.2,81.5,85.2,78.2,92.3,,,,91.4,86.8,95.9,76.8,70.9,82.8,,,,,,,80.4,79.7,81.1,1043,292,272,312,233,161,326,,,,,,,493,312,740,,,,,,,305,281,328,28,41,28,60,,,,,,,,,,,,,,,,,,,,,,32,5,4,7,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,14,18,8,7,9,105,138,7040,8,4036,5,40,15,11,21,,,,,,,,,,,,,,,,,,,,,,31,30,32,3688,8,6,9,505,3,2,4,66,1520:1,,,11,5,17,3.1,,,,,,,,,,,,0.04,15165,4134,47738,62009,0.77,0.69,0.85,82717,74769,90665,72589,8028,137150,92642,86014,99270,86122,70289,101955,72312,59467,85157,83186,79040,87332,36,53,37,15,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,76,17,14,22,18,,,,,,,,,,,,,,,,,,,,,,52,12,9,16,,,,,,,,,,,,,,,,,,,,,,57,10,7,13,,,,,,,,,,,,,,,,,,,,,,20,36,6300,9,80.6,69.1,36,26207,74,72,76,5174,15,13,17,93,33190,93,94,86625,17.2,27.0,2509,2.9,893,1.0,4557,5.3,436,0.5,7548,8.7,67336,77.7,580,1,0,1,49.6,41501,47.8
53031,Washington,Jefferson,80.3,79.0,81.5,,,,,,,,,,,,,,,,,,,,,,529,326,289,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,12,16,14,19,8,6,9,41,133,3680,11,2000,7,26,26,17,39,,,,,,,,,,,,,,,,,,,,,,30,28,31,1415,9,7,10,136,3,2,4,140,715:1,,,,,,,,,,,,,,,,,,0.07,16205,3749,52606,64482,0.82,0.65,0.98,69176,61634,76718,48542,8102,88982,54853,10639,99067,45985,17631,74339,,,,67779,61783,73775,46,80,36,5,6,,,,,,,,,,,,,,,,,,,,,,,,,57,37,26,50,35,,,,,,,,,,,,,,,,,,,,,,27,17,11,24,,,,,,,,,,,,,,,,,,,,,,29,13,9,19,,,,,,,,,,,,,,,,,,,,,,28,12,1800,22,90.5,65.4,11,12747,80,78,82,2076,14,11,16,90,14258,88,92,33589,11.3,40.9,341,1.0,647,1.9,718,2.1,91,0.3,1525,4.5,29404,87.5,131,0,0,1,51.2,17563,53.3
53033,Washington,King,81.6,81.5,81.7,83.9,82.9,84.9,70.1,68.1,72.0,87.2,86.8,87.6,75.5,74.9,76.0,70.8,69.1,72.5,,,,81.4,81.3,81.6,18996,256,252,259,264,248,280,729,646,812,144,137,150,488,468,509,742,661,823,,,,253,248,258,811,41,38,44,53,45,61,144,82,234,25,20,30,81,67,95,106,66,160,,,,34,30,37,681,4,4,4,5,4,6,,,,2,2,3,8,7,10,7,4,11,9,7,12,3,3,3,9,7,10,15,13,17,7,6,8,7182,372,164250,7,47436,2,1576,23,22,24,19,16,22,107,77,145,5,3,6,49,42,55,30,17,49,,,,27,25,28,27,26,29,106369,7,7,8,13437,3,2,3,132,760:1,,,5,4,6,3.3,,3.5,2.6,2.6,3.5,3.2,,3.7,2.4,2.5,3.5,0.12,15905,2960,75923,100282,0.76,0.74,0.77,116044,113232,118856,57738,41561,73915,140765,137878,143652,63220,59343,67097,83895,80486,87304,122103,120558,123648,32,57,33,808,6,3,3,4,7,5,8,13,7,23,1,1,2,20,17,23,10,5,17,,,,2,1,2,1452,12,12,13,13,8,7,10,,,,7,6,8,9,7,12,14,8,24,,,,14,13,15,972,9,8,9,10,8,12,,,,3,2,3,23,19,26,20,12,32,,,,9,8,9,845,5,5,6,7,5,8,23,14,35,4,3,4,9,8,12,8,4,15,,,,5,5,6,,,197000,,79.4,74.1,333,514957,56,56,57,132858,15,14,15,94,861743,94,94,2266789,19.2,14.2,156925,6.9,23666,1.0,491495,21.7,19433,0.9,237734,10.5,1246196,55.0,95762,4,,,49.2,74771,3.3
53035,Washington,Kitsap,79.5,79.2,79.9,83.2,80.9,85.6,74.9,70.3,79.5,87.0,85.1,89.0,75.2,72.6,77.8,74.3,68.9,79.7,,,,79.3,79.0,79.7,3201,307,295,318,240,193,286,530,399,690,153,121,191,527,427,627,641,479,840,,,,309,296,322,111,46,37,55,52,30,84,,,,,,,,,,,,,,,,39,30,51,98,5,4,6,8,5,12,,,,,,,,,,,,,,,,3,2,4,10,9,12,15,13,18,8,7,10,361,153,22280,8,19693,8,136,17,14,19,,,,,,,,,,42,20,78,,,,,,,17,13,20,30,28,31,13044,8,7,9,1675,3,2,4,92,1089:1,,,10,7,12,3.2,,,2.7,3.0,3.3,3.1,,,2.5,2.9,3.2,0.05,15990,5836,55138,70676,0.78,0.74,0.82,93794,88451,99137,65225,60135,70315,85625,66773,104477,73900,54635,93165,76967,67608,86326,96748,94409,99087,37,52,28,70,5,3,2,3,,,,,,,,,,,,,,,,,,,,,,246,18,15,20,18,,,,,,,,,,,,,,,,,,,,,,153,11,10,13,,,,,,,,,,,,,,,,,,,,,,135,7,6,8,,,,,,,,,,,,,,,,,,,,,,90,65,24000,6,76.5,72.8,76,74050,70,69,71,13242,13,12,14,94,99938,94,95,277673,19.4,19.8,8114,2.9,4775,1.7,15888,5.7,2793,1.0,25158,9.1,207110,74.6,2061,1,,,48.6,48428,17.6
53037,Washington,Kittitas,80.3,79.4,81.1,,,,,,,,,,,,,,,,,,,,,,473,284,257,311,,,,,,,,,,,,,,,,,,,,,,19,45,27,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,13,17,15,20,9,7,10,33,82,4230,10,3976,10,29,20,14,29,,,,,,,,,,,,,,,,,,,,,,29,27,31,2735,10,8,11,273,3,2,4,82,1221:1,,,8,3,14,,,,,,,,,,,,,0.04,15485,3297,52307,62996,0.83,0.74,0.93,71737,63057,80417,,,,45750,27655,63845,12292,1277,23307,56250,24279,88221,69694,63040,76348,41,64,28,10,5,,,,,,,,,,,,,,,,,,,,,,,,,43,18,13,25,18,,,,,,,,,,,,,,,,,,,,,,28,12,8,17,,,,,,,,,,,,,,,,,,,,,,29,9,6,13,,,,,,,,,,,,,,,,,,,,,,38,40,3700,21,69.4,54.6,59,11848,62,59,64,3470,19,16,22,89,17080,87,91,45189,17.1,18.3,451,1.0,626,1.4,923,2.0,126,0.3,4522,10.0,37454,82.9,181,0,0,1,49.4,18973,42.8
53039,Washington,Klickitat,79.9,78.5,81.3,89.1,74.6,103.6,,,,,,,,,,,,,,,,80.4,79.0,81.8,370,353,312,393,,,,1701,1024,2656,,,,,,,,,,,,,337,294,379,12,64,33,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,15,20,9,7,10,24,119,2440,11,988,5,17,25,15,40,,,,,,,,,,,,,,,,,,,,,,31,30,33,1657,13,11,15,192,4,3,6,86,1164:1,,,,,,2.7,,,,2.1,2.9,2.5,,,,1.9,2.6,0.06,14577,-2002,51186,60858,0.84,0.64,1.04,70371,62582,78160,48603,40715,56491,,,,,,,73798,67918,79678,65990,60559,71421,49,,35,5,5,,,,,,,,,,,,,,,,,,,,,,,,,21,19,11,29,19,,,,,,,,,,,,,,,,,,,,,,17,15,9,24,,,,,,,,,,,,,,,,,,,,,,23,15,9,22,,,,,,,,,,,,,,,,,,,,,,18,7,2000,13,81.9,50.4,13,7213,75,72,78,1041,11,8,15,86,8311,83,90,23271,18.1,25.5,123,0.5,603,2.6,250,1.1,51,0.2,2978,12.8,18867,81.1,816,4,3,5,48.4,18122,79.7
53041,Washington,Lewis,76.2,75.6,76.8,83.4,78.0,88.7,,,,,,,,,,,,,,,,75.9,75.3,76.6,1478,439,415,463,235,171,314,,,,,,,,,,,,,,,,455,428,481,52,68,50,89,90,49,151,,,,,,,,,,,,,,,,53,36,76,50,8,6,10,,,,,,,,,,,,,,,,,,,,,,13,11,14,18,16,21,9,8,11,72,101,9100,11,4803,6,59,24,18,31,,,,,,,,,,,,,,,,,,,,,,32,31,34,5513,11,10,13,673,4,2,5,104,959:1,,,9,5,14,2.9,,,,2.7,3.0,2.9,,,,2.6,3.0,0.07,15835,1960,46682,59464,0.79,0.71,0.86,67954,61135,74773,,,,79327,49886,108768,,,,59583,37866,81300,67494,63974,71014,59,75,37,22,5,3,2,5,,,,,,,,,,,,,,,,,,,,,,92,23,18,28,23,,,,,,,,,,,,,,,,,,,,,,72,18,14,22,,,,,,,,,,,,,,,,,,,,,,80,14,11,18,,,,,,,,,,,,,,,,,,,,,,85,111,7900,25,75.5,62.9,51,22986,73,71,75,3706,12,10,14,86,27070,84,88,85370,21.4,21.5,720,0.8,1777,2.1,1067,1.2,259,0.3,9972,11.7,69447,81.3,1105,1,1,2,49.4,49436,60.2
53043,Washington,Lincoln,79.8,77.8,81.7,,,,,,,,,,,,,,,,,,,,,,181,379,315,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,15,20,8,7,10,12,126,1080,10,1283,12,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,30,521,9,7,10,95,4,3,5,69,1450:1,,,,,,3.0,,,,,,2.9,,,,,,0.07,18192,5147,46089,61768,0.75,0.63,0.86,68318,58698,77938,,,,,,,,,,82000,71132,92868,68081,64277,71885,44,,30,1,2,,,,,,,,,,,,,,,,,,,,,,,,,10,21,10,41,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,28,17,43,,,,,,,,,,,,,,,,,,,,,,11,0,1200,9,84.0,52.2,12,3528,78,75,80,346,8,6,11,84,3826,82,87,11601,21.4,26.1,86,0.7,265,2.3,96,0.8,20,0.2,482,4.2,10359,89.3,37,0,0,1,48.6,10876,100.0
53045,Washington,Mason,77.7,76.9,78.4,84.4,78.0,90.9,70.5,63.0,78.0,,,,,,,,,,,,,77.6,76.8,78.4,1194,412,385,438,243,167,341,796,582,1061,,,,,,,,,,,,,415,386,444,24,42,27,63,,,,,,,,,,,,,,,,,,,,,,20,4,3,7,,,,,,,,,,,,,,,,,,,,,,12,11,14,18,16,20,9,8,10,94,161,7110,11,3667,6,68,34,26,43,,,,,,,,,,,,,,,,,,,,,,33,32,35,4778,13,11,15,562,4,3,5,50,2005:1,,,6,2,9,2.6,,,,2.0,2.8,2.4,,,,1.9,2.7,0.06,15171,2560,52443,66602,0.79,0.69,0.89,78029,71721,84337,28281,11782,44780,96490,11527,181453,,,,57857,30865,84849,77763,72621,82905,61,65,32,11,3,5,3,8,,,,,,,,,,,,,,,,,,,,,,84,22,17,28,25,,,,,,,,,,,,,,,,,,,,,,57,17,13,22,,,,,,,,,,,,,,,,,,,,,,65,14,11,18,,,,,,,,,,,,,,,,,,,,,,15,48,6000,11,74.2,54.9,27,20183,79,77,82,3208,13,11,15,90,22998,88,92,68166,19.2,24.5,936,1.4,3204,4.7,1082,1.6,344,0.5,8216,12.1,53087,77.9,1574,3,2,3,48.3,45678,69.5
53047,Washington,Okanogan,76.8,75.9,77.7,90.1,75.5,104.8,66.8,63.6,70.0,,,,,,,,,,,,,77.4,76.3,78.5,741,428,394,462,248,178,336,928,762,1094,,,,,,,,,,,,,402,362,442,27,64,42,92,64,31,118,,,,,,,,,,,,,,,,63,32,110,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,16,19,16,21,11,9,12,32,90,5610,13,2213,5,33,26,18,36,,,,,,,,,,,,,,,,,,,,,,34,33,35,4027,18,15,20,536,6,4,7,160,625:1,,,9,3,15,2.6,,,,2.5,2.9,2.4,,,,2.4,2.8,0.20,15408,-1869,46239,48781,0.95,0.85,1.05,58661,53382,63940,47448,36608,58288,69071,54232,83910,,,,50282,41998,58566,60824,56007,65641,62,,35,15,6,4,2,7,,,,,,,,,,,,,,,,,,,,,,49,25,18,34,23,,,,51,24,93,,,,,,,,,,,,,26,18,38,41,19,14,26,,,,,,,,,,,,,,,,,,,,,,56,19,14,25,,,,55,32,88,,,,,,,,,,,,,17,12,24,36,83,4400,27,72.4,42.8,21,11867,70,68,72,1957,12,10,14,84,14337,82,86,43127,22.5,23.2,293,0.7,5298,12.3,502,1.2,130,0.3,9710,22.5,27377,63.5,2416,6,5,7,48.8,33939,80.6
53049,Washington,Pacific,77.4,76.2,78.5,,,,,,,,,,,,,,,,,,,,,,496,418,373,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,15,20,9,8,11,39,182,2870,13,821,4,17,24,14,39,,,,,,,,,,,,,,,,,,,,,,33,31,34,1527,12,10,14,152,4,3,5,71,1418:1,,,,,,2.9,,,,2.4,3.1,2.7,,,,2.3,2.9,0.08,16369,173,46724,61474,0.76,0.65,0.87,55615,48081,63149,84500,9757,159243,41385,13290,69480,,,,70594,51026,90162,60147,53139,67155,63,,45,4,5,,,,,,,,,,,,,,,,,,,,,,,,,26,20,12,31,23,,,,,,,,,,,,,,,,,,,,,,18,16,9,25,,,,,,,,,,,,,,,,,,,,,,20,13,8,20,,,,,,,,,,,,,,,,,,,,,,25,18,1700,25,78.5,41.9,9,8779,82,80,85,1175,11,9,14,89,9461,86,91,24113,14.8,33.8,203,0.8,649,2.7,497,2.1,55,0.2,2528,10.5,19622,81.4,520,2,1,3,50.1,14702,62.9
53051,Washington,Pend Oreille,74.9,73.1,76.7,,,,,,,,,,,,,,,,,,,,,,284,473,407,539,,,,,,,,,,,,,,,,,,,,,,11,93,47,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,14,18,16,21,9,7,10,9,75,1500,11,1309,10,14,34,18,56,,,,,,,,,,,,,,,,,,,,,,31,30,33,716,10,8,11,98,3,2,5,85,1182:1,,,,,,3.0,,,,,,2.9,,,,,,0.14,18337,-1656,41184,73281,0.56,0.43,0.70,59332,50805,67859,,,,,,,,,,55755,24335,87175,62222,53628,70816,61,,35,2,3,,,,,,,,,,,,,,,,,,,,,,,,,22,39,24,61,32,,,,,,,,,,,,,,,,,,,,,,16,23,13,38,,,,,,,,,,,,,,,,,,,,,,20,21,13,33,,,,,,,,,,,,,,,,,,,,,,27,16,1300,33,78.8,42.0,14,4363,76,73,79,524,10,7,13,81,4656,77,86,14179,19.7,27.4,92,0.6,531,3.7,161,1.1,25,0.2,731,5.2,12349,87.1,4,0,0,1,48.9,13401,100.0
53053,Washington,Pierce,78.1,78.0,78.3,81.8,80.5,83.0,71.6,69.8,73.4,84.0,83.2,84.9,73.8,73.0,74.6,68.4,66.8,70.0,,,,78.3,78.1,78.5,11251,367,360,374,285,260,310,669,580,757,218,198,238,544,511,577,849,755,942,,,,359,351,367,445,48,44,52,52,41,64,98,47,180,35,21,55,101,78,129,126,80,190,,,,37,31,42,392,5,4,5,6,4,7,,,,,,,10,8,13,,,,10,8,13,3,3,4,11,10,13,18,16,20,9,8,11,1667,216,76060,8,58247,7,738,27,25,29,12,8,16,89,59,129,9,5,14,47,38,58,,,,,,,29,26,31,33,31,34,49801,9,8,10,7370,3,3,4,135,740:1,,,8,6,9,3.0,,3.0,2.6,2.8,3.2,3.0,,3.0,2.4,2.7,3.2,0.07,14795,4603,56736,70607,0.80,0.78,0.83,92793,89587,95999,73950,58346,89554,87577,81463,93691,67844,63638,72050,77913,74281,81545,97089,95470,98708,41,49,28,260,4,5,4,5,5,3,6,,,,4,2,7,19,15,24,,,,,,,3,3,4,819,18,16,19,18,11,8,15,31,18,50,8,5,12,14,10,19,25,15,39,,,,19,18,21,589,13,12,14,9,7,12,19,9,35,5,3,8,25,20,31,19,11,32,,,,13,12,15,608,10,9,11,9,7,11,20,11,33,6,4,9,11,8,15,12,6,21,,,,10,9,11,594,260,92300,9,71.6,70.9,151,220644,65,64,65,47696,14,14,15,93,316931,92,93,927380,22.7,14.9,68530,7.4,17021,1.8,70884,7.6,17680,1.9,116545,12.6,584510,63.0,20503,2,,,49.7,62468,6.8
53055,Washington,San Juan,86.3,84.8,87.8,,,,,,,,,,,,,,,,,,,,,,169,173,140,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,11,16,14,18,7,6,8,22,129,1440,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,28,1196,12,10,14,154,6,4,8,64,1555:1,,,,,,,,,,,,,,,,,,0.02,17603,1104,45904,69600,0.66,0.59,0.73,84024,73869,94179,117857,23609,212105,50417,18725,82109,70556,38151,102961,51771,36997,66545,77759,73013,82505,34,51,36,6,12,,,,,,,,,,,,,,,,,,,,,,,,,18,18,10,30,21,,,,,,,,,,,,,,,,,,,,,,11,13,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,1100,17,93.8,45.2,0,6709,78,76,79,1399,17,15,19,91,7847,89,92,18662,12.5,36.1,134,0.7,208,1.1,338,1.8,30,0.2,1315,7.0,16299,87.3,106,1,0,1,50.8,14246,80.1
53057,Washington,Skagit,79.1,78.7,79.6,88.2,83.1,93.3,71.0,67.0,74.9,84.8,80.4,89.2,,,,,,,,,,78.7,78.1,79.2,1671,325,308,341,239,194,284,570,401,786,,,,,,,,,,,,,340,320,359,37,30,21,42,,,,,,,,,,,,,,,,,,,,,,37,4,3,5,,,,,,,,,,,,,,,,,,,,,,11,10,13,17,14,19,8,7,10,111,100,12090,9,7894,7,97,25,20,30,,,,,,,,,,,,,,,,,,,,,,30,28,31,7995,11,9,12,1082,4,3,5,130,772:1,,,8,5,11,2.8,,3.3,,2.4,3.0,2.9,,3.6,,2.5,3.1,0.14,16955,3019,49270,68738,0.72,0.67,0.76,79118,73920,84316,84706,56335,113077,99594,92276,106912,,,,70133,63630,76636,83524,80620,86428,52,61,38,32,4,3,2,4,7,3,12,,,,,,,,,,,,,,,,2,1,4,124,19,15,22,19,8,4,15,,,,,,,,,,,,,,,,20,16,25,77,12,9,15,,,,,,,,,,,,,,,,,,,,,,78,9,7,11,,,,,,,,,,,,,,,,,,,,,,73,154,12600,18,78.8,65.4,83,35746,70,69,72,6727,14,12,15,92,46696,91,93,131179,20.8,22.5,1084,0.8,3498,2.7,3362,2.6,497,0.4,26089,19.9,95026,72.4,4105,3,3,4,50.1,44169,34.1
