"","FIPS","State","Life Expectancy","Residential.Segregation.Index","% Limited Access to Healthy Foods","% Uninsured Adults","Spending per Pupil","School.Funding.Adequacy","Median Household Income","School.Funding.Cat","Median.Prop.Tax","Region","Division"
"355",13125,"Georgia",73.3835795,NA,27.729183631,19.954389966,15023,1252.668,55539,"1",717,"South","South Atlantic"
"356",13127,"Georgia",75.423944665,51.276161858,12.362051109,21.615807173,12221,-6672.09,63532,"0",1232,"South","South Atlantic"
"357",13129,"Georgia",73.769364459,64.866060347,10.476682289,26.496934076,10570.5,-1002.7715,63946,"0",1130,"South","South Atlantic"
"358",13131,"Georgia",74.751869679,29.990554894,1.3810083817,23.905416784,11065,-8927.037,48548,"0",1172,"South","South Atlantic"
"359",13133,"Georgia",77.561889051,45.984659887,10.015364327,18.490076793,14815,-4731.711,74488,"0",1427,"South","South Atlantic"
"360",13135,"Georgia",79.634367622,36.026233063,9.7083320708,20.685320873,11847,-3390.67905,83918,"0",2393,"South","South Atlantic"
"361",13137,"Georgia",75.389130559,50.776179002,7.8664805669,25.421162953,12855,-2437.275,62428,"0",1078,"South","South Atlantic"
"362",13139,"Georgia",77.665657356,46.00081033,7.3750798801,25.179334772,11432,-6351.0935,76789,"0",1533,"South","South Atlantic"
"363",13141,"Georgia",71.070746947,33.140228144,29.727594462,18.630490956,20625,-31238.59,38570,"0",876,"South","South Atlantic"
"364",13143,"Georgia",72.330539964,33.860227945,6.1752012677,18.860392629,11855,819.1054,57912,"1",1219,"South","South Atlantic"
"365",13145,"Georgia",78.376071147,27.226074858,0.3354731642,11.508240705,11245,2415.322,90636,"1",1940,"South","South Atlantic"
"366",13147,"Georgia",75.443403629,42.945597548,NA,20.017885396,11663,-3551.946,56137,"0",941,"South","South Atlantic"
"367",13149,"Georgia",72.938886971,30.762632147,1.1195521836,20.979936028,12243,-682.457,56724,"0",697,"South","South Atlantic"
"368",13151,"Georgia",76.018888304,37.379789554,12.35566415,14.367678858,10537,-6879.588,82379,"0",1722,"South","South Atlantic"
"369",13153,"Georgia",75.355928953,23.264196927,9.9953119992,15.660761718,12263,-2909.264,71237,"0",1372,"South","South Atlantic"
"370",13155,"Georgia",72.284316813,63.341621001,2.8233414313,19.950940311,12395,-9234.994,49224,"0",1020,"South","South Atlantic"
"371",13157,"Georgia",75.451335653,33.745079618,9.3541358479,18.47760761,10916.333333,-171.1336667,82138,"0",1705,"South","South Atlantic"
"372",13159,"Georgia",74.06806166,39.154329404,1.13337915,20.279255319,12253,-930.6748,63718,"0",1329,"South","South Atlantic"
"373",13161,"Georgia",71.964646319,37.968642982,18.026236086,24.479962393,10785,-6071.127,46143,"0",736,"South","South Atlantic"
"374",13163,"Georgia",70.178974438,28.125679834,0.3239832427,23.33570244,12585,-16456.32,44459,"0",896,"South","South Atlantic"
"375",13165,"Georgia",72.973053154,1.0529544594,0.5758647707,22.152487215,14587,-14028.39,41830,"0",776,"South","South Atlantic"
"376",13167,"Georgia",72.649629511,38.063729849,11.05023147,21.898854962,12915,-12156.36,42603,"0",725,"South","South Atlantic"
"377",13169,"Georgia",76.439852509,27.754466188,12.357603668,16.04110003,11907,-1388.693,65515,"0",1434,"South","South Atlantic"
"378",13171,"Georgia",72.53303736,42.332463112,9.1172568019,17.574029796,10467,-4388.673,61542,"0",1289,"South","South Atlantic"
"379",13173,"Georgia",74.930220914,35.019909478,0.2365889476,18.204740292,11638,-8045.711,50671,"0",1180,"South","South Atlantic"
"380",13175,"Georgia",71.158086497,42.317705294,9.7116142881,19.284279715,12325.5,-14534.7785,47918,"0",885,"South","South Atlantic"
"381",13177,"Georgia",74.715822533,21.043043978,6.8076937373,14.795627623,10358,-471.3379,84260,"0",1761,"South","South Atlantic"
"382",13179,"Georgia",73.594444598,24.265808614,17.259927972,17.3895721,11586,-9355.639,59807,"0",1638,"South","South Atlantic"
"383",13181,"Georgia",75.122371491,22.158418106,1.8860002911,25.485153145,13177,-6842.01,69776,"0",1325,"South","South Atlantic"
"384",13183,"Georgia",78.593334265,10.054686794,0.2600875222,21.870819797,9321,-5323.066,71285,"0",1379,"South","South Atlantic"
"385",13185,"Georgia",74.393905938,51.695523177,8.2677567917,19.846516775,10892.5,-17521.219,52623,"0",1277,"South","South Atlantic"
"386",13187,"Georgia",75.881834153,77.907583723,0.2574228646,19.651108458,12253,1559.286,71486,"1",1358,"South","South Atlantic"
"387",13189,"Georgia",71.867477616,36.986415718,0.1684954487,18.235244732,11918,-13378.99,50593,"0",980,"South","South Atlantic"
"388",13191,"Georgia",76.771336242,16.357876257,5.9309803751,20.47089601,13690,-14434.67,51411,"0",1054,"South","South Atlantic"
"389",13193,"Georgia",72.565562444,6.1980508156,0.2222837176,23.935895227,13341,-27654.61,40089,"0",698,"South","South Atlantic"
"390",13195,"Georgia",75.131209944,36.684348892,1.5044009182,23.697571744,12232,-2421.673,58789,"0",1228,"South","South Atlantic"
"391",13197,"Georgia",73.852646939,56.221284406,0.0026152339,21.188210722,11759,-10280.05,47174,"0",999,"South","South Atlantic"
"392",13199,"Georgia",71.108497639,25.024731139,1.2189156807,19.720101781,13925,-19756.28,53019,"0",1163,"South","South Atlantic"
"393",13201,"Georgia",67.73211304,34.13863413,0.1281491602,18.09375,14239,-13910.62,45201,"0",1373,"South","South Atlantic"
"394",13205,"Georgia",72.793653947,52.01144632,7.9440939229,21.882137963,14025,-17591.665,45296,"0",1245,"South","South Atlantic"
"395",13207,"Georgia",75.736114558,27.32153981,1.4294162556,15.956143575,12982,265.75,76428,"1",1333,"South","South Atlantic"
"396",13209,"Georgia",73.166362421,36.645057767,4.0246121707,19.477434679,12612,-8580.738,48356,"0",806,"South","South Atlantic"
"397",13211,"Georgia",75.839388854,20.827315988,10.981431576,17.089097001,12399,-142.0645,74340,"0",1799,"South","South Atlantic"
"398",13213,"Georgia",73.105515335,NA,6.5685937588,24.466324673,10807,-1778.68,62109,"0",660,"South","South Atlantic"
"399",13215,"Georgia",72.286742841,55.550986466,10.387205816,17.423581156,11503,-15181.61,53740,"0",1299,"South","South Atlantic"
"400",13217,"Georgia",74.229378946,38.857343788,14.365566532,17.340025461,12035,-9487.652,72128,"0",1342,"South","South Atlantic"
"401",13219,"Georgia",79.945875219,45.62702863,3.4027985628,11.277283751,10965,2818.674,114758,"1",2093,"South","South Atlantic"
"402",13221,"Georgia",76.602112968,18.34470047,2.5047020688,21.507046943,12328,-153.9053,62504,"0",1028,"South","South Atlantic"
"403",13223,"Georgia",77.482225897,33.076307786,13.517618647,14.161699331,10930,-2063.309,87459,"0",1490,"South","South Atlantic"
"404",13225,"Georgia",72.27465345,46.547430138,10.543142366,20.475545152,11257,-11024.49,58471,"0",1495,"South","South Atlantic"
"405",13227,"Georgia",76.548891567,70.121196287,5.7179233498,19.162187955,13244,1818.591,71955,"1",1540,"South","South Atlantic"
"406",13229,"Georgia",70.992132439,35.860724795,3.4061811283,21.661152708,11578,-971.874,52695,"0",904,"South","South Atlantic"
"407",13231,"Georgia",73.901020311,28.578909756,0.0051705298,18.777892207,10173,1296.218,80626,"1",1655,"South","South Atlantic"
"408",13233,"Georgia",71.277747839,30.539628442,12.153877133,21.990967995,11168,-4562.188,54894,"0",1064,"South","South Atlantic"
"409",13235,"Georgia",76.055636435,54.186003616,1.6140882191,18.700020504,12508,-9830.775,46975,"0",949,"South","South Atlantic"
"410",13237,"Georgia",75.421578398,56.158023976,9.5033880562,20.864812731,14240,-4617.449,62241,"0",1200,"South","South Atlantic"
"411",13239,"Georgia",68.617451598,NA,1.3852712605,24.886466848,18031,-63405.88,41516,"0",478,"South","South Atlantic"
"412",13241,"Georgia",74.657011199,64.222178296,0.088043444,25.459794696,16177,4292.346,63387,"1",1112,"South","South Atlantic"
"413",13243,"Georgia",72.282204309,12.656055726,18.41207172,20.340616967,17269,-30133.02,39188,"0",869,"South","South Atlantic"
"414",13245,"Georgia",72.115250699,47.799753417,21.04328022,19.289026544,11826,-17560.71,50079,"0",1214,"South","South Atlantic"
"415",13247,"Georgia",75.429435204,25.01606771,13.339399135,19.32414166,13125,-9982.738,71984,"0",1044,"South","South Atlantic"
"416",13249,"Georgia",77.290874126,31.082446525,0.2724761798,18.174875907,10993,-3130.908,57510,"0",1217,"South","South Atlantic"
"417",13251,"Georgia",71.753225392,19.468596605,9.7537758686,18.799546999,12627,-10865.34,52713,"0",846,"South","South Atlantic"
"418",13253,"Georgia",72.501209474,45.39680394,6.5543318172,20.278053625,13699,-7969.641,45223,"0",1029,"South","South Atlantic"
"419",13255,"Georgia",72.280728025,41.584703632,12.654076292,19.80560531,12123,-14887.72,55086,"0",1506,"South","South Atlantic"
"420",13257,"Georgia",71.88456796,47.165327647,5.3368516615,20.924623116,11198,-2537.642,51980,"0",968,"South","South Atlantic"
"421",13259,"Georgia",73.49096759,7.0435175069,11.650292722,21.418181818,18055,-33135.48,41158,"0",557,"South","South Atlantic"
"422",13261,"Georgia",72.438854461,21.437940332,5.215784377,19.373888748,12272,-27152.57,44677,"0",1426,"South","South Atlantic"
"423",13263,"Georgia",72.847629344,20.734225616,16.070528481,19.598620257,16327,-39631.96,45163,"0",737,"South","South Atlantic"
"424",13265,"Georgia",NA,NA,47.432359748,20.403321471,28823,-29151.45,42138,"0",990,"South","South Atlantic"
"425",13267,"Georgia",73.088852929,27.161704181,6.464888963,22.246317882,11524,-7880.361,47401,"0",969,"South","South Atlantic"
"426",13269,"Georgia",73.814568216,23.67460251,2.1894991443,23.869801085,13615,-12215.85,44035,"0",699,"South","South Atlantic"
"427",13271,"Georgia",74.600055877,19.224483414,22.209255818,20.773538677,13180,-11337.62,41547,"0",709,"South","South Atlantic"
"428",13273,"Georgia",71.774417473,47.652553114,2.674123192,24.837423956,14537,-35913.78,53281,"0",1119,"South","South Atlantic"
"429",13275,"Georgia",73.155935334,37.643830236,12.420757221,18.467007852,12150.5,-9843.839,52236,"0",1364,"South","South Atlantic"
"430",13277,"Georgia",72.488628823,54.568944508,5.7360223858,23.501921733,11462,-7824.332,52962,"0",1313,"South","South Atlantic"
"431",13279,"Georgia",71.183440469,36.176469562,5.27596193,22.11544834,12075,-9460.654,45125,"0",872,"South","South Atlantic"
"432",13281,"Georgia",77.449518043,NA,0.0063237028,20.05946135,16349,1907.214,59273,"1",872,"South","South Atlantic"
"433",13283,"Georgia",71.031881301,31.615460852,19.327616469,24.407582938,11904,-12425.85,43533,"0",571,"South","South Atlantic"
"434",13285,"Georgia",73.00612865,43.575115689,4.2870106838,19.974471919,11464,-6363.611,55852,"0",1305,"South","South Atlantic"
"435",13287,"Georgia",71.987649735,58.985285248,8.3369065167,23.275306254,14093,-22606.74,40865,"0",1011,"South","South Atlantic"
"436",13289,"Georgia",71.233161266,46.130952381,0.0315932198,21.674988652,15147,-14941.21,48772,"0",799,"South","South Atlantic"
"437",13291,"Georgia",78.115255715,NA,1.6825366357,20.789761199,12006,1011.349,64588,"1",1229,"South","South Atlantic"
"438",13293,"Georgia",70.285793303,38.051929775,7.5294854884,19.287684976,12251,-6901.76,48061,"0",891,"South","South Atlantic"
"439",13295,"Georgia",73.929967513,42.85829935,13.721122513,18.169781153,11296,-38.663,53407,"0",942,"South","South Atlantic"
"440",13297,"Georgia",75.253402238,44.358561513,10.901659786,18.0529987,11276,-1572.62815,83037,"0",1525,"South","South Atlantic"
"441",13299,"Georgia",70.445160779,58.224428693,13.368074168,21.890279942,12144,-11888.15,48245,"0",863,"South","South Atlantic"
"442",13301,"Georgia",72.599707434,20.830305739,1.2417276894,18.917042694,13923,-39325.36,44367,"0",783,"South","South Atlantic"
"443",13303,"Georgia",72.462101487,20.426361148,12.938980597,18.610617723,11725,-13807.26,48462,"0",954,"South","South Atlantic"
"444",13305,"Georgia",71.65860761,29.519082342,8.3612761029,22.964599055,12290,-6753.027,51102,"0",923,"South","South Atlantic"
"445",13307,"Georgia",80.362032747,4.4574577548,1.1133160788,21.498127341,15435,-18412.34,45987,"0",728,"South","South Atlantic"
"446",13309,"Georgia",76.938077967,23.388942461,3.1698620323,23.945185719,13659,-12689.37,35952,"0",649,"South","South Atlantic"
"447",13311,"Georgia",75.646281542,71.054909355,NA,21.374574776,12623,990.6475,62100,"1",1338,"South","South Atlantic"
"448",13313,"Georgia",75.703502087,39.025989459,13.39429423,29.12821183,11754,-3753.7805,61680,"0",973,"South","South Atlantic"
"449",13315,"Georgia",71.264768969,22.978294005,5.1234104894,19.956019791,12812,-8929.859,44905,"0",697,"South","South Atlantic"
"450",13317,"Georgia",73.177290464,26.308464098,6.8096726215,22.241613341,13171,-13913.21,47377,"0",1067,"South","South Atlantic"
"451",13319,"Georgia",70.78311998,16.915295769,11.416500002,21.856471069,14040,-14228.66,49648,"0",656,"South","South Atlantic"
"452",13321,"Georgia",73.319070105,35.841534337,1.0400150637,18.798334325,10568,-6341.785,48956,"0",925,"South","South Atlantic"
"453",15001,"Hawaii",80.162389086,59.377223525,8.0926997462,5.9673297033,NA,NA,71143,NA,940,"West","Pacific"
"454",15003,"Hawaii",82.000956832,52.888099068,4.6191187328,4.7193064878,NA,NA,96304,NA,1896,"West","Pacific"
"455",15005,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"West","Pacific"
"456",15007,"Hawaii",82.438464602,62.701672476,7.3890132414,5.5191460448,NA,NA,81939,NA,1376,"West","Pacific"
"457",15009,"Hawaii",82.036943704,69.052577567,5.759547507,5.8157839166,NA,NA,89794,NA,1123,"West","Pacific"
"458",17001,"Illinois",77.185468349,55.731251584,3.2027826558,7.123655914,12619.6,1531.7242,61747,"1",2130,"Midwest","East North Central"
"459",17003,"Illinois",68.590356401,58.675081369,28.274072155,9.2273892347,19325.5,-30420.7935,41378,"0",692,"Midwest","East North Central"
"460",17005,"Illinois",77.742082727,55.713925328,9.041243828,8.2008178101,15262,1781.1185,66071,"1",2140,"Midwest","East North Central"
"461",17007,"Illinois",79.223042215,72.977598571,7.4435406746,9.9680592012,17579,4796.718,83695,"1",3906,"Midwest","East North Central"
"462",17009,"Illinois",78.213475363,NA,10.348035148,4.7531319086,16098,4761.566,78081,"1",1435,"Midwest","East North Central"
"463",17011,"Illinois",77.192453931,NA,9.7949444295,9.2562781713,17024.5,-248.42825,63042,"0",2327,"Midwest","East North Central"
"464",17013,"Illinois",77.319179845,NA,5.2582062752,7.2101597706,18880.5,2207.94815,68525,"1",1916,"Midwest","East North Central"
"465",17015,"Illinois",77.742812108,NA,4.4828139587,8.5193408905,17336,6551.939,64157,"1",1984,"Midwest","East North Central"
"466",17017,"Illinois",75.84462185,54.173704904,3.4067971677,12.663454921,14311,-4098.206333,62129,"0",1541,"Midwest","East North Central"
"467",17019,"Illinois",79.145997975,52.159950815,4.8140594068,7.6178029362,15814.25,1165.675025,61205,"1",3493,"Midwest","East North Central"
"468",17021,"Illinois",75.628335259,69.495057211,1.9461783117,8.1494057725,14654.833333,254.00438333,56888,"1",1638,"Midwest","East North Central"
"469",17023,"Illinois",75.573611701,NA,9.7732760077,7.1777399205,14750.666667,1544.7771667,63655,"1",1693,"Midwest","East North Central"
"470",17025,"Illinois",76.682366741,NA,5.6117841789,8.1220338983,12239.666667,-1919.110333,55282,"0",1311,"Midwest","East North Central"
"471",17027,"Illinois",79.74591402,75.364433288,3.7409996199,7.1301675709,11987.083333,-3699.384446,79612,"0",2894,"Midwest","East North Central"
"472",17029,"Illinois",76.453093607,46.068814053,10.410007183,9.1422041283,15729.333333,1698.8213667,57712,"1",2090,"Midwest","East North Central"
"473",17031,"Illinois",77.888641645,77.327295183,1.7666650341,12.454781385,19785.284722,-249.5471691,76614,"0",4984,"Midwest","East North Central"
"474",17033,"Illinois",78.370705064,NA,2.423367797,7.7773391236,14276,1695.08765,66333,"1",1408,"Midwest","East North Central"
"475",17035,"Illinois",77.906854531,NA,0.1449168482,7.5433231397,13813.5,306.2627,79140,"1",1756,"Midwest","East North Central"
"476",17037,"Illinois",77.813036345,53.605660619,14.585359565,9.000851454,16842,4959.409,71882,"1",4881,"Midwest","East North Central"
"477",17039,"Illinois",74.646153739,NA,2.1567963457,7.3040578099,17280,6168.9115,64262,"1",1853,"Midwest","East North Central"
"478",17041,"Illinois",78.474693411,54.432096505,3.7038426614,13.058572192,15418,2604.261075,67796,"1",2125,"Midwest","East North Central"
"479",17043,"Illinois",81.646448478,49.614697481,3.213370092,7.0665271665,20972.642857,7936.2222405,102383,"1",6627,"Midwest","East North Central"
"480",17045,"Illinois",74.844006667,NA,13.920388204,7.2696534235,14320.8,-1300.66244,63430,"0",1266,"Midwest","East North Central"
"481",17047,"Illinois",75.077154381,NA,7.645395728,8.875037103,14535,1844.451,58387,"1",1125,"Midwest","East North Central"
"482",17049,"Illinois",77.438419272,74.191902518,4.6380903141,6.5124033749,12150.8,1230.8556,74800,"1",2145,"Midwest","East North Central"
"483",17051,"Illinois",78.024914923,NA,18.419976113,9.5221394125,14322.75,-515.403175,57729,"0",1404,"Midwest","East North Central"
"484",17053,"Illinois",75.101940406,NA,7.7705395906,8.65896404,18849,6182.747,67135,"1",2214,"Midwest","East North Central"
"485",17055,"Illinois",73.30518519,NA,8.0329585166,9.7871744609,16391.5,1286.00825,49108,"1",1169,"Midwest","East North Central"
"486",17057,"Illinois",75.313577236,NA,4.5239850962,7.6019428442,16761.666667,2728.6686833,57362,"1",1845,"Midwest","East North Central"
"487",17059,"Illinois",72.520897276,NA,29.870463889,9.4428364689,14503,-2449.934,51367,"0",911,"Midwest","East North Central"
"488",17061,"Illinois",75.27924821,NA,0.632085237,7.7308202032,14883.666667,1055.1682667,58196,"1",1277,"Midwest","East North Central"
"489",17063,"Illinois",76.6860546,36.211561825,5.5315364904,5.8429834392,13703.6,530.93791,93882,"1",4019,"Midwest","East North Central"
"490",17065,"Illinois",77.203940491,NA,3.3775297288,8.404494382,13784,-349.1143,56984,"0",1313,"Midwest","East North Central"
"491",17067,"Illinois",78.004787388,NA,14.116468963,7.4692719824,15719.5,624.36915,63324,"1",1601,"Midwest","East North Central"
"492",17069,"Illinois",72.490999675,NA,6.2019589418,8.770210681,NA,NA,46568,NA,601,"Midwest","East North Central"
"493",17071,"Illinois",76.26620923,NA,0.4891578291,8.708189158,NA,NA,61892,NA,1412,"Midwest","East North Central"
"494",17073,"Illinois",77.718567397,72.935020444,9.1630874492,6.9515628384,15027.444444,3659.3794444,70517,"1",2439,"Midwest","East North Central"
"495",17075,"Illinois",75.028022716,61.903256417,10.719878828,10.013954416,16011,2208.668892,65181,"1",2124,"Midwest","East North Central"
"496",17077,"Illinois",76.103548922,45.310863039,15.135822708,9.2092817958,17157,-2881.694619,44756,"0",2126,"Midwest","East North Central"
"497",17079,"Illinois",79.439638188,NA,4.1269679075,7.1989278193,17306,7075.887,66290,"1",1562,"Midwest","East North Central"
"498",17081,"Illinois",74.965613022,59.189822006,9.6857715973,8.4987686586,14654.75,-1171.5482,58623,"0",1520,"Midwest","East North Central"
"499",17083,"Illinois",75.180593978,NA,3.9483724769,6.6774454325,14264,5246.543,72363,"1",2617,"Midwest","East North Central"
"500",17085,"Illinois",80.684082966,47.412165338,3.7906071486,8.303030303,19581.5,7746.5726667,67217,"1",2804,"Midwest","East North Central"
"501",17087,"Illinois",77.203911359,66.399343844,2.6241075174,7.8223495702,14825.8,1308.9574,59794,"1",1467,"Midwest","East North Central"
"502",17089,"Illinois",80.322401077,52.318089629,3.5024161805,10.918379508,16667.75,3932.827875,93475,"1",6164,"Midwest","East North Central"
"503",17091,"Illinois",75.407818021,60.259744381,6.0683285371,9.5742201804,18350.75,-1001.142258,70494,"0",3439,"Midwest","East North Central"
"504",17093,"Illinois",80.589420436,36.288231278,6.1358801841,7.5715526811,14643.4,2154.54454,102509,"1",6597,"Midwest","East North Central"
"505",17095,"Illinois",75.488369376,51.322950558,8.7116605855,8.8577451593,16675.75,4939.3681,57666,"1",1665,"Midwest","East North Central"
"506",17097,"Illinois",80.69959562,60.660729051,5.9520754878,9.7309770508,22899.659091,9512.9450909,101621,"1",7347,"Midwest","East North Central"
"507",17099,"Illinois",76.115953362,58.73780746,7.5213263178,8.3970314809,18371,3940.7781238,64711,"1",2788,"Midwest","East North Central"
"508",17101,"Illinois",74.933520072,66.618804132,7.8899505194,8.4658187599,12491.5,250.48975,57460,"1",985,"Midwest","East North Central"
"509",17103,"Illinois",77.742844571,40.175734942,5.8449932448,7.6824868165,15896,5077.071,67371,"1",2499,"Midwest","East North Central"
"510",17105,"Illinois",76.104954069,46.45418633,6.4947943519,8.3333333333,17620.375,3608.1985125,74418,"1",2640,"Midwest","East North Central"
"511",17107,"Illinois",76.906315519,63.668060312,7.2243540927,6.507902453,16870.166667,4679.0448333,53775,"1",2032,"Midwest","East North Central"
"512",17109,"Illinois",77.311190391,48.272159629,9.8259858564,7.7435131096,17044.333333,2243.8623333,52812,"1",1889,"Midwest","East North Central"
"513",17111,"Illinois",79.959237394,60.960466804,6.411147683,7.0696672881,19251.263158,8019.4313684,99128,"1",6312,"Midwest","East North Central"
"514",17113,"Illinois",78.96105138,41.352312883,8.7810538958,7.5164459129,15979.5,5388.575,71825,"1",3825,"Midwest","East North Central"
"515",17115,"Illinois",75.230334865,51.886198988,8.4771070651,7.5710847669,13807.142857,1871.4207143,60648,"1",2147,"Midwest","East North Central"
"516",17117,"Illinois",75.865226091,69.376790801,4.2088218016,8.146320448,15002.857143,1409.4945857,69880,"1",1632,"Midwest","East North Central"
"517",17119,"Illinois",75.741117821,55.41089184,12.867651929,7.2114625629,14835.916667,-2515.90595,67441,"0",2691,"Midwest","East North Central"
"518",17121,"Illinois",73.367957454,65.675970215,10.209779895,8.7432477652,13492.454545,-3434.127136,58489,"0",1399,"Midwest","East North Central"
"519",17123,"Illinois",76.298026803,NA,4.3452305741,7.308816741,14761,2563.729,69593,"1",2406,"Midwest","East North Central"
"520",17125,"Illinois",73.812056744,NA,13.24330336,8.6211622807,15554.666667,2405.8833333,60784,"1",1705,"Midwest","East North Central"
"521",17127,"Illinois",73.992317757,11.798531486,3.395242111,8.502934199,17301,1150.7894,52880,"1",1316,"Midwest","East North Central"
"522",17129,"Illinois",78.733851658,NA,2.1440351881,5.643788996,15707.333333,1770.4868667,78115,"1",2680,"Midwest","East North Central"
"523",17131,"Illinois",78.524740062,NA,7.5076766865,8.0044843049,14877,5729.52,70430,"1",2350,"Midwest","East North Central"
"524",17133,"Illinois",79.806556037,NA,4.9428579661,4.8682425886,12935,4795.3426667,100487,"1",3746,"Midwest","East North Central"
"525",17135,"Illinois",74.782691345,NA,6.4791419532,8.3536916395,15919.75,3238.05975,56381,"1",1483,"Midwest","East North Central"
"526",17137,"Illinois",76.356222359,45.066093517,13.359792533,8.0066010357,15940.75,1812.0574,64842,"1",2041,"Midwest","East North Central"
"527",17139,"Illinois",75.745945887,NA,0.6139706478,10.696179053,13792,2679.762,75505,"1",2251,"Midwest","East North Central"
"528",17141,"Illinois",77.755912984,68.591474326,4.031120999,8.6314178285,16254.571429,4236.4732286,78577,"1",3126,"Midwest","East North Central"
"529",17143,"Illinois",75.923362131,58.739326223,13.190192876,9.1588858607,14590.666667,-413.3092778,65421,"0",3016,"Midwest","East North Central"
"530",17145,"Illinois",75.811433838,56.148030243,9.2315742094,7.5916473318,12741,-302.568525,53051,"0",1487,"Midwest","East North Central"
"531",17147,"Illinois",78.522297862,NA,1.5941169124,6.5035614741,17729,5158.50725,85430,"1",2472,"Midwest","East North Central"
"532",17149,"Illinois",75.397504602,NA,10.070562116,8.9054037032,16416,992.7254,54244,"1",1382,"Midwest","East North Central"
"533",17151,"Illinois",76.940172541,NA,10.719006535,7.7268643306,14278,-3069.395,54878,"0",1142,"Midwest","East North Central"
"534",17153,"Illinois",73.017650315,26.293048707,16.100428858,9.6022930849,16952,-11901.2845,44873,"0",702,"Midwest","East North Central"
"535",17155,"Illinois",79.191151993,NA,0.0477080038,8.6571879937,18006,7293.015,83029,"1",2141,"Midwest","East North Central"
"536",17157,"Illinois",76.29767616,85.238841993,4.4954556051,8.1536208733,15252.166667,65.370316667,62575,"1",1486,"Midwest","East North Central"
"537",17159,"Illinois",75.037754686,NA,2.7143971909,8.1090251074,12629,3161.392,56831,"1",1608,"Midwest","East North Central"
"538",17161,"Illinois",76.766813099,43.238319041,5.9855055832,10.446324535,14953.555556,-3090.863333,62652,"0",2614,"Midwest","East North Central"
"539",17163,"Illinois",74.675758522,53.714563224,12.993697077,8.3790279926,16856.192308,-3818.489942,67185,"0",2754,"Midwest","East North Central"
"540",17165,"Illinois",72.516244005,73.229649821,6.4578285093,9.0379879095,13401.5,-6354.054,50979,"0",1212,"Midwest","East North Central"
"541",17167,"Illinois",77.341775837,56.157729271,5.9575565853,7.3523990098,13822.8,1858.99334,73684,"1",2794,"Midwest","East North Central"
"542",17169,"Illinois",75.996379652,NA,6.2275330659,9.477124183,NA,NA,62968,NA,1463,"Midwest","East North Central"
"543",17171,"Illinois",76.18948599,NA,19.82173184,7.7543859649,15782.5,849.33595,64853,"1",1291,"Midwest","East North Central"
"544",17173,"Illinois",77.223751073,NA,5.9708876093,6.5606534585,13871.25,1451.163575,65396,"1",1642,"Midwest","East North Central"
"545",17175,"Illinois",74.496628406,NA,19.693250713,9.7090663058,15719,591.6448,59234,"1",1607,"Midwest","East North Central"
"546",17177,"Illinois",76.696595416,52.280683902,1.6959271061,8.0682380089,15743.4,4687.3562,60988,"1",2645,"Midwest","East North Central"
"547",17179,"Illinois",77.388678198,68.379467645,9.2754665496,6.8028485757,15507.294118,3506.3437629,73285,"1",2952,"Midwest","East North Central"
"548",17181,"Illinois",74.089942385,73.03630363,2.9004130263,9.3850129199,14641.571429,-3739.513643,51116,"0",1533,"Midwest","East North Central"
"549",17183,"Illinois",73.210035324,60.483888511,8.4771801358,8.2418835695,15576.111111,437.77429333,52083,"1",1423,"Midwest","East North Central"
"550",17185,"Illinois",77.079749905,NA,3.326522179,7.8825594383,13113.5,-1540.6116,63777,"0",1441,"Midwest","East North Central"
"551",17187,"Illinois",76.377385262,54.36876289,2.8487708283,9.4967624673,16951,6907.737,57357,"1",1620,"Midwest","East North Central"
"552",17189,"Illinois",78.683349759,NA,3.5827850398,5.7244625366,13640.25,-348.4242,71958,"0",2288,"Midwest","East North Central"
"553",17191,"Illinois",75.1062416,NA,8.4024115772,10.711475778,12427.5,-1527.615667,53359,"0",1037,"Midwest","East North Central"
"554",17193,"Illinois",73.944612321,NA,2.3276618176,8.2404768075,13797.666667,-1301.911233,54611,"0",975,"Midwest","East North Central"
"555",17195,"Illinois",76.627798395,67.205121295,6.2593336391,8.3015205435,16784,2869.6603375,62038,"1",2354,"Midwest","East North Central"
"556",17197,"Illinois",78.821639731,53.334604394,7.3496638302,8.1413922326,18498.633333,3730.9563167,97076,"1",5940,"Midwest","East North Central"
"557",17199,"Illinois",76.4976135,48.342787909,12.314293748,7.4387773891,11776.2,-39.89328,64152,"0",1685,"Midwest","East North Central"
"558",17201,"Illinois",75.260367849,54.004581506,7.2745541612,10.521011483,16417.7,4869.2022,62557,"1",3497,"Midwest","East North Central"
"559",17203,"Illinois",78.829641578,52.766978245,4.6875722456,6.2773586663,13797.555556,3353.4971111,85892,"1",3597,"Midwest","East North Central"
"560",18001,"Indiana",76.591729833,NA,4.7462539799,14.374735953,12095.666667,-1667.160333,60620,"0",948,"Midwest","East North Central"
"561",18003,"Indiana",76.019366808,56.147829539,12.087933689,11.268159648,10999.75,146.3695,65967,"1",1147,"Midwest","East North Central"
"562",18005,"Indiana",76.890401571,47.247322581,10.486159267,9.9673169027,10387,296.68975,68910,"1",1282,"Midwest","East North Central"
"563",18007,"Indiana",75.859727399,NA,1.1039868053,12.788844622,13261,1009.003,62248,"1",620,"Midwest","East North Central"
